0 3.480102 192.1219 33.59315 31.27059 4.472136 36.34556 6.964194 28.37693 27.20294 41.97618 12.0026 23.70654 13.89244 34.88911 39.92493 34.48188 32.75668 17.26268 17.72005 40.71855 21.0238 40 50.60632 43.01163 53.5672 52.97405 43.18565 55.42168 51.00245 59.36329 53.41348 41.6173 34.0147 34.36568 58.20009 56.17136 172.2864 53.79178 36.49658 40.70626 38.60052 39.5174 58.17162 39.61376 41.10961 42.10701 43.68066 44.14748 53.82379 44.72136 60.39505 57.94178 60.91182 59.40539 54.56189 52.50091 53.7452 69.02898 71.02112 86.26703 82.807 67.14826 80.92729 64.7611 69.46222 67.66461 67.68309 71.47027 70.85901 71.58911 76.92204 91.3017 86.16264 88.23831 94.36631 97.06184 98.09802 131.6055 129.769 133.9328 140.0143 218.6001 207.8915 146.1592 206.7904 146.5367 151.9243 159.1006 162.2621 168.2914 190.3272 192.1692 249.0402 200.1255 202.4105 259.9524 203.2978 265.4242 211.1307 265.4976 274.4048 305.9696 266.6721 229.5321 234.094 279.6087 318.5534 230.123 229.1397 283.3345 233.8568 286.6671 287.8368 245.7824 284.2974 294.1653 300.6553 245.5003 295.5714 249.0703 293.4365 297.634 302.2482 249.3933 251.9814 299.2608 293.232 331.6341 304.8688 305.9493 312.0325 295.2647 262.1188 296.2499 315.9019 320.4029 298.7792 320.9143 319.2397 323.4938 320.9751 322.5926 326.4506 332.0638 331.471 333.8586 307.2475 344.9047 325.8665 337.3312 349.4009 287.7544 324.2283 350.4112 324.1188 326.4613 355.4001 323 352.83 353.8616 357.6143 356.8809 362.3271 316.4617 320.8629 297.5 317.7247 320.7819 361.8221 367.0218 322.5841 321.4421 361.1388
3.480102 0 189.8945 30.20394 27.82734 3.282953 32.91065 5.562773 31.41169 23.72294 38.50685 11.42396 20.30052 15.09231 37.54146 36.46155 36.97447 35.18207 17.20788 16.08657 37.27525 20.13565 42.15975 53.07018 45.22659 55.9464 55.25119 45.08264 57.63107 53.11649 61.68828 55.48974 42.84987 33.08239 33.04206 60.32712 58.20462 168.8141 55.65469 35.10144 38.34637 36.80731 38.00749 59.89031 38.50144 39.21026 41.00135 41.90598 42.52581 55.02525 43.25249 61.93416 59.35229 62.26043 60.65018 55.23686 50.85503 53.52635 70.39729 72.0378 87.97032 84.38273 67.6798 81.60425 63.08812 69.92218 66.13832 66.03871 71.62945 69.42462 69.97936 76.94876 92.09476 86.54158 88.70989 95.05671 97.78093 98.7072 128.8414 130.2924 134.378 140.3666 215.3357 204.6887 146.6434 203.6084 146.8257 152.3366 159.168 162.3303 168.3413 190.2446 192.14 246.1296 200.1769 202.4914 257.0908 202.5079 262.5188 210.3146 262.6502 271.5341 302.8983 263.9295 227.6879 232.1869 276.8329 315.4991 229.518 228.0478 280.5885 233.1704 283.9204 285.078 243.867 281.6033 291.4173 297.9333 244.9493 292.8817 247.4405 290.7618 294.9262 299.4931 247.8786 250.3694 296.588 290.7435 328.7582 302.2413 303.3092 309.3386 292.8237 260.9126 293.7847 313.2307 317.6856 296.3631 318.216 316.584 320.8019 318.3527 319.9523 323.7943 329.3888 328.764 331.1597 304.8952 342.1219 323.3043 334.6465 346.6119 287.2546 321.7226 347.6341 321.6299 323.9564 352.6079 320.5585 350.0635 351.107 354.8391 354.132 359.5588 314.2655 318.5819 297.0416 315.57 318.5641 359.0831 364.2505 320.4144 319.2999 358.4932
192.1219 189.8945 0 178.9597 177.3801 187.6564 175.9407 185.1644 198.6506 175.6384 170.9405 181.0744 174.2975 184.2485 194.0817 165.9851 191.5852 190.4797 177.9826 174.5517 164.0436 172.6254 186.9641 193.3971 187.9168 192.1172 189.8998 182.917 188.7797 186.5267 191.8798 185.9273 174.1786 161.0388 159.2003 187.3173 185.2141 165.2206 181.8721 156.9642 151.5629 153.8748 153.7213 178.9794 155.2457 151.216 153.049 148.9306 148.9137 170.4454 148.9305 175.3294 173.2109 171.6131 169.9613 162.1647 140.7765 151.0906 170.9796 163.1954 179.4483 175.6438 154.8993 153.4849 128.8667 152.706 127.0462 126.2397 146.3784 124.8185 122.7636 141.3086 154.2599 145.072 146.6801 151.0046 151.3935 148.1302 70.2077 142.9731 140.0863 136.6392 108.2876 94.5304 142.6335 91.24734 134.4342 140.3414 125.9397 126.3837 126.5097 125.5037 128.8952 85.52768 136.1053 138.6166 90.32175 91.60402 98.13801 93.16643 93.95351 103.1931 146.4624 88.38924 47.12322 48.5727 101.8602 156.0668 114.472 86.5659 103.6664 112.0597 106.7717 108.4704 58.98555 102.0527 113.8059 118.6914 126.7077 112.4821 72.83507 109.8349 115.2093 121.7197 78.3573 76.07471 115.3005 103.8211 155.6286 119.0356 120.5118 128.3537 104.8908 103.4912 106.3083 131.2215 137.3229 107.9688 137.0663 133.9012 139.3111 134.5011 136.6455 140.92 147.01 147.5899 149.6013 115.6398 163.6419 137.6135 152.4692 168.2472 159.7928 134.7277 168.7084 134.2927 136.9182 174.1748 132.3816 170.6059 171.125 175.6002 173.8373 179.8939 124.3898 128.8129 169.6623 125.815 128.6698 178.2665 184.5736 130.6004 129.5989 174.5202
33.59315 30.20394 178.9597 0 3.471311 31.53569 3.535534 31.257 61.16576 9.300538 9.924717 34.58052 15.11622 41.59928 66.19101 12.98075 65.13448 63.18623 39.27467 31.97655 14.91643 37.39652 68.93838 80.70006 72.10062 83.17218 82.06857 70.65763 84.09407 79.29849 88.55789 81.42788 65.56295 45.26036 42.47941 86.34958 83.86133 139.167 80.61052 43.34167 36.50342 41.18859 44.46487 83.98276 47.9505 41.86287 49.90491 44.97221 46.82414 76.69746 48.70832 85.0283 81.8917 84.32823 82.23442 73.94931 53.15346 66.74863 92.21985 91.75238 111.1418 106.9229 84.62893 98.75926 63.26531 86.26993 67.35726 66.14 85.85162 71.15125 69.98928 89.90273 109.6016 101.4717 104.1849 111.7788 114.6058 114.7551 112.661 144.9017 148.3324 153.5138 191.14 181.5031 160.6549 180.7436 159.3753 165.7181 169.7955 172.9118 178.6855 199.2326 201.5354 226.7432 210.1255 212.6511 238.2651 205.3789 243.1183 212.8643 243.9723 252.5282 281.2019 246.5208 220.3509 224.1707 258.9643 293.9953 233.7157 227.9309 263.0595 236.6273 266.3691 267.3771 235.6661 264.6857 273.8179 280.6162 249.4773 275.9652 242.063 274.0301 277.7886 281.7774 243.6155 245.1425 279.8544 276.1386 309.4858 286.0079 286.9259 292.3085 278.7369 259.4634 279.4253 296.4498 300.3506 282.5358 301.1021 299.9708 303.7544 302.1167 303.5037 307.149 312.5085 311.5132 313.9958 291.7268 323.9356 307.7351 317.6359 328.339 291.9294 306.7939 329.5004 306.8884 309.0283 334.2817 306.347 332.0489 333.2304 336.7083 336.3131 341.4969 302.7251 306.1217 302.0153 304.461 306.7776 341.3682 346.1423 309.1262 308.3059 341.8614
31.27059 27.82734 177.3801 3.471311 0 28.91107 5.10392 28.45083 58.44142 5.85235 10.93846 31.48432 11.68118 38.57784 63.22816 11.88486 62.10998 60.15023 36.02846 28.62953 13.64001 34.00662 65.76511 77.57609 68.92641 80.00434 78.86761 67.39473 80.862 76.05524 85.35016 78.16425 62.18239 41.79294 39.0314 83.08309 80.57588 141.1129 77.29169 39.91804 33.39236 37.85301 41.09167 80.61903 44.52527 38.60117 46.5 41.72589 43.54366 73.26834 45.39879 81.62728 78.47802 80.89994 78.79753 70.48156 50.01929 63.30693 88.77978 88.28505 107.7221 103.4894 81.16119 95.29455 60.33283 82.80731 64.38517 63.23172 82.41753 68.16927 67.11073 86.5 106.1369 98.038 100.7435 108.3229 111.1497 111.3098 111.6237 141.5 144.9498 150.1581 191.5496 181.7078 157.2763 180.8873 156.0425 162.3609 166.542 169.6622 175.4493 196.0701 198.3544 226.3295 206.9224 209.4394 237.7724 202.5805 242.7164 210.0931 243.4606 252.0707 281.1914 245.8244 218.4254 222.3175 258.341 293.9565 230.8454 225.3665 262.3892 233.8077 265.7037 266.7337 233.8402 263.9296 273.163 279.924 246.593 275.2145 239.9614 273.2527 277.0698 281.1428 241.4114 243.0285 279.08 275.0779 309.0931 285.1674 286.1064 291.5809 277.6114 257.0239 278.3348 295.6891 299.6692 281.3795 300.3898 299.1883 303.0338 301.2833 302.6999 306.3737 311.7678 310.8241 313.2954 290.4931 323.3852 306.8143 316.9152 327.8028 289.0516 305.7886 328.9441 305.8589 308.0238 333.7551 305.2495 331.4762 332.638 336.1539 335.7133 340.9339 301.3023 304.8085 299.1214 302.9892 305.3851 340.755 345.5874 307.6768 306.8225 341.0962
4.472136 3.282953 187.6564 31.53569 28.91107 0 34.0147 2.54951 29.65215 24.33105 39.31921 8.18917 20.24846 12.04159 35.25975 36.68787 34.53983 32.69557 13.92839 13.34166 37.33631 17.02939 39.44617 50.56679 42.54409 53.3677 52.59515 42.2019 54.92324 50.35127 59.05929 52.69725 39.69887 30.01666 30.14963 57.56084 55.38251 169.478 52.74045 32.24903 36.23534 34.20526 35.22251 56.90171 35.51408 36.68787 38.01316 39.29377 39.81206 51.85557 40.4475 58.86903 56.24278 59.1291 57.48913 51.97115 48.16074 50.28655 67.26812 68.8186 84.95881 81.32035 64.40152 78.33513 60.41523 66.64083 63.37586 63.34824 68.35203 66.61081 67.26812 73.68175 88.83693 83.25863 85.42833 91.7878 94.51455 95.43177 127.2006 127.0118 131.0954 137.0839 214.6113 203.8109 143.3614 202.6826 143.5444 149.0537 155.9006 159.0629 165.0757 186.9949 188.8836 244.6978 196.9117 199.2235 255.5841 199.4242 261.0785 207.24 261.1226 270.0407 301.7405 262.2556 225.1422 229.6867 275.2036 314.3092 226.3779 225.08 278.9189 230.0543 282.2517 283.4255 241.3732 279.866 289.7503 296.2319 241.7947 291.1388 244.7529 289 293.2064 297.8355 245.1224 247.6709 294.8237 288.7646 327.2717 300.4214 301.5046 307.6008 290.7942 257.9966 291.7807 311.4643 315.9778 294.3077 316.4838 314.7983 319.0615 316.5265 318.1478 322.0093 327.627 327.0428 329.4281 302.7755 340.5015 321.4074 332.8968 345 284.0875 319.7624 346.0058 319.6514 321.9953 351.0004 318.5294 348.4207 349.4481 353.2082 352.4656 357.9184 312 316.3937 293.8643 313.2683 316.3179 357.4035 362.6141 318.1256 316.9874 356.6949
36.34556 32.91065 175.9407 3.535534 5.10392 34.0147 0 33.53357 63.53149 10.44031 6.403124 36.42887 16.15549 43.56604 68.23672 10.04988 67.08204 65.11528 40.80441 33.24154 12.04159 38.48376 70.60453 82.46211 73.76313 84.84365 83.6675 72.11103 85.6187 80.79759 90.13878 82.8734 66.64083 45.45327 42.44997 87.78525 85.24605 136.1167 81.89763 43.13931 35.35534 40.60788 44.01278 85.11328 47.74149 41.04875 49.57822 44.10215 46.04346 77.52419 48.01042 86.00036 82.80248 85.15427 83.00602 74.4043 51.98302 66.60848 92.96236 92.20087 112.0045 107.7033 84.76176 98.82464 61.68468 86.31338 65.83692 64.51356 85.63294 69.64194 68.30813 89.4986 109.6586 101.2373 104.0048 111.7229 114.5513 114.5988 109.3846 144.4611 147.8005 152.8692 187.6086 177.9678 160.1015 177.2096 158.6443 165.0757 168.8135 171.9186 177.6542 198.0137 200.3597 223.2711 209.0021 211.549 234.809 203.5018 239.6435 210.9468 240.5203 249.0642 277.6752 243.1152 217.5592 221.3256 255.5386 290.4707 231.9424 225.7432 259.6461 234.7765 262.9544 263.9564 232.8003 261.2968 270.4002 277.2084 247.7239 272.5744 239.4097 270.6474 274.3884 278.3541 241.0519 242.4993 276.4706 272.8553 306.0081 282.6447 283.556 288.9105 275.48 257.1308 276.1539 293.0614 296.9394 279.292 297.6995 296.5889 300.3541 298.7507 300.1283 303.7647 309.1138 308.1039 310.5896 288.5169 320.4906 304.3984 314.2353 324.8908 290.1612 303.4881 326.0567 303.5918 305.7221 330.8312 303.0775 328.6092 329.7954 333.2642 332.8799 338.0546 299.6081 302.9488 300.272 301.3702 303.6445 337.9382 342.6981 306.023 305.2212 338.4734
6.964194 5.562773 185.1644 31.257 28.45083 2.54951 33.53357 0 30.00417 23.54782 38.58108 5.942432 19.03943 10.97725 35.0464 35.53168 34.15406 32.25678 11.85327 10.79352 36.06245 14.57738 38.68462 50.04498 41.81507 52.7473 51.87726 41.18859 54.13236 49.4899 58.36523 51.79286 38.19031 27.54088 27.6134 56.68554 54.43089 168.4957 51.65322 29.7069 33.80089 31.66228 32.67453 55.68636 33.00379 34.15406 35.50352 36.74915 37.26258 50.28419 37.90119 57.51359 54.80192 57.63896 55.933 50.08493 45.61142 48.00148 65.77614 67.10067 83.68094 79.95311 62.42373 76.41864 57.86623 64.62585 60.82763 60.79885 66.20045 64.06637 64.71862 71.47377 86.97413 81.19421 83.40564 89.86935 92.60939 93.47044 124.902 124.998 129.0446 134.9907 212.7358 201.8549 141.3259 200.7019 141.4231 146.9847 153.6896 156.8518 162.8573 184.7276 186.6347 242.4758 194.6914 197.014 253.3303 196.9632 258.8523 204.7738 258.86 267.7919 299.6395 259.9356 222.5994 227.1486 272.9002 312.1926 223.9572 222.568 276.6001 227.6148 279.933 281.113 238.8357 277.5221 287.4322 293.9007 239.3868 288.7926 242.2034 286.647 290.8685 295.5207 242.5747 245.1215 292.4697 286.3398 325.0241 298.0478 299.1363 305.256 288.3544 255.4706 289.3484 309.1092 313.6439 291.8604 314.1409 312.4364 316.7155 314.1504 315.7792 319.6475 325.2732 324.7037 327.0852 300.3107 338.2 319.0078 330.5474 342.7018 281.6919 317.3429 343.7012 317.2263 319.5755 348.7037 316.0894 346.1105 347.1318 350.9024 350.1464 355.609 309.5004 313.9116 291.4794 310.7612 313.8224 355.0792 360.3061 315.6211 314.4781 354.3279
28.37693 31.41169 198.6506 61.16576 58.44142 29.65215 63.53149 30.00417 0 53.50934 68.52919 28.19685 48.66467 21.10095 8.944272 64.99423 10.30776 10.01249 26.46224 34.00368 65.27059 31.75295 17.58551 24.41823 19.5 27.76739 27.90161 22.45551 30.66044 27.29469 33.63406 29.76995 27.22591 39.25876 42.25222 33.83785 32.62114 197.9512 31.75645 44.30858 54.80192 48.8083 47.44075 36.83008 44.57017 51.61637 46.42467 52.77547 51.98317 37.16517 51.27621 40.24068 39.05125 42.2019 41.68033 42.14558 59.21182 48.78121 49.4899 54.03008 63.54723 61.0594 54.33359 65.89209 70.30114 57.00219 71.69554 72.71348 61.24745 73.83258 75.99507 67.31456 74.8415 73.13857 74.3791 78.54457 80.91508 82.73535 144.6764 114.1195 118.7697 125.4163 237.4495 225.8092 130.4847 224.397 132.2885 136.6794 146.3053 149.413 155.4936 178.2611 179.6782 262.719 186.9496 188.9927 272.9661 196.6933 278.9592 204.661 278.3114 287.4652 321.5554 278.2198 231.9617 237.0849 291.4897 333.8637 221.763 224.8205 294.8458 226.1244 298.1715 299.48 248.7655 295.1953 305.655 311.8118 236.5933 306.3711 249.3497 304.0711 308.6361 313.7901 248.6227 252.0768 309.8488 301.7801 344.5525 314.9163 316.1364 322.8157 303.2895 258.5353 304.5312 326.4081 331.4306 306.5196 331.7171 329.5546 334.2122 330.9022 332.7195 336.7466 342.5566 342.3394 344.6242 314.2726 356.6357 335.0968 347.9203 361.1942 278.1903 332.8382 362.057 332.5451 335.0541 367.2145 330.9143 364.3408 365.2263 369.2171 368.1701 373.8342 321.8311 327.086 287.5639 322.6674 326.353 372.9786 378.5515 327.6588 326.2426 371.2034
27.20294 23.72294 175.6384 9.300538 5.85235 24.33105 10.44031 23.54782 53.50934 0 15.0333 26.05883 5.830952 33.24154 57.92452 13.0384 56.7186 54.74486 30.36445 22.84732 14.21267 28.17801 60.16644 72.03471 63.32456 74.40505 73.22739 61.68468 75.18353 70.36512 79.69944 72.44998 56.35601 36.06938 33.42155 77.3644 74.83686 145.1696 71.51845 34.4093 28.86174 32.64966 35.75787 74.80422 39.0032 33.61547 41.04875 36.76955 38.48376 67.41662 40.24922 75.78629 72.63092 75.04832 72.94518 64.66065 45.32734 57.70511 82.92768 82.46211 101.8725 97.63708 75.42472 89.57711 56.08921 77.10383 60.03749 59.03389 76.83749 63.78871 62.96825 81.02469 100.4191 92.45539 95.13149 102.6499 105.4751 105.6814 110.9414 136.0147 139.5206 144.8033 193.2097 183.0416 151.8568 182.1215 150.7481 157 161.4466 164.5752 170.3937 191.1834 193.4244 226.6032 201.9395 204.4358 237.906 198.4792 243.0021 206.0457 243.559 252.2578 282.1187 245.6054 216.0208 220.0454 258.2421 294.8326 226.5872 221.7318 262.2081 229.6541 265.5297 266.5971 231.6139 263.6001 273.0041 279.6988 242.3023 274.8899 237.2172 272.8828 276.7996 281.016 238.4722 240.2601 278.7131 274.2134 309.3703 284.684 285.6589 291.2907 276.632 253.6262 277.4167 295.3405 299.4562 280.3444 300.1233 298.8009 302.7522 300.8072 302.2747 305.9967 311.4491 310.5946 313.0456 289.3182 323.3902 306.1845 316.6296 327.8307 284.7674 305.0115 328.9377 305.0393 307.2475 333.7982 304.3107 331.4408 332.5688 336.1488 335.6307 340.9129 299.7866 303.4881 294.8021 301.3851 303.9227 340.6483 345.5792 306.1119 305.1967 340.7275
