0 181.7339 187.1735 177.1747 180.9995 174.1893 177.0122 172.2441 170.1671 182.9474 175.6707 174.0018 186.246 184.9172 178.2758 180.7148 184.2339 167.9552 166.0039 163.0975 166.482 181.5764 166.4519 159.8568 158.6813 158.2623 176.1296 174.288 156.7521 176.8935 151.171 178.3916 177.2485 177.9282 158.5888 175.7228 158.0745 168.0343 177.3154 169.3806 172.5086 138.1257 166.9098 146.9986 171.0268 158.1087 167.1347 163.9089 162.1214 164.9428 140.0111 131.6339 173.1024 160.9143 168.9778 162.5904 163.0079 170.2166 148.759 141.5724 139.7548 163.5848 167.3033 172.9507 160.4656 154.8953 169.3939 153.2245 168.7885 173.4244 127.6911 170.5005 168.2487 152.2642 172.9592 168.6375 167.4804 150.0138 121.5241 164.7502 117.3201 160.5312 145.5238 157.7359 109.0403 154.1847 115.8469 124.6527 151.8361 143.1836 135.0124 117.1826 143.3932 71.11456 116.0532 129.4913 130.4072 109.2924 139.6989 128.4381 107.454 128.6329 122.6073 125.0359 122.8032 124.4579 122.6151 136.4832 132.2331 112.1922 98.38063 95.09987 133.2724 135.7955 137.944 128.0667 122.406 126.1169 120.2409 131.8189 123.9601 116.8993 122.6059 128.8404 125.0701 115.6076 133.7484 130.6668 129.2784 124.3044 120.2236 123.0319 120.4262 121.8282 121.7312 95.45557 92.10392 111.028 107.2969 99.51843 95.29923 87.60659 95.29892 93.67812 89.22578 94.2971 106.6588 150.1048 98.87322 102.925 159.9018 92.95745 101.9237 45.35218 100.9917 47.3156 103.6781 102.3663 159.6043 110.6289 102.4474 83.00898 108.2894 58.09176 108.3535 122.9796 70.8029 75.9854 74.05511 100.813 115.8559 120.8432 158.6643 100.6968 125.5361 121.9511 123.3594 126.916 129.7264 128.3234 166.4881 130.436 134.3468 133.7216 180.7928 156.4152 134.6182 124.1448 125.0176 126.9127 128.4595 166.3275 126.0368 128.589 130.8022 132.4685 131.2284
181.7339 0 21.0238 7.615773 11.7047 13 7.211103 12.10372 25.96151 28.16026 10 8 38.07887 36.26638 19.23538 27.85678 39.22372 15 16.64332 29.52965 17.46425 47.53946 19.31321 22.26264 29.06888 31.40064 45.65085 44.41846 25.16446 51 30.67572 64.41273 62.64982 67.1193 38.27532 67.23095 41.6173 145.8339 71.19691 64.11123 69.33974 45.17743 68.41053 44.59821 75.45197 58.72819 72.00694 69.52697 67.26812 72.47068 52.37709 50.69517 85.70298 70.76722 82.90054 74.41102 77.28195 86.60831 64.2353 55.15433 55.36244 84.06099 89.02247 96.83491 82.807 80.48311 94.90258 76.48529 99.0202 106.6068 64.53681 104.8094 102.45 91.7685 109.3 111.2036 113.1868 101.2977 75.43209 117.9608 80.28076 120.922 108.8531 123.7619 95.07891 132.4575 107.1541 114.5295 134.0634 127.8006 123.422 113.4659 131.4002 116.7305 115.9526 124.6796 126.997 115.1694 133.4541 126.4002 117.9873 130 126.5899 130.2498 130.1768 133.3604 136.8832 148.9497 150.7481 196.9873 187.1529 186.331 159.5797 161.6185 163.1349 158.9025 167.2603 169.9559 167.2872 173.6663 169.9412 167.8392 171.2921 175.1207 175.3083 171.7513 180.9533 180.2672 182.9153 180.7014 179.9222 182.9891 183.3208 185.3025 187.1283 228.6504 228.5005 244.2949 243.3187 239.2008 239.4702 205.5432 244.9041 244.6242 213.113 246.2945 257.4102 286.6231 256.1667 258.2421 309.6839 253.6632 258.8532 222.7667 259.4937 226.7377 262.2461 262.0534 299.3848 233.6332 263.2508 228.7903 236.7129 238.2876 274.3884 249.3428 244.0861 245.3997 247.1368 274.7654 284.9439 289.4719 314.4499 260.6554 295.6569 293.8197 294.7168 297.4307 300.5545 300.0817 325.4969 301.8775 307.3574 307.7466 339.6947 291.808 309.1294 304.5406 305.1967 307.5845 308.7683 301.8365 307.2837 310.1612 312.3604 313.7897 312.9345
187.1735 21.0238 0 28.07134 10.44031 33.24154 17.72005 31.18493 46.38965 9.219544 16.55295 22.13594 17.88854 16.37834 8.944272 10.29563 19.55761 31.95309 32.69557 48.76474 23.34524 28.6007 22.02272 35.85561 46.61545 49.39636 28.3196 27.80288 37.5 33.24154 41.7732 46.2277 44.68781 49.0408 31 49.57822 33.13608 165.9923 53.2635 47.88789 52.3259 57.31492 52.63079 41.4367 58.69412 46.09772 56.0803 54.40588 52.69725 57.00877 49.29665 60.959 68.62215 56.30275 66.50188 59.40539 62.10072 70.00714 53.85591 50 51.0392 68.63855 72.91776 79.93122 68.00735 66.92266 78.50159 63.52952 82.75869 89.82761 62.39391 88.39118 86.31338 78.33118 92.64178 95.15908 97.33576 88.0585 72.02777 102.5649 77.02597 106.142 96.25487 109.4029 91.04944 118.7139 100.02 105.3043 120.6524 115.4859 112.3076 105.6243 119.0798 126.4911 108.1712 114.3897 116.5386 108.6738 121.6553 116.2454 111.6288 119.7748 117.3243 120.5529 120.8139 123.7134 127.4716 137.7534 140.1178 212.6076 202.0039 200.9384 148.9856 150.7688 152.0691 148.9295 158.1455 160.4649 158.433 163.6154 160.7047 159.3989 162.2498 165.4577 166.0873 163.5497 170.9233 170.5616 173.4589 171.7353 171.4001 174.2441 174.8842 176.7739 178.6757 241.4229 240.9658 257.484 256.2226 251.6446 251.4677 201.7176 256.4527 256.0176 209.5017 257.6063 269.0911 300.3059 267.0437 269.4012 322.2433 264.0549 269.824 226.0465 270.2758 230.4951 273.0659 272.7233 312.9189 228.8728 273.7901 227.0088 232.4586 242.1673 284.3185 244.3454 245.9675 246.4975 248.9103 283.2419 294.4775 299.1321 326.3096 259.7773 305.0983 302.8993 303.9079 306.811 309.8984 309.2329 337.0182 311.1077 316.2895 316.4459 351.3495 286.6872 317.7184 311.0772 311.8541 313.9568 315.361 296.5067 313.2096 315.6866 317.9072 319.6404 318.1352
177.1747 7.615773 28.07134 0 18.02776 5.385165 11.40175 5.147815 18.43909 34.36568 13.92839 8.602325 44.40721 42.5 24.73863 33.73426 45.30453 9.219544 11.18034 21.9545 17.80449 53.16014 20.51828 17.39612 21.93171 24.08319 50.69517 49.24429 20.59733 56.0803 26.1725 69.46222 67.62396 72.09022 40.31129 72.01389 43.84062 138.3022 76.05919 68.34654 73.82412 39.56008 72.40166 44.77723 79.75588 61.7171 76.00658 73.23933 70.80254 76.27582 52.15132 45.60702 90.04999 74.20243 86.97413 78.00641 80.91044 90.73588 66.26485 55.56978 55.47071 87.71117 92.91394 101.0198 86.21485 83.4238 98.87619 79.24645 102.9029 110.6752 63.56886 108.7244 106.2544 94.52978 113.2983 114.9141 116.8 103.8904 74.67262 121.3473 79.37884 124.0247 111.1261 126.6689 94.24436 135.0592 107.3313 115.434 136.5174 129.8345 125 113.853 133.4166 111.0856 116.297 125.9246 128.2936 115.0391 135.2479 127.5813 117.7837 131.1869 127.4245 131.2288 131.0267 134.3019 137.7135 150.4261 151.9901 189.763 180.0821 179.3105 160.7711 162.9045 164.5023 159.8499 167.8392 170.6722 167.7647 174.591 170.5579 168.1547 171.8284 175.887 175.9005 171.9608 181.8464 181.0338 183.5756 181.1767 180.2276 183.3712 183.5824 185.5936 187.3846 222.0023 221.9245 237.5416 236.6305 232.622 232.9979 204.0245 238.5372 238.296 211.4992 239.9854 251.002 279.7421 249.9594 251.9623 303.0413 247.5823 252.6203 218.799 253.3081 222.6118 256.0488 255.8945 292.5308 232.3906 257.1245 226.4972 235.2807 234.1047 268.412 248.158 240.5327 242.1012 243.6139 269.1802 279.0645 283.556 307.9681 257.9966 289.7948 288.0556 288.9221 291.5836 294.7151 294.2941 319.0913 296.0676 301.624 302.0761 333.2514 290.6065 303.4881 299.4812 300.1016 302.5705 303.6894 300.6996 302.4008 305.3948 307.5858 308.9239 308.2629
180.9995 11.7047 10.44031 18.02776 0 23.02173 7.28011 20.79663 36.12478 16.49242 6.403124 11.7047 26.4764 24.62214 7.81025 16.15549 27.54088 21.54066 22.36068 38.32754 14.76482 35.8469 14.56022 25.96392 36.24914 39 34.1321 33.01515 27.93296 39.44617 32.64966 52.83938 51.10773 55.56978 29.73214 55.75841 32.69557 155.579 59.68249 52.94573 58.00862 48.16638 57.38467 38.20995 64.2028 48.60041 60.959 58.69412 56.58622 61.55485 46.22943 52.43091 74.4043 60.1415 71.76698 63.63961 66.4718 75.43209 55.00547 48.05206 48.6621 73.2069 77.98718 85.60374 72.13876 70.21141 83.80036 66.4003 87.9659 95.42536 59.07622 93.723 91.4385 81.59325 98.15549 100.236 102.2803 91.22916 69.46222 107.2034 74.43118 110.3699 99.04544 113.3578 88.95504 122.2865 99.62429 106.1037 124.0161 118.1524 114.2366 105.6433 121.758 118.5116 108.1665 115.8361 118.09 107.9676 124.0202 117.618 110.8603 121.1982 118.1863 121.6717 121.7415 124.8119 128.4445 139.7891 141.8238 202.8719 192.4731 191.4765 150.6863 152.6223 154.0519 150.2698 159.0126 161.5488 159.154 165.0242 161.6447 159.8906 163.0828 166.6471 167.0269 163.9161 172.3304 171.7826 174.5423 172.5399 171.9564 174.9286 175.3981 177.3415 179.2038 232.5511 232.195 248.4854 247.3156 242.8868 242.86 199.8324 248.002 247.6207 207.5184 249.2388 260.6012 291.1671 258.8353 261.0939 313.4759 256.0195 261.5836 220.8438 262.103 225.0889 264.8811 264.5921 303.831 227.4935 265.7066 224.1428 230.8246 236.7192 276.4634 243.1019 241.4063 242.2932 244.4005 275.9366 286.7752 291.3846 317.7813 256.5078 297.4357 295.3726 296.3393 299.1722 302.2747 301.682 328.6111 303.5276 308.8253 309.0712 342.9001 285.5381 310.3869 304.5587 305.2868 307.507 308.8218 295.4712 306.9434 309.5884 311.8012 313.4087 312.1746
174.1893 13 33.24154 5.385165 23.02173 0 16.03122 3.535534 13.15295 39.11521 18.24829 12.36932 49.16299 47.21493 29.27456 38.32754 49.92494 7.615773 9.486833 16.64332 20 57.48913 23.02173 15.49597 17.20465 19.10497 54.70832 53.14132 18.74166 60.08328 24.08319 73.38937 71.51224 75.96052 42.63801 75.76939 46.2277 132.963 79.84986 71.77918 77.38863 36.13862 75.66373 45.80393 83.18654 64.40497 79.25907 76.32169 73.78347 79.40403 52.78977 42.57934 93.47727 77.10383 90.2358 80.99383 83.90769 94.02127 68.29894 56.61272 56.30275 90.69868 96.04166 104.3168 89.05055 85.96561 102.0417 81.68843 106 113.8771 63.56099 111.8302 109.2932 96.91388 116.4496 117.8739 119.6923 106.1349 74.73286 124.0813 79.30952 126.5651 113.1371 129.0736 94.15413 137.2443 107.912 116.4989 138.6001 131.6435 126.5069 114.5622 135.2072 107.3359 116.9701 127.2006 129.6003 115.382 136.8832 128.8099 118.0678 132.4122 128.4134 132.3102 132.0189 135.3514 138.6795 151.819 153.2188 184.7187 175.1625 174.4312 161.9528 164.149 165.8011 160.8633 168.5853 171.5109 168.4399 175.5705 171.3272 168.7157 172.5399 176.7548 176.6465 172.4427 182.7962 181.8963 184.3611 181.8351 180.7678 183.962 184.0883 186.1182 187.8829 217.4075 217.3856 232.8626 232.0022 228.0789 228.5366 203.2462 234.1559 233.9444 210.6465 235.648 246.5867 274.9594 245.6977 247.6449 298.4397 243.4173 248.3385 216.2267 249.0622 219.9204 251.7936 251.6684 287.7677 231.7895 252.9229 225.1444 234.5421 231.3655 264.3218 247.5889 238.2541 240.0083 241.3561 265.3846 275.0455 279.5085 303.4886 256.3616 285.7866 284.1215 284.9649 287.5865 290.7232 290.3412 314.6685 292.0976 297.7105 298.2097 328.7986 290.0052 299.6431 296.0709 296.6648 299.1932 300.2636 300.1404 299.1208 302.2003 304.3846 305.655 305.1377
177.0122 7.211103 17.72005 11.40175 7.28011 16.03122 0 13.58308 29.01724 23.08679 2.828427 4.472136 33.13608 31.19695 13.34166 22.36068 33.94849 14.31782 15.26434 31.04835 11 41.76123 12.36932 19.45829 29.06888 31.7805 39.39543 38.01316 21.80023 44.77723 26.92582 58.18075 56.36488 60.83584 31.06445 60.82763 34.4093 148.3132 64.84597 57.41298 62.76942 42.2019 61.61169 37.64306 68.7968 51.62364 65.21503 62.62587 60.30755 65.60488 45.50341 47.01064 79.07591 63.78087 76.14788 67.47592 70.35979 79.88116 57.02783 48.10405 48.38388 77.15083 82.20097 90.13878 75.82216 73.38618 88.1164 69.35416 92.20087 99.86491 57.87055 98.0051 95.60335 84.64468 102.5305 104.3276 106.2791 94.15122 68.65858 110.9863 73.5459 113.8759 101.671 116.6748 88.29496 125.3196 100.09 107.3546 126.9055 120.6027 116.211 106.3602 124.2014 113.2519 108.8531 117.4777 119.7925 108.1665 126.2458 119.2015 111 122.8007 119.4194 123.065 123.0041 126.1784 129.7112 141.7392 143.5444 196.1632 185.9271 184.9845 152.3779 154.4125 155.9263 151.7168 160.1125 162.7913 160.1531 166.4812 162.7882 160.7296 164.1493 167.9501 168.1577 164.6587 173.7703 173.0961 175.7555 173.5655 172.812 175.8664 176.2172 178.1937 180.025 226.4972 226.2178 242.3304 241.2302 236.9156 237.0021 198.9271 242.2602 241.9194 206.5319 243.559 254.8254 284.8962 253.2707 255.4545 307.4785 250.5853 255.9941 217.5247 256.5638 221.6168 259.3318 259.083 297.5958 226.9067 260.2326 222.5062 230.0543 233.2059 271.1549 242.5928 238.533 239.6769 241.5617 271.0351 281.5759 286.1503 311.9608 254.5491 292.2619 290.2998 291.2353 294.0153 297.1279 296.5889 322.8781 298.4125 303.7936 304.1052 337.1328 285.0561 305.4521 300.2216 300.9136 303.2187 304.4677 295.0614 302.7891 305.5552 307.7613 309.2766 308.2402
172.2441 12.10372 31.18493 5.147815 20.79663 3.535534 13.58308 0 15.50806 36.50342 15.50806 9.513149 46.52419 44.54492 26.54242 35.58792 47.16991 4.527693 6.519202 17.73415 16.50757 54.52064 19.55761 12.75245 16.98529 19.30026 51.58003 49.96499 16.00781 56.94295 21.50581 70.20328 68.31179 72.74957 39.12161 72.51552 42.71417 134.81 76.60614 68.42697 74.07091 34.47463 72.26687 42.3143 79.82794 60.91387 75.85842 72.8869 70.33136 75.97697 49.35848 40.62635 90.11382 73.63763 86.83317 77.54031 80.45496 90.62284 64.76409 53.12721 52.84411 87.24248 92.60939 100.9183 85.57161 82.45421 98.61541 78.16969 102.5597 110.4559 60.27022 108.3905 105.8419 93.38974 113.0177 114.4083 116.2164 102.6036 71.43179 120.5847 76.04275 123.0497 109.6016 125.5488 90.89829 133.7105 104.5108 113.0243 135.0648 128.1113 122.9898 111.1396 131.6757 105.9646 113.554 123.7033 126.1002 112.029 133.3585 125.3176 114.7279 128.9205 124.95 128.8352 128.5554 131.8806 135.2202 148.3122 149.7281 184.9013 175.1268 174.3309 158.4677 160.6572 162.3037 157.3992 165.162 168.0729 165.0288 172.1119 167.9003 165.3254 169.1227 173.3126 173.2238 169.068 179.3422 178.4552 180.9323 178.4279 177.3824 180.5672 180.7097 182.7361 184.5061 216.9067 216.8156 232.4704 231.5437 227.5137 227.8739 200.2161 233.402 233.1577 207.643 234.8457 245.8709 274.7096 244.8143 246.8208 297.9459 242.4345 247.4763 214.0245 248.1622 217.79 250.9034 250.7479 287.4896 228.702 251.9772 222.3342 231.5005 229.2651 263.2651 244.492 235.8866 237.5426 238.9775 264.0578 273.9206 278.4107 302.8463 253.6755 284.6515 282.9178 283.7825 286.4411 289.573 289.1548 313.9606 290.927 296.4883 296.9453 328.125 286.9205 298.3597 294.4325 295.0466 297.5299 298.637 297.0425 297.3857 300.4039 302.593 303.912 303.2928
170.1671 25.96151 46.38965 18.43909 36.12478 13.15295 29.01724 15.50806 0 52.00961 31.01612 25.01999 62.03225 60.05206 42.04759 51.08816 62.66179 16.76305 17.46425 7.071068 30.67572 69.87131 33.83785 20.58215 12.36932 12 66.70832 65 22.98369 72.03471 26.62705 85.16455 83.24062 87.64131 52.35456 87.28115 55.9464 119.875 91.39475 82.82059 88.60023 33.24154 86.40602 53.15073 94.15413 74.30343 89.9611 86.76405 84.07735 89.89994 59.13848 40.4475 104.3887 87.23531 100.8886 91.24144 94.15147 104.6948 76.99278 63.65532 62.93648 100.8824 106.4378 114.9652 98.9798 95.39379 112.4744 90.97252 116.297 124.3262 68.24222 122.1188 119.4738 105.9721 126.801 127.8798 129.5695 114.8705 79.32213 133.6516 83.52844 135.7635 121.3796 138.0036 98.11218 145.7155 113.2254 122.7884 146.8639 139.3879 133.66 120.102 142.8986 101.3903 122.4132 133.8693 136.3204 120.1083 144.2498 135.3699 122.6418 138.946 134.4656 138.5388 138.058 141.4956 144.6271 158.619 159.6653 173.9483 164.9087 164.3358 168.2657 170.5888 172.3514 166.8173 173.9253 177.0452 173.6232 181.4001 176.7088 173.6433 177.7892 182.3355 181.9588 177.1793 188.5385 187.4493 189.7367 186.9358 185.6071 188.9047 188.8399 190.9057 192.6058 208.2907 208.4622 223.4323 222.751 219.1278 219.8636 204.9244 225.7432 225.6302 212.1224 227.3785 238.0462 265.1221 237.663 239.4264 289.2251 235.6968 240.2353 213.2346 241.0747 216.5918 243.7724 243.7417 277.9933 233.8268 245.0735 225.3375 236.2393 227.8794 256.8132 249.6709 236.0085 238.2541 239.1599 258.7856 267.748 272.1176 294.6842 255.7699 278.5121 277.0776 277.8489 280.3444 283.4943 283.2331 306.0445 284.9351 290.7165 291.3589 320.0664 291.9391 292.8566 290.5805 291.0962 293.7951 294.7234 302.1626 294.0038 297.3247 299.4879 300.5628 300.4563
182.9474 28.16026 9.219544 34.36568 16.49242 39.11521 23.08679 36.50342 52.00961 0 21 27 10.04988 8.13941 10.04988 2.236068 11.06797 36.22154 36.49658 53.33854 24.69818 19.72308 22.36068 38.26389 50.21952 53.15073 19.10497 18.60108 39.19503 24.08319 42.54409 37.20215 35.60899 40 24.73863 40.45986 26.1725 170.5004 44.20407 38.66846 43.13931 57.68882 43.41659 36.05551 49.49747 37.33631 46.8615 45.22168 43.56604 47.80167 43.51965 60.30755 59.46427 47.16991 57.29311 50.21952 52.90085 60.81118 45.51799 43.41659 44.72136 59.42432 63.70243 70.76722 58.82176 57.85689 69.30007 54.56189 73.5527 80.65978 56.51548 79.19596 77.10383 69.24849 83.46556 85.94911 88.12066 78.97803 65.49046 93.34538 70.45566 96.93255 87.23531 100.2098 84.05355 109.5536 92.07063 96.84007 111.5168 106.4707 103.4698 97.47051 110.0591 124.4709 100.02 105.6882 107.8019 100.8415 112.6987 107.5639 103.8171 111.072 108.8118 111.9464 112.272 115.1086 118.9033 128.8604 131.3088 213.3284 202.2817 201.0752 140.1702 141.9116 143.1782 140.2177 149.5761 151.8223 149.9133 154.8709 152.1085 150.9603 153.688 156.7777 157.4865 155.1532 162.1741 161.868 164.8059 163.1748 162.9264 165.7227 166.4227 168.2914 170.2058 240.4329 239.8135 256.6885 255.2744 250.4596 250.05 194.3116 254.796 254.2833 202.1409 255.8281 267.479 299.7191 265.0328 267.5257 321.014 261.8129 267.8544 220.8801 268.2126 225.4972 271.0166 270.6012 312.2327 221.1788 271.6027 220.1454 224.8911 237.1919 281.8226 236.5737 240.2603 240.5203 243.1605 280.0803 291.7807 296.4878 324.7093 253.1408 302.3442 299.9817 301.0399 304.0263 307.0928 306.3397 335.2331 308.2483 313.2875 313.3385 349.6176 278.8471 314.56 307.044 307.8701 309.8525 311.3458 288.6092 308.9243 311.2379 313.4645 315.3173 313.5554
