0 18.77602 108.7939 8.889977 5.767416 12.4853 1.029499 7.48103 5.456201 19.32122 131.4098 21.25384 63.96325 64.84712 63.24025 64.46578 68.24022 67.27676 71.83984 89.64184 90.50049 88.6549 75.59421 94.7927 83.24015 92.80722 82.27003 79.06999 91.2431 90.62512 98.67335 102.3987 61.96693 91.86505 83.20828 102.4432 93.18634 105.3412 101.4793 90.92114 87.10856 93.56729 142.9266 132.2117 131.1638 174.9722 164.5603 184.1917 167.2583 178.1086 179.0276 181.8064 174.5993 171.2876 179.7442 178.0737 191.7899 174.1454 177.3328 200.5708 189.2558 202.3764 188.5446 216.3807 197.3534 199.9801 200.5349 258.2573 218.5936 232.107 235.2691 245.7013 232.7231 258.1628 248.2623 247.8983 250.5617 250.3307 252.7727 268.4905 254.6078 258.722 259.5652
18.77602 0 93.99247 14.31782 22.36068 29.15476 17.80449 25.30316 23.32381 38.01316 142.3329 40 82.66196 83.60024 82.0061 83.24062 87.00575 86.05231 90.60353 108.2266 109.1444 107.3359 94.36631 113.4416 102.0049 111.5034 101.0445 97.8366 110 109.3998 117.4138 121.1301 71.11259 110.6345 101.8332 121.2106 111.9464 124.1068 120.2539 109.6221 105.7272 112.1636 139.3449 130.1047 129.5116 175.5733 168.2615 184.7404 170.9064 180.4169 181.648 184.3583 179.4834 188.279 184.549 194.8703 196.4688 186.3867 189.0952 217.6232 204.9195 219.1803 200.01 233.3819 210.3735 213.565 213.5942 260.1372 233.3201 239.6351 242.7859 253.117 244.8251 274.8843 256.7705 256.6281 259.549 259.0931 261.0306 285.2389 263.7518 268.1641 269.2332
108.7939 93.99247 0 107.928 114.1114 121.1584 108.1863 116.2747 114.2426 126.2874 166.8947 127.5826 167.6648 167.5069 165.5864 166.159 170.2768 168.6608 173.7317 193.4676 193.695 191.45 175.6034 197.773 184.4457 195.2116 182.8729 178.4886 192.3593 190.7484 199.955 203.7534 112.4342 190.6529 178.9676 202.5851 191.3805 205.4515 201.0647 187.5051 182.4451 188.0349 92.75788 94.12793 96.0554 141.5787 151.2059 148.9001 153.0665 154.1018 156.6884 158.5986 166.3226 243.0454 170.1393 247.6451 179.5967 211.0031 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 232.6007 235.4021 244.2933 262.9623 322.7339 253.5503 254.6325 258.7412 257.0825 256.1109 332.9039 263.4915 269.2417 271.5005
8.889977 14.31782 107.928 0 9.219544 15.26434 8 12.41974 10.81665 25.4951 140.1621 27.65863 69.6563 70.83784 69.35416 70.72482 74.33034 73.5527 77.89737 94.86833 95.90881 94.20191 82.02439 100.2098 89.27486 98.40732 88.45903 85.56284 97.18539 96.79779 104.4844 108.1504 70.34202 98.29039 90.27181 108.4666 99.70456 111.3396 107.629 97.74457 94.1767 100.6707 147.8986 137.7155 136.8293 181.4745 171.9554 190.6882 174.6425 185.1331 186.1424 188.9047 182.306 179.6274 187.4365 186.4826 199.4618 183.0109 186.172 208.8721 197.952 210.7724 197.3651 224.6969 206.2426 208.866 209.4245 265.2191 227.4121 240.4163 243.5775 253.995 241.5883 266.5708 256.7452 256.4157 259.1184 258.8537 261.2164 276.8867 263.1881 267.3443 268.2173
5.767416 22.36068 114.1114 9.219544 0 7.071068 6.082763 3.201562 2 16.27882 134.0267 18.43909 60.60528 61.7171 60.20797 61.55485 65.19202 64.38167 68.76772 85.98256 86.96264 85.2115 72.83543 91.26336 80.1561 89.40358 79.30952 76.36753 88.09086 87.65451 95.42536 99.10853 65.55151 89.10668 81.05554 99.35794 90.50967 102.2375 98.49365 88.52683 84.96028 91.4555 148.4486 137.6005 136.5037 179.9611 169.0189 189.1798 171.7236 182.8121 183.6736 186.4618 178.7968 170.8479 183.952 177.7688 196.0102 176.1817 179.5467 200.0522 189.6629 202.0396 190.8507 215.8868 199.0402 201.42 202.2012 262.9741 219.4727 235.595 238.7572 249.2077 234.7386 257.8413 251.4623 251.0339 253.6185 253.4546 256.041 268.1441 257.6141 261.6333 262.4052
12.4853 29.15476 121.1584 15.26434 7.071068 0 13 5.220153 7.071068 11.7047 134.3367 13.92839 54.56189 55.86591 54.45181 55.9017 59.39697 58.72819 62.93648 79.6304 80.70006 79.02531 67.26812 85 74.27651 83.24062 73.53911 70.83784 82.13404 81.85238 89.37561 93.01882 67.53518 83.48653 76.02631 93.43447 84.95881 96.29382 92.65528 83.24062 79.92027 86.42846 153.6522 142.4707 141.2595 183.9348 172.0352 193.145 174.7484 186.2451 187.0027 189.8052 181.3662 167.3708 186.5329 174.43 198.6001 175.6417 179.2345 196.4586 187.1096 198.6404 190.6463 212.3063 198.0227 200.09 201.1543 266.3827 217.4425 237.0084 240.1687 250.6396 234.1091 254.4186 252.4418 251.9206 254.3908 254.3231 257.1167 264.689 258.3118 262.1946 262.8659
1.029499 17.80449 108.1863 8 6.082763 13 0 8.13941 6.082763 20.24846 132.2127 22.2036 64.89992 65.80274 64.2028 65.43699 69.2026 68.24954 72.8011 90.55385 91.42483 89.58795 76.57676 95.71834 84.20214 93.74433 83.24062 80.05623 92.20087 91.59592 99.62429 103.3465 62.64184 92.84934 84.21995 103.407 94.17537 106.3038 102.45 91.92388 88.12066 94.581 143.0035 132.364 131.3402 175.2855 165.0298 184.5047 167.726 178.5112 179.4464 182.2224 175.1305 172.3079 180.2727 179.0904 192.3148 175.0114 178.1797 201.5926 190.2446 203.3937 189.3806 217.4018 198.2524 200.9005 201.4357 258.6526 219.5547 232.7746 235.9364 246.3651 233.5889 259.1792 248.9763 248.6222 251.2974 251.0563 253.4758 269.5074 255.3507 259.4783 260.3315
7.48103 25.30316 116.2747 12.41974 3.201562 5.220153 8.13941 0 2.061553 13.08625 131.8972 15.23975 57.5 58.57687 57.0548 58.38878 62.04232 61.21479 65.62202 82.94727 83.90024 82.12947 69.65809 88.20006 77.01461 86.31483 76.15281 73.18641 84.96028 84.50037 92.31062 96.0013 64.01758 85.93166 77.85403 96.2198 87.3284 99.10222 95.3428 85.33024 81.75879 88.25394 148.6649 137.5965 136.4276 179.4359 168.0018 188.6511 170.711 182.0027 182.8121 185.6078 177.5726 167.7774 182.7339 174.7199 194.798 173.7879 177.2237 196.9669 186.7572 198.983 188.5636 212.8043 196.5102 198.8046 199.6633 262.1603 216.6841 233.8894 237.0512 247.5107 232.3253 254.7839 249.5919 249.129 251.672 251.5432 254.2071 265.0821 255.6409 259.6117 260.3483
5.456201 23.32381 114.2426 10.81665 2 7.071068 6.082763 2.061553 0 14.86607 132.0524 16.97056 59.40539 60.44005 58.89822 60.20797 63.89053 63.03174 67.47592 84.90583 85.83997 84.05355 71.44928 90.13878 78.87332 88.23265 77.98718 74.96666 86.83317 86.33836 94.20191 97.90046 63.69458 87.72685 79.51101 98.0816 89.10668 100.9678 97.18539 87.04596 83.41613 89.90468 147.299 136.3399 135.2082 178.4657 167.3318 187.6832 170.0382 181.2022 182.044 184.8351 177.0398 169 182.1972 175.9038 194.2576 174.1838 177.5528 198.2167 187.7232 200.1799 188.8597 214.0487 197.0406 199.4242 200.2018 261.3644 217.5 233.7028 236.8649 247.3178 232.74 255.9817 249.5337 249.0984 251.6751 251.5179 254.1201 266.2879 255.6658 259.6767 260.4429
19.32122 38.01316 126.2874 25.4951 16.27882 11.7047 20.24846 13.08625 14.86607 0 124.5807 2.236068 44.65423 45.60702 44.04543 45.34314 49.0408 48.16638 52.63079 70.3278 71.17935 69.33974 56.58622 75.47185 64.03124 73.4983 63.12686 60.10824 72.00694 71.47946 79.40403 83.11739 60.21628 72.86288 64.81512 83.24062 74.24958 86.13071 82.32861 72.24957 68.71863 75.21907 151.3275 139.4354 137.9828 178.9665 165.5013 188.1382 168.2201 180.3365 180.9226 183.7417 174.1496 155.6663 179.3211 162.7271 191.3766 165.0969 168.8609 184.7584 175.5249 186.9358 180.3469 200.6058 187.131 189.0106 190.2421 260.299 206.0225 228.2323 231.3871 241.871 223.4555 242.714 243.1796 242.5634 244.9164 244.9454 247.9516 252.9847 248.7609 252.5094 253.086
