47.47648 120.9611
32 144
34 130
39.5122 229.9268
39.5 107.8333
39.5 116.5
44 125
48 110
48 114
179.8855 137.6794
69 70
82 65
83 68
94 53
95 55
101.1667 49.16667
100 58
104 60
108 51.5
107 140
120 52
121 54
132 237
133.3333 222.3333
135 219.5
165 222
204 51
211.9 52.13333
222 124
225 130
229.75 36.9
230 70
234 42
236 134
244.5714 31.28571
245 112
247 103
248.1429 111.1429
248 213
262.5 80
261 135
265 134
265 136
271 196
279.7955 199.5114
275.25 128
275 192
276 66
279.5 59
280.5 67.5
282.5 57.5
285.8846 21.46154
288 134
290 132
292 127
293.5 74.5
293 129
295 16.5
295 72
297 172
298 128
299 122
299.5 174
304 68
304 71
304 106
