0 5.863813 11.95342 6.406511 15.30739 19.64159 16.40046 96.8597 62.27707 67.45723 65.64483 72.06426 66.80384 63.27823 70.95358 76.32391 79.1493 160.4504 102.9678 88.57597 109.255 113.7392 121.254 122.6147 135.8691 144.8924 135.9521 138.8493 141.0137 152.3216 158.3043 144.0138 158.5812 143.8015 135.5421 143.6683 171.3955 167.5621 160.3609 181.3988 179.6163 169.9044 175.646 188.2231 191.3865 195.2111 185.8583 194.326 201.4918 218.5138 204.5882 191.998 195.4411 196.4641 203.7415 203.5147 197.8107 210.5072 202.1457 206.9749 244.7372 244.3455 254.3834 203.7716 237.4975 239.1017 206.5242 257.4791 233.0289 244.2452 243.3225 221.3265 247.3332 246.6755 234.8136 217.4588 248.8372 227.6566 230.7355 230.8714 275.4974 250.1579 251.8404 258.7873 249.8626 256.2541 251.9885 257.0496 254.4805 263.8289 263.3156 263.824 262.8444 268.1176 290.5924 269.4947 267.9791 267.5584 269.8349 266.8112 280.4112 270.3756 274.6247 275.1471 270.7596 272.2104 273.9157 278.3482 275.6394 278.9949 275.1368 300.9247 277.5962 281.4817 283.7303 282.7816 284.5429 295.5887 287.5757
5.863813 0 7.516648 5.59017 10.68878 14.49407 10.97725 92.8184 61.46495 66.1801 63.94889 70.7582 64.80955 61.00205 68.88222 74.98333 77.81067 155.5073 100.8081 83.51347 106.8297 111.5011 119.1071 120.37 134.1 143.5496 133.4458 136.8968 138.8635 146.5418 156.992 138.1716 152.762 141.7339 132.5696 137.816 165.5527 161.7112 154.5202 175.5539 173.7532 164.0503 169.7837 182.3734 185.533 189.3559 179.9951 188.465 195.6357 212.6556 198.7272 186.3451 189.7383 190.7367 200.5904 197.7905 192.17 207.2529 196.5006 201.279 238.8863 238.5005 248.5257 199.0289 231.6382 233.2401 201.6792 251.6272 229.9166 238.3831 237.4645 217.5649 241.4715 240.8163 231.5653 212.5476 245.6979 223.0796 226.3018 226.3025 269.6402 246.0554 247.6215 254.7896 244.8175 252.0288 247.002 252.0187 249.5005 259.6753 259.1235 259.4615 258.3844 263.902 287.3042 265.306 263.5279 262.1955 265.4885 262.1474 276.7174 265.0255 270.3463 270.7693 266.0846 266.8717 268.5973 273.7245 270.3415 274.5337 270.4376 297.6512 272.8883 276.8042 279.2369 278.1771 279.904 291.7062 283.0623
11.95342 7.516648 0 13.00961 3.354102 7.871031 5.385165 85.34835 67.28625 71.58309 68.97797 76.10884 69.53257 65.45418 73.49536 80.28076 83.09633 155.2916 105.1731 83.21658 110.8713 115.7454 123.4342 124.5838 138.8022 148.6607 137.3231 141.3997 143.1452 141.2268 162.1142 133.3437 147.7024 146.1027 135.8564 133.1287 160.7128 156.9841 150.7912 170.7338 169.3303 160.1031 165.605 177.6154 180.8342 184.6874 175.7591 183.9383 190.9812 208.0391 194.1958 183.8478 186.9923 187.8563 203.5313 194.9225 189.7236 210.0413 194.0309 198.5604 234.1255 233.6579 243.8861 199.2185 227.5352 229.0621 201.6358 246.879 232.886 234.1816 233.3928 219.5723 237.2867 236.7129 234.3416 212.3394 248.6184 223.6001 227.1079 226.837 265.5774 247.4636 248.8188 256.3748 244.2563 253.2114 246.5857 251.4886 249.0984 260.9832 260.3622 260.382 259.1158 265.0948 289.9886 266.5469 264.2734 260.7317 266.436 262.4581 278.792 263.6001 271.4194 271.6536 266.3691 265.4807 267.2677 274.1136 269.0725 275.253 270.6677 300.3519 273.098 277.0774 279.8897 278.6037 280.2575 293.4655 283.6728
6.406511 5.59017 13.00961 0 16.03122 19.37339 15.66046 98.0825 56.55519 61.51874 59.53831 66.11711 60.60001 56.99561 64.72999 70.36512 73.19324 154.5295 96.73296 82.79644 102.9555 107.486 115.0272 116.3616 129.7654 138.9577 129.6395 132.6844 134.7895 149.5736 152.3852 140.8018 155.5691 137.6018 129.1562 140.33 168.1615 164.2293 156.2314 178.137 176.0068 165.9254 171.8408 184.8985 188.006 191.8004 182.0893 190.7919 198.0639 215.0407 201.0504 187.0488 190.6322 191.7348 197.343 198.7725 192.8285 204.1034 197.1731 202.141 241.3788 241.0628 250.9114 197.705 233.5862 235.2489 200.5224 254.1033 226.6336 240.4085 239.3835 214.9401 243.4815 242.7597 228.4103 211.5024 242.4402 221.4977 224.5134 224.7084 271.5368 243.8299 245.5432 252.4362 244.0095 249.9585 246.0859 251.1834 248.5724 257.5131 257.0102 257.5727 256.6306 261.8186 284.1879 263.1881 261.7614 262.052 263.5776 260.6933 274.0169 264.8514 268.3444 268.9007 264.6474 266.6707 268.3491 272.2084 270.0468 272.7807 269.0376 294.5208 271.5018 275.3702 277.5293 276.632 278.4107 289.2166 281.3832
15.30739 10.68878 3.354102 16.03122 0 4.751644 3.640055 82.13095 69.02818 73.08139 70.28236 77.56807 70.67551 66.4718 74.57038 81.7022 84.50592 154.0115 106.059 81.99543 111.5844 116.5558 124.2789 125.3689 139.8305 149.9041 137.9253 142.3205 143.9493 138.153 163.3562 130.4063 144.6955 146.9498 136.1672 130.2325 157.7643 154.069 148.1899 167.7888 166.5025 157.427 162.8535 174.6868 177.922 181.7834 172.987 181.0761 188.0801 205.1463 191.3302 181.6625 184.7163 185.5323 203.6326 192.6007 187.5548 210.0669 191.8522 196.2906 231.1879 230.6973 240.982 198.0839 224.7944 226.2978 200.4027 243.9436 232.9903 231.4093 230.6609 219.2288 234.5192 233.9706 234.3528 211.0338 248.6945 222.5966 226.2261 225.8384 262.8441 246.84 248.1013 255.828 242.7965 252.4861 245.1841 250.0395 247.7019 260.3114 259.6599 259.54 258.1923 264.371 289.9417 265.8439 263.3547 258.9117 265.6043 261.3542 278.4623 261.7943 270.6413 270.7932 265.2532 263.6878 265.4981 273.0401 267.3261 274.3204 269.5278 300.3107 271.949 275.9542 278.9274 277.545 279.1675 292.9885 282.6915
19.64159 14.49407 7.871031 19.37339 4.751644 0 3.768703 78.83133 69.55532 73.2061 70.11785 77.61717 70.26602 65.8935 74.046 81.68049 84.45829 150.4062 105.1835 78.50926 110.4536 115.5561 123.3185 124.3221 139.1198 149.5057 136.6082 141.4508 142.9105 133.4146 162.9454 125.6556 139.9455 145.9699 134.4554 125.4859 153.013 149.32 143.5364 163.0376 161.7678 152.7406 158.1398 169.9365 173.1732 177.0354 168.2668 176.3342 183.3324 200.3995 186.5877 177.2553 180.2464 181.0309 201.6047 188.1001 183.1588 207.9395 187.4485 191.8237 226.437 225.9457 236.2338 194.6136 220.0828 221.5789 196.8304 239.1928 230.956 226.688 225.9523 216.6413 229.7993 229.2585 232.1992 207.386 246.6194 219.2583 223.0184 222.5046 258.1345 243.9166 245.071 252.9911 238.9927 249.4463 241.436 246.245 243.9584 257.3302 256.6444 256.3692 254.9327 261.3304 287.7017 262.8266 260.0995 254.7817 262.4436 257.9027 275.8772 257.6761 267.5391 267.6001 261.7887 259.5803 261.4105 269.6186 263.2583 271.0484 266.038 298.0758 268.4494 272.4807 275.6228 274.1386 275.728 290.2261 279.3662
16.40046 10.97725 5.385165 15.66046 3.640055 3.768703 0 82.5985 66.41717 70.2624 67.32429 74.71427 67.60999 63.33443 71.45918 78.81624 81.60882 150.4429 102.8233 78.40918 108.2622 113.2784 121.0165 122.0769 136.6622 146.8639 134.5487 139.0931 140.6626 136.1249 160.3122 128.105 142.5236 143.6837 132.6837 127.8603 155.4804 151.7267 145.4132 165.4979 164.0199 154.7385 160.2623 172.3665 175.5733 179.4209 170.4237 178.6458 185.7124 202.7642 188.9047 178.5077 181.6305 182.4856 200.085 189.5522 184.3883 206.5014 188.6929 193.2 228.8811 228.4316 238.6174 194.4865 222.1874 223.7225 196.8248 241.6325 229.4423 228.8449 228.0422 215.6038 231.9483 231.3655 230.7834 207.4729 245.1393 218.9795 222.596 222.2207 260.2267 243.2 244.4623 252.1894 239.2794 248.8473 241.6495 246.5192 244.1659 256.6715 256.0205 255.9071 254.5663 260.7321 286.3594 262.2046 259.7283 255.5386 261.9707 257.7523 274.8381 258.4144 267.0046 267.1617 261.6534 260.3017 262.1011 269.4334 263.9185 270.6955 265.9323 296.7293 268.3552 272.3558 275.3057 273.9361 275.5635 289.3527 279.0721
96.8597 92.8184 85.34835 98.0825 82.13095 78.83133 82.5985 0 141.7648 143.1572 138.7186 146.8243 137.4034 132.4723 140.0708 150.18 152.603 167.9516 165.7259 112.4342 168.2916 174.1877 181.748 181.8714 198.8823 211.532 190.5913 199.6109 199.343 92.75788 224.3348 94.12793 101.9534 202.8121 184.2307 96.0554 116.0674 114.5602 123.277 124.9722 129.3701 128.0445 129.5473 131.8878 135.5672 139.4171 137.5119 140.7187 145.2489 161.2877 149.8384 166.8554 166.5867 165.6904 243.0454 172.1122 172.649 247.6451 176.1896 177.2023 183.6245 182.0923 194.43 211.0031 186.1171 186.5616 210.6919 195.8372 271.0162 191.0319 191.9792 248.7211 194.1553 194.671 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 222.4266 268.7036 267.7442 279.0066 244.257 271.7344 248.0572 251.3731 250.5678 280.4305 279.1019 275.7031 272.4617 283.1 322.7339 284.9952 277.4951 249.3881 281.7319 271.0315 305.5514 252.5336 287.8209 286.0024 274.4418 254.7037 257.0985 282.9318 259.5021 287.6309 277.9126 332.9039 279.9918 284.47 291.3161 287.6109 288.3793 316.2676 294.4573
62.27707 61.46495 67.28625 56.55519 69.02818 69.55532 66.41717 141.7648 0 7.167907 10.2 11.11735 13.82574 16.05895 16.65372 15.15388 17.8 126.8504 44.26602 68.08847 51.79617 54.96217 61.76925 63.56323 74.7302 82.84588 77.8876 78.25341 81.13051 163.4284 96.2 150.9874 166.5909 83.55501 80.48399 149.3254 176.2666 171.5886 155.5913 185.4179 179.847 166.3467 173.823 191.2091 193.5997 196.9082 183.9002 194.6717 202.7155 218.5444 204.4335 174.1432 179.4836 181.5991 148.1703 188.1412 179.1787 155.53 183.4629 190.1344 245.1962 245.662 253.2813 164.5923 231.722 233.9834 168.8551 257.3847 176.8473 239.162 237.027 170.1559 241.9769 240.5611 179.4821 180.4955 192.6717 185.3344 186.4678 188.356 268.0676 201.7382 204.6266 209.1894 214.2834 209.0345 215.3145 221.0368 217.6342 215.7227 215.6236 218.0286 218.2385 220.6048 235.0388 221.6747 223.1762 238.1479 223.7547 224.8063 227.8667 240.591 227.7012 229.3492 228.8369 242.1129 243.3061 235.5871 244.5262 234.1367 233.4747 245.2119 236.0151 239.406 239.1968 239.692 241.8873 244.4893 243.2355
67.45723 66.1801 71.58309 61.51874 73.08139 73.2061 70.2624 143.1572 7.167907 0 5.262973 4.609772 8.506533 12.43874 10.14709 8.877249 11.69639 120.2647 37.41753 63.57257 44.8215 48.18858 55.16767 56.87828 68.69341 77.44335 71.08875 72.00945 74.68444 160.5671 90.86697 147.8078 163.3765 77.21273 73.41393 146.0253 172.6563 167.927 151.1902 181.6612 175.7532 161.9799 169.5705 187.3153 189.6166 192.857 179.5719 190.5023 198.5887 214.2323 200.1669 168.474 173.9426 176.1377 141.2296 182.61 173.4264 148.5531 177.6893 184.4782 240.8258 241.37 248.7424 157.6181 226.8349 229.1463 161.9366 252.9257 169.9809 234.3113 232.0776 163.0239 237.0938 235.6165 172.548 173.59 185.8144 178.2381 179.3297 181.253 262.9381 194.5736 197.4587 202.0383 207.395 201.8666 208.3798 214.1233 210.6905 208.5575 208.4566 210.8652 211.0864 213.4375 228.1514 214.5085 216.0209 231.5314 216.5891 217.6975 220.8004 233.9511 220.5333 222.1847 221.7284 235.4545 236.6195 228.4592 237.8125 226.9791 226.3702 238.3416 228.9115 232.2904 232.0418 232.5571 234.7596 237.3783 236.082
