0 191.7274 173.0488 170.4268 185.6912 183.8994 185.2408 174.6816 181.0685 154.2861 154.5416 153.9872 170.1263 150.1143 153.9495 178.06 166.0321 179.4851 176.519 172.5514 156.3787 145.8863 169.2914 175.0881 138.7348 134.6571 161.9816 144.2611 133.5904 158.0146 154.3931 156.7529 134.5013 149.9907 146.9177 147.3593 144.5135 143.8684 127.0299 148.5819 117.9686 118.5246 109.8793 109.3564 106.6003 107.2212 122.0442 67.07674 134.8978 140.0901 127.6865 112.929 98.89017 95.62443 134.798 119.7797 117.6135 119.3173 126.3773 124.31 122.1646 123.0397 118.0408 124.0201 128.106 130.1697 119.2252 106.4969 122.6407 130.0354 93.78056 86.52844 97.52718 88.5865 110.6286 153.7689 169.3337 49.05925 51.43994 99.8436 163.4567 110.4501 101.7513 83.82444 99.51393 103.9725 96.03096 108.3994 101.8343 106.7243 112.2664 62.43222 103.0331 117.8617 114.2029 106.6319 119.4772 117.0526 122.9872 123.2187 116.0309 74.15207 121.2421 78.92624 77.40963 115.6269 117.8495 176.5196 113.4173 121.1382 123.8028 119.1894 116.0734 127.2654 163.1202 125.5794 119.4542 102.998 112.7517 118.1 121.9369 126.1782 121.8859 141.7062 163.2381 143.9128 140.6515 142.965 138.8965 140.7251 167.3886 157.5735 142.1705 178.4546 140.9798 183.5777 167.5744 135.4418 186.7069 138.5816 135.926 138.2452 140.2921 140.0145 181.6686
191.7274 0 57.50217 53.15073 6.041523 7.905694 26.16295 18.56071 23.16247 56.06157 59.77039 62.6139 22.19234 66.12866 37.90119 42.71417 188.1041 46.42467 44.30011 46.05703 40.50309 45.85303 47.88528 60.51859 52.99528 57.20164 53.57705 51.77905 58.13777 56.45463 59.62592 61.38811 59.30008 62.69547 70.15721 76.06083 80.40954 78.36613 79.51415 89.96944 83.83615 86.57078 88.6161 92.65528 93.62959 94.76286 94.88151 140.8918 114.5098 124.0101 131.8275 231.1763 219.9713 218.7059 142.3113 148.6624 149.2464 156.6988 166.2603 166.7708 168.7757 172.4079 171.4191 176.529 180.8266 182.7526 185.3131 264.5723 186.9024 194.4601 264.8745 201.575 270.6926 209.505 283.9762 316.9181 347.5013 233.1148 238.0053 281.7171 329.3649 227.4127 283.9128 228.8154 283.1051 287.6566 280.9706 231.5265 286.3294 289.9008 294.3408 249.7088 287.9488 298.8386 296.5341 291.3289 301.1885 300.5037 305.0447 242.4884 300.1008 251.4528 304.7072 251.1703 254.2625 302.7582 304.4676 349.5668 301.3412 307.3016 309.342 306.1086 304.4656 312.9449 341.1766 312.2507 308.0053 262.279 303.0388 307.6556 310.5004 314.6562 311.4294 329.646 347.6266 332.4041 329.9523 331.8588 329.0088 330.4305 352.2112 284.4023 331.6361 361.1599 331.4504 367.4963 293.9341 327.1429 371.3469 330.2764 327.3202 329.8674 331.7548 331.3737 369.1494
173.0488 57.50217 0 5.700877 55.22681 53.33854 78.1025 58.82176 72.53275 20.90933 19.0263 19.10497 56.0803 22.94559 49.67897 90.24965 132.0741 94.52116 91 90.58835 69.63476 53.8145 90.56765 105.9906 58.00862 56.85386 92.11406 72.47979 60.36969 92.71799 93.90021 97.41663 71.40028 94.44869 101.1321 108.0012 111.1727 108.5691 98.6002 123.1666 96.89685 101.548 96.38238 102.6377 101.5529 103.9832 114.8564 110.3857 141.993 153.1535 156.237 186.0027 176.7123 176.0575 168.6001 169.6143 169.4462 177.0028 187.9628 187.8004 188.9689 192.5097 190.1184 196.4917 201.4975 203.7891 202.8894 225.8008 205.2754 213.9639 230.1521 207.6174 236.326 215.0038 248.8875 276.7269 311.8828 220.0045 223.6359 250.4496 289.5656 236.188 252.6856 229.3861 252.6856 257.081 251.4359 238.9184 256.285 258.9401 262.589 235.0532 258.0891 266.3269 264.8245 261.1915 268.9554 269.2527 272.8396 251.9915 269.2285 242.1673 273.3002 244 245.2781 273.8558 275.1182 311.6667 273.13 277.5252 279.0627 276.9296 276.5666 282.6393 305.6975 282.6818 280.1451 260.5173 277.276 280.8462 282.5774 286.531 284.5018 300.6127 315.4287 303.8174 302.2747 303.6927 302.3643 303.2203 320.1851 294.4015 304.1085 327.5668 305.2833 334.5035 304.5427 305.6436 338.7462 308.8041 307.3272 308.9239 311.4872 311.4498 338.7938
170.4268 53.15073 5.700877 0 50.52227 48.56439 72.95547 53.50234 67.30899 16.72423 15.89025 16.80774 50.62114 21.0238 43.98295 84.79682 135.5095 89.06879 85.51316 85.03676 63.94138 48.21307 84.97058 100.4117 52.55949 51.59807 86.44362 66.82212 55.07268 87.02658 88.20006 91.71968 65.91282 88.7509 95.44485 102.3145 105.5005 102.8992 93.11552 117.484 91.59967 96.21071 91.30615 97.50897 96.51166 98.89894 109.4189 108.7313 136.4276 147.5686 150.7796 186.9024 177.2608 176.5028 163.1089 164.3 164.16 171.728 182.654 182.5171 183.7206 187.2712 184.9338 191.2655 196.2505 198.5309 197.7767 225.7576 200.1312 208.7839 229.5528 203.1317 235.6915 210.5683 248.3717 276.9699 311.5234 217.0035 220.7589 249.4444 289.7659 231.5926 251.6794 225.3098 251.58 256.0022 250.2209 234.411 255.1402 257.9118 261.6649 232.2294 256.9251 265.5042 263.8987 260.0663 268.1017 268.2769 271.9883 247.3778 268.2061 238.8818 272.35 240.5421 241.9734 272.6032 273.9206 311.6188 271.795 276.3824 277.9829 275.7145 275.2005 281.5679 305.3127 281.5218 278.7799 256.6676 275.6674 279.3613 281.2232 285.2061 283.0358 299.4136 314.6319 302.5698 300.9194 302.3958 300.891 301.8125 319.3722 289.8115 302.7383 326.9595 303.7599 333.8269 299.9271 303.6157 338.0244 306.7776 305.1467 306.8428 309.34 309.2677 337.7962
185.6912 6.041523 55.22681 50.52227 0 2.236068 24.69818 13.0384 20.51828 51.87678 55.7853 58.69412 16.27882 62.02016 31.90611 40.31129 184.6358 44.26342 41.72529 43.02615 35.0571 39.82462 44.52527 58 46.95743 51.19272 49.64877 46.06593 52.10086 52.26495 55.24717 57.27128 53.36666 58.08519 65.59291 71.68856 75.96728 73.83935 74.10803 85.90693 78.16009 81.00617 82.77719 86.91663 87.82369 89.00843 89.6772 135.1481 110.0545 119.7748 127.2006 226.0465 214.7104 213.404 137.8985 143.8367 144.3676 151.8552 161.5549 162.0154 163.9642 167.6007 166.5083 171.7236 176.0859 178.0449 180.3629 258.9903 182.011 189.6678 259.1139 196.023 264.9151 203.9419 278.2175 311.3763 341.7333 227.0947 231.9763 275.8351 323.7951 222.0276 278.0288 223.0874 277.2003 281.7538 275.0455 226.0796 280.414 284.007 288.4666 243.6801 282.0284 292.9846 290.6579 285.4137 295.3252 294.6133 299.1791 237.1611 294.2006 245.4893 298.8193 245.2468 248.3055 296.8114 298.5297 343.8936 295.3811 301.3723 303.4238 300.1666 298.4988 307.0261 335.4057 306.3152 302.0368 256.5039 297.0387 301.6697 304.5324 308.6908 305.4443 323.6943 341.7459 326.443 323.9753 325.8899 323.0157 324.4458 346.3244 279.149 325.6563 355.3168 325.4503 361.6328 288.7235 321.1043 365.4709 324.2376 321.2787 323.8271 325.7134 325.3321 363.2165
183.8994 7.905694 53.33854 48.56439 2.236068 0 25.94224 12.36932 21.40093 49.67293 53.60037 56.51548 15.0333 59.82057 30.01666 41.10961 182.4956 45.13591 42.44997 43.55743 34.23449 38.01316 44.90546 58.69412 45.18849 49.32573 49.73932 44.96049 50.32395 52.21231 55.08403 57.24509 51.97115 57.78312 65.30461 71.5 75.73437 73.5612 73.24616 85.86617 77.05842 80.00625 81.49578 85.74672 86.57944 87.82084 88.95504 133.0564 109.7862 119.6202 126.8267 223.8258 212.5031 211.2019 137.6408 143.3388 143.8367 151.344 161.1242 161.5549 163.4694 167.1077 165.9518 171.2308 175.631 177.6091 179.7789 256.8443 181.4635 189.1795 257.0311 195.0026 262.8403 202.9112 276.134 309.2201 339.6543 225.4884 230.3389 273.8211 321.6462 221.1384 276.0163 221.9031 275.2036 279.7555 273.0659 225.1422 278.4259 282.0018 286.4472 242.0434 280.0446 290.9519 288.6399 283.4255 293.2985 292.6055 297.1539 236.3136 292.2003 244.0082 296.8097 243.8299 246.8355 294.8525 296.562 341.7764 293.4365 299.3965 301.4382 298.203 296.5621 305.041 333.328 304.3452 300.1021 255.269 295.1491 299.758 302.5971 306.7523 303.5313 321.7406 339.7311 324.4996 322.0512 323.9556 321.1146 322.5323 344.3141 278.3515 323.736 353.2775 323.5607 359.6064 287.9553 319.3259 363.4529 322.4609 319.5387 322.0637 323.968 323.5954 361.244
185.2408 26.16295 78.1025 72.95547 24.69818 25.94224 0 20 6.082763 70.63427 75.00667 78.00641 24.18677 80.62568 40.49691 17 203.7695 20.40221 18.78829 21.36001 29.06888 45.65085 23.92697 34.66987 51.0392 56.44196 31.06445 41.01305 55.70009 34.7509 38.51298 39.11521 51.08816 42.46436 49.3186 54.18718 58.68584 57.0548 63.32456 66.70832 70.00714 71.47027 76.69787 79.19912 81.02469 81.42788 76.65507 142.0035 92.22798 100.896 110.0273 237.5311 225.3306 223.7236 119.6411 127.5657 128.39 135.6245 144.5337 145.2481 147.483 151.0761 150.5623 155.1677 159.1705 160.9534 164.5685 266.6271 165.8734 172.9602 264.6998 184.5671 270.248 192.5474 283.7481 319.2181 346.9348 223.1815 228.5279 279.5085 331.325 208.9846 281.6558 213.3776 280.4461 285.0201 277.8921 213.5275 283.4396 287.4335 292.2277 240.1541 284.9456 297.069 294.3739 288.425 299.2474 298.0621 303.0469 223.6125 297.4693 239.5851 302.2995 238.4366 242.227 299.1003 301.0149 350.2629 297.355 304.0333 306.307 302.5525 300.29 309.8855 340.585 308.8252 303.7717 247.2473 297.8355 302.9096 306.2711 310.4835 306.7006 325.7791 345.2235 328.288 325.4074 327.5382 323.9657 325.651 349.6809 264.9425 327.0015 359.3884 326.1521 365.3578 274.2011 319.678 368.9729 322.7693 319.1645 322.1211 323.6823 323.1486 365.6245
174.6816 18.56071 58.82176 53.50234 13.0384 12.36932 20 0 14.03567 50.6478 55.00909 58.00862 5 60.66712 22.80351 31.76476 183.8612 36.00347 32.75668 33.10967 22.02272 29.73214 33.94849 48.60041 36.40055 41.21926 38.01316 33.23508 41.50301 40.21971 42.93309 45.27693 41.10961 45.49603 53.02142 59.29798 63.48775 61.28009 61.07373 73.82412 65.27634 68.02941 70.16098 74.1114 75.13322 76.22664 76.65507 126.6689 97.49872 107.4244 114.4814 220.0477 208.232 206.7662 125.3555 130.9695 131.4686 138.9748 148.7616 149.1878 151.1001 154.7385 153.5871 158.8616 163.2644 165.2453 167.42 251.0976 169.0976 176.8103 250.3318 183.0437 256.0352 190.969 269.4309 303.6206 332.8586 215.244 220.2385 266.3175 315.9054 208.9942 268.4958 210.2617 267.5257 272.0908 265.2244 213.0587 270.6622 274.4048 278.9928 231.9353 272.2389 283.6371 281.169 275.661 285.9178 285.0281 289.7541 224.123 284.5488 233.2402 289.249 232.8347 236.0258 286.8118 288.6001 335.5058 285.2718 291.5069 293.6392 290.2034 288.3298 297.2356 326.5182 296.4001 291.8514 243.7442 286.5414 291.3193 294.3501 298.5297 295.1021 313.6431 332.2036 316.3116 313.7037 315.6917 312.5856 314.0996 336.7401 266.1129 315.3569 346.0058 314.9421 352.194 275.6923 309.9581 355.9508 313.0815 309.9452 312.6052 314.4046 313.9825 353.3005
181.0685 23.16247 72.53275 67.30899 20.51828 21.40093 6.082763 14.03567 0 64.61114 69 72 18.11077 74.58217 34.53983 19.79899 197.704 23.75395 21.26029 22.89651 24.69818 39.96248 24.82942 37.53665 45.60702 50.93814 31.04835 36.87744 50.38353 34.32383 37.83186 39.05125 46.61545 41.41927 48.62486 54.03008 58.481 56.64142 61 67.35726 67.05222 68.88396 73.308 76.21352 77.83315 78.42512 75.10659 136.6528 92.41753 101.5332 110.0227 231.7671 219.6411 218.0625 120.0708 127.2792 128.0039 135.3403 144.5441 145.1689 147.3067 150.9205 150.2065 155.029 159.1642 161.0124 164.1821 261.2834 165.605 172.8975 259.6247 182.8879 265.2112 190.8615 278.6898 313.868 341.9464 219.7294 224.9844 274.7217 326.0173 207.7866 276.8772 211.2652 275.7263 280.2994 273.2343 212.191 278.7562 282.6889 287.4335 236.6369 280.2802 292.2277 289.5876 283.7464 294.4317 293.3189 298.2411 222.578 292.7542 236.5798 297.5534 235.6374 239.2632 294.5437 296.4271 345.1122 292.8498 299.4182 301.6571 297.9815 295.8168 305.2409 335.5979 304.2367 299.3096 245.0495 293.5319 298.5315 301.8095 306.0147 302.3214 321.2678 340.4941 323.8179 321.0062 323.101 319.6473 321.2889 344.9721 264.1368 322.6159 354.5716 321.8782 360.5962 273.4982 315.7927 364.2472 318.8934 315.4124 318.2907 319.916 319.412 361.0737
154.2861 56.06157 20.90933 16.72423 51.87678 49.67293 70.63427 50.6478 64.61114 0 4.560702 7.496666 46.60687 10.16366 34.66987 79.63542 133.3285 83.82869 79.98125 78.75563 55.26844 36.44722 78.06215 93.52219 39.19439 37.12898 78.10378 55.45963 40.75414 77.96939 78.49745 82.2873 52.61179 78.32936 84.44062 91.23185 93.99341 91.36 79.56381 106.1659 77.02597 81.8022 75.95039 82.29763 81.04937 83.55178 95.49241 93.91592 123.3402 134.6358 136.8707 176.8327 166.3964 165.4051 149.3934 149.6589 149.4055 156.9229 167.9738 167.7361 168.8083 172.3218 169.8052 176.2708 181.3258 183.6453 182.4284 213.4685 184.8718 193.6293 216.1796 186.7089 222.2449 194.1003 235.1242 265.1924 298.4977 200.5453 204.3844 235.3385 277.8806 215.2844 237.5694 208.6337 237.3082 241.7691 235.777 218.0092 240.802 243.7589 247.6808 215.8907 242.5547 251.6887 249.9096 245.7548 254.2302 254.2003 258.117 231.0907 254.0528 222.267 258.3118 223.8651 225.3502 258.081 259.4826 299.1987 257.1482 262.0283 263.7279 261.2478 260.5048 267.3234 292.2448 267.1363 264.083 239.9463 260.6239 264.4892 266.5408 270.5646 268.1885 284.954 300.8173 288.0337 286.2223 287.7851 286.022 287.0377 305.5267 273.4964 288.0181 313.4664 288.8183 320.2064 283.6414 288.0236 324.3224 291.1859 289.3814 291.1879 293.61 293.4992 323.6317
