0 35.40894 42.63518 57.11669 60.61592 38.4306 19.60893 15.99653 49.75784 118.7007 63.44395 55.76912 26.78533 50.62633 74.69054 71.92899 69.5544 39.55459 65.79387 60.06877 38.30503 54.87445 76.25585 22.49978 88.65197 62.60588 84.46574 74.40497 88.43856 74.61892 94.80713 94.49256 70.87417 74.62789 72.09531 147.717 71.4628 74.64701 71.90321 74.80888 74.27569 73.80643 104.9733 70.42073 101.7587 108.6241 80.54892 134.3545 154.2126 143.3472 142.2391 136.6193 181.0919 172.1855 196.0434 179.23 200.3507 211.3071 241.6535 205.0884 200.4426 201.5259 207.586 247.2401 206.7054 179.7446 247.3346 183.253 201.2857 191.786 203.4485 194.6252 217.1328 202.2945 204.4605 205.4361 237.2708 222.0063 245.8859 240.1947 239.9369 244.3988 243.1395 241.7827 244.4991 247.6084 259.2313 269.5052 262.5674 265.95 265.0687 259.0457 259.6565 265.9152
35.40894 0 20.12461 37.98026 43.46263 24.04163 39.35734 39.38591 37.65053 140.4518 50.60632 47.03574 53.85165 45.44846 64.5979 62.82117 61.61169 42.93276 59.66574 57.15958 44.51342 56.26919 72.34639 52.39275 86.51015 66.85058 82.807 76.03494 87.38564 78.40918 93.80432 94.48019 78.54935 85.71918 84.09518 180.6699 86.26268 88.76936 87.92042 91.08238 91.39475 91.76056 113.7142 105.5462 112.3321 117.3243 100.1699 143.6941 187.5793 177.3891 176.466 149.3394 216.4001 195.351 231.4487 202.856 235.7522 246.6779 276.4659 240.4969 235.8156 236.8507 242.9874 282.1308 242.077 211.4356 282.5928 215.3787 223.6439 218.1124 226.5855 226.9207 239.3983 232.8605 234.2584 235.9208 272.3711 249.7884 281.1059 275.1818 274.8545 279.5174 277.8011 276.6821 279.2566 282.257 281.854 291.9319 296.6277 299.4454 298.7608 290.6286 290.878 299.3096
42.63518 20.12461 0 18.06931 23.4094 8.062258 53.75872 52.50952 18.25 156.9071 30.52868 27.73736 66.76077 27.41464 44.56331 42.90105 41.86884 29.36362 40.31129 38.76453 32.00694 39.43631 53.03772 51.61395 67.23271 50.15974 63.70243 57.9682 68.30996 60.90156 74.62071 75.48846 62.39391 70.5321 69.37579 177.2648 72.67221 74.73286 74.8131 77.92946 78.63841 79.40403 96.71773 107.6151 96.0026 100.2397 88.27797 126.4002 196.6443 185.4667 184.2261 133.1212 220.9072 183.4475 234.8074 191.1548 239.2073 250.5694 282.7558 243.4785 238.0756 238.6677 245.6703 288.1906 244.2975 206.1553 287.2322 210.5825 211.0367 208.0385 214.4015 222.2521 226.6331 226.2145 226.8612 229.1728 272.8828 240.5748 282.1285 275.2635 274.7071 280.0803 276.9088 276.4706 278.6166 281.3148 269.0639 278.9897 294.328 296.13 295.7786 284.7631 284.6067 295.8315
57.11669 37.98026 18.06931 0 5.700877 18.82817 70.64347 68.96557 10.76162 173.9143 14.30035 16.19756 82.77983 19.95777 28.04857 27.01851 26.76752 29.632 26.65521 27.93607 32.95873 31.90698 38.76209 60.51859 52.6027 41.57523 49.56309 46.25 54.11331 50.08493 60.05206 61.31278 53.78197 62.93074 62.502 179.9273 67.15095 68.51642 69.8033 72.70832 73.88166 75.10326 85.57581 115.9849 85.86617 88.89601 84.15759 114.3788 209.0706 197.2665 195.8092 122.5408 229.8489 177.5852 242.7694 185.4514 247.2238 258.8793 292.8111 251.0942 245.1336 245.3594 253.0337 298.0528 251.2912 206.8248 295.992 211.6707 204.1929 203.9473 208.006 223.3752 219.5243 225.4385 225.3497 228.2792 278.3209 237.1671 287.9601 280.3257 279.5756 285.532 281.1248 281.2766 283.0443 285.4689 261.7405 271.4632 297.2348 298.1165 298.0679 284.4301 283.8882 297.6714
60.61592 43.46263 23.4094 5.700877 0 23 75.00667 73.13857 11.53527 178.1809 8.944272 13.14133 86.70063 18.2363 22.40288 21.50581 21.47091 29.70223 21.84033 24.11944 33.01178 29.10708 33.54102 62.1289 47.21072 38.0526 44.29447 41.65708 48.8083 45.70558 54.64659 55.98369 50.01 59.34176 59.13544 178.817 64.13462 65.27634 66.91039 69.72087 71.02112 72.36712 80.85988 116.9316 81.40332 84.11896 81.3941 109.3846 211.2558 199.2266 197.6898 117.8611 230.7293 174.0029 243.2951 181.9 247.7636 259.5092 294.0338 251.4924 245.3487 245.4511 253.3441 299.2019 251.4781 205.0561 296.7491 210.0214 200.3199 200.8084 204.245 221.7205 215.569 223.2151 222.9125 226.0181 277.9658 234.18 287.7264 279.8464 279.034 285.1754 280.372 280.7134 282.3577 284.6928 257.7005 267.3673 296.0557 296.6523 296.6968 282.28 281.6256 296.1625
38.4306 24.04163 8.062258 18.82817 23 0 52.00961 50.20209 14.21487 155.2186 28.16026 23.25284 63.95311 21.42574 41.668 39.57903 38.07887 21.46056 35.80503 33.12428 24.00231 32.70406 48.41487 44.68781 62.54111 43.41659 58.79626 52.08467 63.366 54.6443 69.8015 70.44625 55.4617 63.28068 61.98387 169.4152 65.025 67.18631 67.08204 70.21396 70.85901 71.56815 90.24256 100.7671 89.22163 93.81365 80.399 120.1083 191.4367 179.958 178.6204 126.3378 214.3478 175.6474 227.9704 183.3317 232.3871 243.836 276.5915 236.5533 231.0087 231.5151 238.6816 281.9601 237.2177 198.154 280.6438 202.608 203.3511 200.0625 206.6519 214.2825 218.9791 218.1605 218.799 221.1167 265.4807 232.5538 274.8063 267.7928 267.2022 272.683 269.2975 268.9554 271.0392 273.6951 261.4255 271.3803 286.5414 288.245 287.9236 276.7255 276.5574 287.9327
19.60893 39.35734 53.75872 70.64347 75.00667 52.00961 0 4.031129 65.17333 103.2782 79.30952 72.44557 14.86607 67.92689 91.62545 89.04212 86.88498 58.01341 83.43261 78.20099 57.16448 73.59725 94.55686 40.22437 107.4076 81.84131 103.2473 93.50301 107.3464 93.94147 113.7772 113.5826 90.42677 94.22727 91.67879 157.7446 90.89692 94.11164 91.21952 94.06912 93.43447 92.84934 124.5774 77.10383 121.3198 128.2264 99.20181 153.9123 149.3352 139.8591 139.1842 155.9367 181.7966 188.9577 197.971 195.78 202.1289 212.4924 239.8537 207.3735 203.5927 205.1664 210.1917 245.6898 209.8434 191.0236 247.4389 194.0232 218.2191 207.0024 220.0773 205.1195 234.0384 214.5251 217.3292 217.7211 242.0434 236.2229 250.045 245.4058 245.3936 249.0642 249.3554 247.2933 250.4407 253.8425 275.8705 286.1927 270.0833 274.4532 273.249 270.0296 271.0074 274.5783
15.99653 39.38591 52.50952 68.96557 73.13857 50.20209 4.031129 0 63.0124 105.0465 77.0795 69.97817 14.53444 65.27107 89.12242 86.48266 84.25705 54.97398 80.70471 75.30603 53.97865 70.48503 91.62014 36.21119 104.304 78.50637 100.1312 90.24169 104.1777 90.56075 110.5825 110.331 86.86915 90.50246 87.92753 154.3613 87.04596 90.2732 87.3284 90.16235 89.50559 88.90022 120.861 74.03546 117.5383 124.504 95.20635 150.1241 148.4933 138.7148 137.9511 152.0345 179.8923 184.9493 195.8603 191.7819 200.0476 210.5238 238.4612 205.2065 201.2741 202.7659 207.9707 244.2517 207.5307 187.5027 245.6874 190.5656 214.2059 203.0893 216.077 201.7009 230.0269 210.901 213.6358 214.0918 239.4749 232.3984 247.5808 242.7679 242.7164 246.5162 246.5605 244.6084 247.6889 251.0463 271.8721 282.1923 267.0978 271.3253 270.1671 266.5675 267.5 271.4277
49.75784 37.65053 18.25 10.76162 11.53527 14.21487 65.17333 63.0124 0 167.969 14.17965 9.49159 76.18112 10.32594 27.45514 25.38331 23.99088 18.88433 22.10345 20.77437 22.21502 22.82801 34.82905 50.61682 49.02502 33.22744 45.45946 39.9703 50.06558 43.18058 56.39426 57.23987 45.59674 54.33391 53.58696 169.209 57.75866 59.38487 60.2583 63.25 64.28112 65.37249 79.0524 105.6436 78.71031 82.51704 74.41816 108.5199 199.7225 187.6947 186.1634 115.736 219.4882 168.6092 232.2441 176.4261 236.7045 248.399 282.6562 240.5206 234.4996 234.6914 242.43 287.8512 240.6493 196.2984 285.5726 201.0959 195.617 194.4147 199.2563 212.8005 211.0681 215.1408 215.1919 218.004 267.5744 227.4633 277.2288 269.5692 268.816 274.7855 270.3649 270.5163 272.2829 274.71 253.3983 263.2125 286.5215 287.4711 287.397 274.0777 273.602 287.0393
118.7007 140.4518 156.9071 173.9143 178.1809 155.2186 103.2782 105.0465 167.969 0 181.9331 174.4554 91.93887 169.3012 193.3805 190.5943 188.1662 157.7038 184.2852 178.2322 155.9346 172.2913 194.0116 128.2857 205.2804 178.2184 201.1005 190.2179 204.6036 189.2833 210.6116 209.7998 183.4505 183.8076 180.8303 176.8836 177.3442 180.6592 176.2255 178.1522 176.6083 175.0793 212.4647 112.4342 207.5812 215.7653 177.5209 238.197 92.75788 94.12793 96.0554 235.3955 146.7021 243.0454 166.2553 247.6451 168.9251 174.5615 183.2508 175.9997 177.3959 181.3185 180.0769 189.7506 182.5989 211.0031 199.652 210.6919 271.0162 248.7211 270.4478 218.6536 285.4953 236.9219 243.2316 240.0758 219.3061 268.7036 223.147 224.6607 225.98 224.9835 233.6552 227.9669 233.1267 237.7786 322.7339 332.9039 259.5829 269.1529 266.2158 279.5754 282.6827 270.1805
