0 19 27 35 186.3055 10.04988 12.04159 14.03567 24.02082 28.70052 33.77211 13.34166 11.7047 18.43909 16.76305 28.63564 30.59412 11.40175 9.433981 14.42221 33.95585 35.90265 18.92709 12.08305 24.18677 13.60147 30.41381 15.52417 26.40076 23.34524 22.61084 29.32709 41.14608 20.09975 43.82921 39.11521 48.75449 41.34005 33.97058 26.61766 47.01064 33.24154 31.89044 37.53665 29.15476 25.5049 40.60788 39.69887 33.01515 45 40.31129 48.82622 29.01724 45.34314 37.80212 33.54102 63.32851 67.08204 40.45986 41.23106 38.96794 33.24154 45.34314 37 151.8904 46.54299 64.07027 53.03772 43.41659 46.32494 45.27693 39.31921 53.2635 57.31492 61.52235 62.48289 57.3171 54.6443 67.17887 52.3259 66.46804 55.07268 67.89698 56.93856 52.01544 70.00714 61.67676 57.03069 75.13215 65.51336 77.83315 72.30016 62.64982 69.61501 66.30705 78.64698 73.81734 72.03124 69.83552 76.6094 74.88658 92.46966 82.61961 66.28725 77.38863 89.05055 74.31857 75.70997 76.11833 78.1025 82.28001 88.54942 85.80938 81.78631 103.2327 90.33825 89.47067 86.47832 84.92938 107.7056 95.25755 112.2943 90.52072 111.8258 110.4004 109.0413 115.3365 95.80188 122.0041 99.46356 107.7079 120.3536 147.6481 202.1806 192.1611 191.2806 250.6058 205.5067 252.0317 213.1468 261.6735 291.3896 297.0704 263.9039 224.771 297.1253 265.9962 228.8777 233.349 229.3687 236.5798 240.4704 271.5589 249.0008 275.7255 245.7173 246.8117 248.74 280.2162 281.3574 284.9439 287.1393 318.7773 294.8932 261.5172 293.4212 299.1241 301.478 295.7026 303.1073 308.6098 291.4554 304.8442 294.8033 301.427 313.3895 299.8833 300.6501 302.3243 314.8321
19 0 8 16 181.9425 9.055385 7.071068 5.09902 5.09902 9.895454 14.90712 6.708204 8.944272 4.123106 5.830952 10.81665 12.52996 12.20656 25.29822 10.63015 16.12452 17.88854 33.21832 26.40076 12.16553 19.84943 16.12452 21.2132 43.08132 38.91015 36.96282 19.502 25.45584 29 28.28427 25.23886 32.64966 27.20294 49.64877 39.30013 31.82766 48.37355 46.64762 53.23533 42.2019 32.1014 28.17801 55.47071 46.61545 31.90611 55.56978 35 35.22783 60.90156 51.61395 45.34314 47.56574 50.80354 31.7805 55.21775 51.92783 40.22437 35.73514 46.75468 133.5981 60.40075 49.51767 67.6757 55.17246 58.79626 57.31492 45.79301 67.00746 71.61006 76.27582 76.80567 70.67708 67.26812 81.84131 63.03174 54.70832 66.48308 82.20097 68.593 58.5728 84.40379 73.09598 67.97426 88.48638 77.10383 91.83137 85.0959 72.62231 81.6716 76.48611 91.67977 86.27862 83.51347 80.80842 89.10668 86.97701 105.3339 95.52487 72.44998 87.20092 101.1385 79.38671 81.85964 81.5414 84.5281 90.73588 98.6002 94.85383 87.72685 115.9741 100.2098 99.04544 93.2443 90.87354 120.2102 105.2093 125.1759 97.49359 124.4508 122.708 121.0165 127.9863 102.0441 134.3801 105.3091 113.4637 112.6055 156.9754 188.1117 178.8637 178.2197 239.7963 209.3084 241.3649 216.7152 251.1135 278.9047 284.737 253.9611 222.0923 285.8561 256.1347 225.7432 237.8331 231.225 240.6013 237.1687 263.1373 253.6288 267.3167 244.2048 246.002 247.3119 271.7599 273.0293 276.5863 278.9158 307.9175 286.2953 262.4238 285.1123 290.5534 293.1382 288.7785 296.2475 300.8471 296.0501 299.3409 291.9863 306.1801 308.039 301.9354 301.8485 303.7976 310.2116
27 8 0 8 180.6725 17.02939 15.0333 13.0384 3.162278 2.884441 7.18022 14.31782 16.49242 9.848858 12.08305 6.082763 6.708204 19.31321 32.98485 17 10 11.31371 40.4133 33.83785 13.41641 26.41969 14 27.45906 50.59644 46.23851 44.07097 19.8577 20.59126 35.22783 23.32381 21.84033 27.01851 23.4094 56.85948 45.96194 26.92582 55.4617 53.66563 60.41523 48.8774 37.50333 25.4951 62.64982 53.33854 28.4605 62.6099 30.8707 40.31129 67.97794 58.30952 51.61395 41.74326 44.59821 31.01612 61.91123 58.38236 45.27693 34.1321 52.40229 125.9589 66.9944 44.40721 74.43118 61.22091 65 63.41136 50.44799 73.4983 78.23043 83.00602 83.39731 77.01461 73.40981 88.50989 68.62215 51.07837 72.24957 88.75246 74.41102 62.86578 90.97252 78.78466 73.56969 94.68812 82.807 98.22932 91.13349 77.83315 87.48857 81.7198 97.75401 92.19544 89.1207 86.26703 95.01579 92.76314 111.2772 101.5332 76.32169 92.19544 106.8316 82.74207 85.58621 85 88.32327 95.21029 103.5857 99.50502 91.3017 121.8277 105.119 103.8557 97.06956 94.41398 125.9623 110.1136 131.0458 101.3558 130.2306 128.3793 126.5741 133.7628 105.5888 140.0357 108.6738 116.7305 110.1635 161.4113 182.4555 173.5825 173.0498 235.5552 211.4001 237.1856 218.6947 246.9696 273.8721 279.7674 250.0885 221.443 281.3601 252.2955 224.8911 240.1461 232.4672 242.72 236.2224 259.9255 255.9746 264.1052 244.0082 246.0996 247.1455 268.5221 269.8463 273.3862 275.7716 303.5845 282.9788 263.2152 281.9237 287.2442 289.9276 286.1905 293.6791 297.8808 298.3258 297.3567 291.1632 308.5097 306.1111 303.1518 302.7086 304.7704 308.5956
35 16 8 0 179.75 25.01999 23.02173 21.0238 11.04536 6.835203 2.981424 22.2036 24.33105 17.46425 19.64688 9.219544 7.81025 26.92582 40.79216 24.35159 8.246211 8 47.86452 41.48494 18.43909 33.61547 16.12452 34.43835 58.24088 53.75872 51.44171 23.15876 18.11077 42.05948 20.39608 21.09502 22.84732 22 64.2573 52.99528 23.76973 62.76942 60.92618 67.77905 55.9017 43.70927 25.17936 70.00714 60.37384 27.01851 69.857 28.44293 46.2277 75.23962 65.29931 58.30952 36.74915 39.05125 32.28002 68.88396 65.18052 51.08816 34.36568 58.60034 118.3672 73.86643 40.24922 81.41253 67.6757 71.56116 69.89278 55.86591 80.26207 85.08819 89.94443 90.21702 83.63761 79.88116 95.38344 74.65253 48.50773 78.40918 95.52487 80.60397 67.83391 97.7548 84.84705 79.57701 101.1427 88.86507 104.8475 97.45416 83.48653 93.62825 87.37348 104.089 98.40732 95.07103 92.09777 101.2126 98.85848 117.465 107.8007 80.80223 97.59098 112.8051 86.70784 89.87213 89.04493 92.65528 100.1249 108.9312 104.5622 95.41488 127.914 110.3902 109.0413 101.3829 98.47842 131.9489 115.3646 137.1313 105.6835 136.2351 134.2879 132.382 139.7587 109.6038 145.9109 112.5078 120.4409 108.2589 166.1142 176.9802 168.5157 168.1019 231.513 213.7709 233.2059 220.9462 243.0185 268.9833 274.9409 246.4148 221.0814 277.0222 248.6544 224.3212 242.701 233.9765 245.0816 235.5441 256.9227 258.5467 261.0994 244.0738 246.4569 247.238 265.4859 266.8651 270.3849 272.826 299.4027 279.8517 264.2466 278.9283 284.1219 286.9042 283.8045 291.3078 295.1017 300.7971 295.5757 290.5581 311.0277 304.3813 304.5735 303.7771 305.9493 307.1795
186.3055 181.9425 180.6725 179.75 0 182.8037 182.357 181.9311 180.1203 178.0802 177.2265 180.1878 179.6548 178.1962 177.6066 174.5922 174.331 177.2066 180.1474 175.5322 171.9935 171.7866 174.3221 177.3029 169.7786 172.7061 166.8159 170.7851 178.4787 175.5759 173.0479 162.4449 161.6422 167.8161 159.478 159.0776 158.1565 157.8595 173.8401 168.2302 156.3372 172.0649 171.2051 173.4076 167.824 162.1259 155.2305 173.4543 167.6404 152.7822 171.2191 151.424 158.9821 171.898 166.6816 163.249 148.5116 149.1916 150.1942 166.2786 163.7745 156.2603 146.5922 157.4608 169.646 164.4554 142.9702 166.5928 158.6448 159.6418 158.6895 151.0439 162.4583 164.3185 166.3143 163.8317 159.8892 157.4779 165.4417 151.6804 132.0516 152.8341 163.2438 153.0243 141.8049 163.6727 150.4637 150.4365 156.9623 149.9291 160.7933 154.1801 144.6559 150.9409 143.866 154.6559 152.1055 147.5435 145.8564 151.8135 149.9188 152.578 153.4663 131.09 138.0621 147.6227 122.7367 124.9475 122.496 124.3831 130.0861 135.7082 131.3994 120.5192 151.6652 134.2418 132.8824 120.9595 118.6535 149.9683 133.4647 153.4037 119.8034 151.2039 148.5134 145.8366 151.7373 113.9392 150.1302 110.2809 105.894 73.15147 125.9599 112.9133 99.19663 95.91249 99.79683 87.16016 99.4228 88.60269 105.8408 149.4549 152.5078 102.0538 43.39542 141.9472 103.0966 45.28801 109.8143 81.85379 107.3687 56.0404 97.33373 122.005 101.042 68.90943 74.18694 72.1593 105.4394 105.7383 109.2276 110.528 157.5086 119.8569 99.06034 116.8741 123.6602 124.6306 113.047 120.0696 128.7165 155.1135 118.9642 111.0417 164.9951 127.3346 141.4233 136.1105 139.516 128.5366
10.04988 9.055385 17.02939 25.01999 182.8037 0 2 4 14 18.65261 23.72528 3.605551 3.162278 8.544004 7.211103 18.68154 20.61553 6.082763 16.55295 7.28011 24.04163 25.96151 25.08898 18.02776 15.55635 13.41641 21.40093 15.23155 34.43835 30.52868 28.90069 21.91069 31.90611 22.47221 34.66987 30.4795 39.44617 32.64966 41.34005 31.81981 38.01316 40.22437 38.60052 44.94441 34.65545 26.65521 32.55764 47.16991 38.94868 36.76955 47.43416 40.36087 30.08322 52.69725 43.93177 38.28838 54.22638 57.80138 34 47.50789 44.54773 34.9285 38.58756 40.49691 141.9723 52.77547 55.44367 59.81639 48.27007 51.66237 50.32892 40.8534 59.46427 63.89053 68.41053 69.09735 63.29494 60.1415 74.02702 56.61272 59.03389 59.81639 74.51845 61.84658 53.81471 76.6942 66.47091 61.50203 81.18029 70.43437 84.29116 77.99239 66.57327 74.8415 70.37844 84.50748 79.30952 76.91879 74.4043 82.13404 80.1561 98.26493 88.4138 68.00735 81.30191 94.36631 75.48013 77.49194 77.49194 80.05623 85.42248 92.64988 89.30985 83.48653 108.9771 94.33981 93.29523 88.67074 86.64872 113.3159 99.32271 118.1397 92.84934 117.516 115.8976 114.3372 121.0475 97.73945 127.5617 101.1929 109.4166 115.0391 151.4646 194 184.3246 183.5518 243.9698 206.3201 245.4649 213.8413 255.1627 283.9751 289.7288 257.6922 222.1734 290.2888 259.8249 226.0487 234.5576 229.1572 237.5395 237.5647 266.0944 250.2989 270.2694 243.7417 245.204 246.8106 274.7389 275.9438 279.5174 281.7801 312.1441 289.3527 260.8242 288.0226 293.5988 296.0676 290.9931 298.4333 303.4881 292.7597 300.8538 292.1815 302.8221 309.4802 299.8216 300.1341 301.9553 311.2945
12.04159 7.071068 15.0333 23.02173 182.357 2 0 2 12 16.65893 21.73067 2.236068 3.162278 6.708204 5.656854 16.76305 18.68154 6.708204 18.38478 7 22.13594 24.04163 26.71893 19.72308 14.21267 14.42221 19.84943 16.12452 36.24914 32.24903 30.51639 20.87051 30.23243 23.60085 33.01515 29 37.73592 31.14482 43.04649 33.26409 36.40055 41.88078 40.22437 46.64762 36.12478 27.50455 31.241 48.8774 40.45986 35.38361 49.09175 38.8973 30.8707 54.3783 45.45327 39.62323 52.55949 56.0803 33.10589 49.0408 45.98369 35.77709 37.58989 41.6173 140.0443 54.28858 53.90733 61.40033 49.57822 53.03772 51.66237 41.62932 60.959 65.43699 70 70.64308 64.74759 61.52235 75.60423 57.80138 57.80138 61.07373 76.05919 63.12686 54.57432 78.24321 67.72284 62.70965 82.62106 71.70077 85.79627 79.37766 67.6757 76.15281 71.49913 85.9138 80.65978 78.16969 75.60423 83.48653 81.46779 99.64862 89.80535 68.70953 82.37718 95.67131 76.06083 78.18568 78.1089 80.77747 86.35392 93.74433 90.30089 84.15462 110.3449 95.41488 94.33981 89.42315 87.31552 114.6582 100.4042 119.5199 93.62158 118.8697 117.2188 115.6244 122.403 98.43272 128.8875 101.843 110.0545 114.2366 152.4684 192.5201 182.9268 182.1792 242.8358 206.7365 244.3461 214.2325 254.0551 282.663 288.4328 256.6501 221.9031 289.1056 258.7914 225.7299 235.044 229.3665 237.9769 237.2277 265.2136 250.7995 269.3898 243.5939 245.1306 246.6716 273.8542 275.0727 278.6431 280.9199 311.0041 288.4528 260.9315 287.1533 292.7016 295.1949 290.2706 297.7174 302.6764 293.2548 300.2815 291.8938 303.3336 308.9239 300.0483 300.2707 302.1208 310.8155
14.03567 5.09902 13.0384 21.0238 181.9311 4 2 0 10 14.66697 19.73716 2.236068 4.242641 5 4.472136 14.86607 16.76305 7.81025 20.24846 7.28011 20.24846 22.13594 28.39623 21.47091 13.0384 15.6205 18.38478 17.20465 38.07887 34 32.1753 19.97694 28.6007 24.83948 31.40064 27.58623 36.05551 29.69848 44.77723 34.76349 34.82815 43.56604 41.88078 48.37355 37.64306 28.46928 30 50.60632 42.0119 34.05877 50.77401 37.48333 31.76476 56.0803 47.01064 41.01219 50.9166 54.3783 32.31099 50.60632 47.46051 36.71512 36.67424 42.80187 138.1185 55.83234 52.40229 63.00794 50.93133 54.45181 53.03772 42.48529 62.482 67.00746 71.61006 72.21111 66.22877 62.93648 77.20104 59.03389 56.61272 62.36986 77.62087 64.44377 55.39575 79.81228 69.01002 63.95702 84.08472 73 87.32125 80.78869 68.8186 77.49355 72.65759 87.34327 82.03658 79.45124 76.83749 84.8646 82.807 101.0529 91.21952 69.46222 83.48653 97 76.68931 78.92401 78.77182 81.5414 87.32125 94.86833 91.32497 84.8646 111.7318 96.51943 95.41488 90.21364 88.02272 116.0194 101.5135 120.9173 94.42987 120.2414 118.5591 116.9316 123.776 99.16148 130.2306 102.528 110.7249 113.4637 153.4916 191.0497 181.5403 180.8183 241.7132 207.1714 243.2386 214.6416 252.9585 281.359 287.1448 255.6193 221.6506 287.9314 257.7693 225.4285 235.5463 229.5931 238.4303 236.9072 264.3449 251.3151 268.5223 243.4625 245.0735 246.5488 272.9813 274.2134 277.7805 280.0714 309.8728 287.5639 261.0541 286.2953 291.8154 294.3331 289.56 297.0133 301.8758 293.7627 299.7215 291.6196 303.8573 308.3796 300.2882 300.4205 302.2995 310.3486
24.02082 5.09902 3.162278 11.04536 180.1203 14 12 10 0 4.808326 9.809293 11.18034 13.34166 6.708204 8.944272 6.403124 7.81025 16.15549 29.83287 13.89244 11.40175 13.0384 37.26349 30.67572 11.40175 23.32381 13.34166 24.41311 47.43416 43.08132 40.92982 18.34607 21.40093 32.20248 24.20744 21.93171 28.28427 23.70654 53.7122 42.87773 27.80288 52.3259 50.53712 57.27128 45.79301 34.64823 25.29822 59.5063 50.24938 28.63564 59.48109 31.38471 37.53665 64.84597 55.22681 48.60041 43.15669 46.2277 30.06659 58.83026 55.33986 42.52058 33.54102 49.51767 128.523 63.9316 45.45327 71.34424 58.25805 62.00806 60.44005 47.80167 70.45566 75.16648 79.92496 80.33956 74.00169 70.43437 85.44004 65.76473 51.42956 69.35416 85.70298 71.50524 60.33536 87.92042 75.91036 70.71421 91.70736 79.93122 95.21029 88.18624 75.0733 84.58871 78.95648 94.80074 89.27486 86.26993 83.45058 92.09777 89.87213 108.3557 98.59513 73.92564 89.4986 103.9663 80.50621 83.24062 82.73452 85.95929 92.65528 100.896 96.9033 89.00562 118.9285 102.45 101.2126 94.70216 92.13034 123.0874 107.4477 128.1444 98.9798 127.3499 125.5239 123.7457 130.8835 103.3102 137.186 106.4519 114.5426 110.0636 158.8871 183.8478 174.7862 174.1989 236.2737 209.6187 237.876 216.9524 247.6449 274.9645 280.83 250.6417 220.6558 282.1998 252.8339 224.183 238.2941 230.9827 240.9336 235.5525 260.1889 254.1133 264.3689 243.0514 245.0327 246.1777 268.7975 270.0981 273.6458 276.0072 304.3504 283.2896 261.8955 282.179 287.5522 290.193 286.1905 293.6715 298.0419 296.4917 297.1077 290.4514 306.6582 305.8398 301.6836 301.3677 303.3892 308.1984
28.70052 9.895454 2.884441 6.835203 178.0802 18.65261 16.65893 14.66697 4.808326 0 5.073679 15.61153 17.67258 10.72007 12.86546 3.649658 3.862642 20.13256 34.06347 17.51913 7.121798 8.504117 41.0306 34.68314 12.24418 26.78656 11.70982 27.6391 51.43073 46.92888 44.60684 18.05126 17.71779 35.30042 20.44309 19.11335 24.14788 20.61844 57.4223 46.19978 24.04413 55.93854 54.09917 60.94522 49.10927 37.154 22.85432 63.17373 53.58097 25.68891 63.03269 28.02356 39.79598 68.41433 58.51769 51.60155 38.90013 41.80574 28.71794 62.10733 58.44673 44.71152 31.631 52.06842 123.7147 67.11609 41.52493 74.63726 61.05342 64.90393 63.26231 49.6842 73.544 78.34488 83.18125 83.48551 76.96473 73.25927 88.63814 68.20352 48.24645 71.90772 88.80833 74.08995 61.9039 91.03582 78.39009 73.1411 94.53423 82.41189 98.18208 90.89572 77.21606 87.14224 81.10515 97.52692 91.89298 88.66803 85.748 94.70544 92.39329 110.9661 101.2666 75.16196 91.45666 106.3979 81.38409 84.35473 83.67389 87.11211 94.24924 102.8276 98.61019 90.00622 121.4608 104.326 103.0219 95.85625 93.10166 125.5405 109.3129 130.6802 100.1505 129.8196 127.9155 126.056 133.3477 104.2637 139.5562 107.2824 115.2975 107.4222 160.3792 179.6194 170.7177 170.1792 232.6735 209.5536 234.3052 216.8145 244.09 270.9972 276.8903 247.2177 218.9514 278.4757 249.426 222.3626 238.3577 230.3869 240.8745 233.6761 257.0929 254.1929 261.2725 241.6003 243.7518 244.7433 265.6873 267.0156 270.5541 272.9438 300.7011 280.138 261.0199 279.0923 284.4039 287.0943 283.413 290.9033 295.067 296.5173 294.6491 288.6332 306.7158 303.4105 301.055 300.5249 302.6135 305.9379
