0 40.73062 28.80135 50.7001 57.13191 55.15886 33.59315 46.6491 11.51086 60.41937 37.98026 40.20572 47.12218 33.32417 69.73163 59.14812 55.66417 50.42321 50.93017 142.587 191.9176 53.85743 54.99747 66.14 64.90377 99.10727 95.46989 76.30531 95.55365 97.03865 78.1313 102.9332 80.82234 79.40403 103.8899 85.01106 82.23442 87.98011 90.18037 102.0417 115.7 194.7062 185.0317 184.2586 170.6649 173.2989 173.1416 175.0957 183.6532 188.0598 192.0846 190.8468 194.4081 199.849 202.1052 205.236 210.6373 213.1396 206.7087 214.2373 249.897 255.8564 284.6806 316.5834 222.7386 254.2096 255.4535 226.6241 255.3517 297.4664 234.9243 229.6051 237.9212 238.1439 273.286 276.8077 250.6609 283.317 244.2796 282.9956 245.7244 247.3464 297.4813 312.8403 284.5756 261.2992 286.9608 286.1861 307.5459 296.8072 307.8027 309.4192 307.9359 317.1159 304.4183 302.8275 307.9164 311.9816 328.8746 310.9372 293.123 307.2955 336.3406 311.1985 305.0037 306.4351 305.8864 309.4295 345.8273 303.1802 346.9906 307.9001 315.4124 316.6204 317.2168 345.054
40.73062 0 58.68787 80.87945 86.46621 83.46489 62.62033 73.62119 29.27489 87.77856 63.82481 65.47705 72.0274 57.50439 94.26593 83.40579 79.29494 69.47416 63.90852 111.9047 156.2377 47.6691 49.87422 70.09251 68.17722 109.077 99.31814 68.62548 98.23895 99.04805 66.94508 105.5451 69.30251 65.91077 105.3186 72.27408 68.70866 72.93665 75.07858 89.88693 77.05256 154.578 144.5351 143.6847 157.3227 160.6204 159.5922 162.1682 169.8566 175.6057 178.8855 176.6516 180.2527 184.5911 187.3204 190.4042 196.3494 199.0682 183.6454 190.6235 209.5695 215.3319 243.9797 275.9488 188.9951 214.1143 215.4158 192.2683 215.3871 256.7535 212.8014 202.7213 214.8738 203.52 233.0731 236.6174 228.6439 243.0484 211.9971 242.837 214.4461 215.1651 257.1958 272.236 245.3368 232.566 247.6091 246.9995 267.4176 257.4567 267.7649 269.4974 268.1917 276.9259 265.0724 263.7094 268.391 272.1966 288.459 271.577 270.671 268.1662 295.9938 272.3116 267.2308 268.8565 268.5921 271.7432 305.43 280.961 306.6244 270.818 278.1776 279.2601 279.7523 305.0779
28.80135 58.68787 0 22.88975 29.07345 26.71103 4.797682 17.85203 34.36594 31.83398 9.755593 11.95579 18.51035 8.177035 40.93262 30.385 27.03165 23.87988 28.19421 168.0281 193.2138 44.39876 44.33016 46.08122 45.52703 72.97285 72.23638 62.10985 72.90628 74.64131 66.01295 79.86791 68.50069 68.66851 81.36441 72.90941 71.07701 77.07101 79.0337 87.65458 123.5931 211.7048 200.7722 199.6032 153.6438 155.8042 156.1813 157.7052 166.5843 170.0835 174.4678 173.8623 177.3242 183.3405 185.2572 188.3584 193.3288 195.6571 195.4801 203.2883 259.6227 266.514 298.4599 327.7208 221.1027 263.0207 264.0611 225.657 263.7234 311.0027 222.4926 221.0637 226.1414 237.3448 282.3971 285.812 237.9283 292.5887 240.6949 291.8454 241.0632 243.6123 306.7476 323.7465 290.7808 253.9618 293.4219 292.2583 316.1542 303.2027 316.0928 317.3217 315.3111 325.9076 310.7567 308.6341 314.691 319.4541 338.5877 317.2735 280.2392 313.101 345.6999 316.4392 308.1303 309.217 308.1981 312.3756 355.3865 290.0319 356.3986 309.8552 317.5618 318.968 319.7339 352.968
50.7001 80.87945 22.88975 0 6.472163 5.656854 18.43909 8.933396 57.21888 10.81665 17.49286 16.40122 12.52996 23.70654 21.40093 14.31782 14.14214 22.13594 31.71828 190.8915 205.4474 56.5974 55.65868 47.85394 48.27007 61.53251 65.96969 67.72001 67.46851 69.42622 73.05477 73.28199 75.10826 76.60614 75.46927 79.29071 78.43469 84.11896 85.72631 90.79648 140.7302 232.1659 220.7575 219.4248 151.6047 153.2221 154.1509 155.1934 164.2346 166.7153 171.406 171.4701 174.7713 181.2809 182.8223 185.8471 190.303 192.4188 198.2044 206.1492 276.3838 283.7481 317.1891 344.9992 231.0411 279.2579 280.1785 236.0191 279.7088 329.5774 223.8081 225.7432 228 247.7176 298.7143 302.0546 238.8119 308.9547 249.0402 307.9756 248.6001 251.8212 323.057 340.9108 305.3625 259.2995 308.1461 306.7523 332.0542 317.8443 331.8087 332.8066 330.4921 341.8801 325.3321 322.8932 329.5148 334.6775 355.0465 331.8216 280.6372 327.3408 361.9371 330.315 320.6934 321.5494 320.2249 324.8009 371.7109 290.1228 372.6339 321.6364 329.4366 330.9683 331.8433 368.3426
57.13191 86.46621 29.07345 6.472163 0 3.543382 24.47902 13.04373 63.43938 5.374838 22.66912 21.187 15.67021 28.99234 15.80787 11.67143 13.38739 23.76038 33.55942 196.9073 207.2847 59.44995 58.30571 48.17215 48.84556 57.5367 63.40785 68.52169 65.11955 67.10605 74.15449 70.50394 76.05134 77.89772 72.8564 80.10408 79.53546 85.05227 86.53837 90.54219 144.2875 236.8056 225.212 223.8157 149.4899 150.9533 152.0287 152.9364 161.9904 164.1886 168.9474 169.1919 172.44 179.0649 180.5008 183.4973 187.8043 189.8584 197.2635 205.2283 279.6079 287.1322 321.0986 348.3629 232.1305 282.2993 283.1782 237.2289 282.6639 333.4229 222.4201 225.2981 226.7551 248.9134 301.7684 305.0807 237.2785 312.0185 249.6242 310.9591 248.9456 252.3606 326.0924 344.2358 307.8276 258.9893 310.6561 309.1875 334.9436 320.32 334.6355 335.5545 333.1389 344.7887 327.7808 325.2392 332.043 337.336 358.1162 334.2569 278.9133 329.6775 364.9266 332.5305 322.4936 323.2758 321.8559 326.5543 374.726 288.3045 375.6176 323.1891 331.0127 332.5827 333.4915 371.0334
55.15886 83.46489 26.71103 5.656854 3.543382 0 22 9.855906 61.0082 5.385165 19.64688 18.02776 12.20656 25.96151 15.81139 9.219544 10.19804 20.24846 30.04893 194.1826 203.8194 55.90663 54.76516 44.92215 45.54119 56.12709 61.18823 65.19202 62.80127 64.77654 70.77429 68.39773 72.69972 74.48825 70.6702 76.77901 76.15773 81.70679 83.21658 87.47571 140.7587 233.4202 221.7879 220.3798 147.1054 148.6371 149.6479 150.6154 159.6653 161.9938 166.7213 166.8832 170.1558 176.7299 178.2134 181.2231 185.5996 187.6832 194.4351 202.3941 276.0652 283.593 317.5929 344.8228 228.7794 278.7562 279.6355 233.8568 279.1218 329.911 219.7528 222.3151 224.0357 245.5443 298.2252 301.5377 234.6675 308.4753 246.3757 307.4167 245.7519 249.1223 322.5494 340.6948 304.3062 255.9692 307.1319 305.6681 331.4031 316.798 331.0967 332.0184 329.6073 341.2477 324.2607 321.7266 328.5179 333.8038 354.573 330.7378 276.3799 326.1656 361.3841 329.0289 319.0364 319.8281 318.4211 323.1031 371.1832 285.8098 372.0753 319.7655 327.5859 329.1504 330.0545 367.5
33.59315 62.62033 4.797682 18.43909 24.47902 22 0 13.0565 39.01282 27.07397 5.830952 7.81025 13.89244 7.615773 36.13862 25.63201 22.36068 20.24846 25.85095 172.4706 194.0978 44.72592 44.41346 43.93177 43.56604 68.96557 68.96376 61.0082 69.77105 71.55418 65.27634 76.59145 67.68493 68.16524 78.20664 72.07646 70.45566 76.41989 78.31347 86.20905 125.7338 214.9721 203.8706 202.6456 151.3803 153.4438 153.9237 155.3609 164.2833 167.6007 172.0465 171.5634 175 181.1154 182.9645 186.055 190.936 193.2278 194.2087 202.0532 261.748 268.7769 301.176 330.0117 221.4498 265 266.0075 226.1084 265.6332 313.6738 220.9608 220.2272 224.7221 237.8066 284.4051 287.8003 236.3224 294.6133 240.6844 293.8044 240.8693 243.5726 308.7603 326.0039 292.3222 253.2908 295.0017 293.7771 318.0566 304.7638 317.945 319.1117 317.0189 327.8323 312.3027 310.0968 316.3037 321.1744 340.6494 318.8142 278.5633 314.56 347.7017 317.805 309.1606 310.1903 309.0955 313.373 357.4143 288.3006 358.402 310.6928 318.425 319.8625 320.6556 354.7369
46.6491 73.62119 17.85203 8.933396 13.04373 9.855906 13.0565 0 51.71208 14.38074 9.838981 8.173467 3.890873 16.12882 23.08258 12.74646 10.02358 13.93337 23.13974 184.4843 196.6326 47.66774 46.74666 40.00174 40.23438 58.36713 60.70534 59.42619 61.9285 63.83159 64.58952 68.21209 66.71498 68.04512 70.17142 70.9537 69.95574 75.70869 77.37445 83.10118 131.878 223.8187 212.2853 210.914 145.4251 147.2067 147.9746 149.1615 158.1733 160.9683 165.5732 165.4352 168.7902 175.1648 176.8195 179.8719 184.4904 186.6748 190.8686 198.7913 267.4792 274.8687 308.4541 336.1175 222.4615 270.3346 271.2523 227.392 270.78 320.8199 216.8345 218.0148 220.8977 239.0937 289.7923 293.1305 231.9605 300.0336 240.6833 299.0487 240.3681 243.4861 314.1338 332.0224 296.4412 251.4642 299.2214 297.8335 323.123 308.922 322.8758 323.8733 321.5605 332.9497 316.4119 313.9827 320.5887 325.7455 346.1264 322.9023 273.9424 318.4313 353.0111 321.4205 311.8775 312.7515 311.4522 315.9961 362.7866 283.5149 363.7075 312.8857 320.6787 322.1994 323.0652 359.4098
11.51086 29.27489 34.36594 57.21888 63.43938 61.0082 39.01282 51.71208 0 66.00758 42.19005 44.28318 51.35173 36.49658 74.43118 63.50591 59.68249 52.49762 50.81168 133.9954 181.2182 47.97151 49.46941 63.78087 62.28965 99.41454 93.8616 71.02112 93.60556 94.92102 72.00694 101.0903 74.68768 72.74957 101.7199 78.67839 75.6439 81.15417 83.38465 96.17692 104.3887 183.5347 173.714 172.9053 165.1242 167.9434 167.5604 169.685 178.059 182.8333 186.6815 185.181 188.7671 193.9453 196.3314 199.4613 205.0217 207.5885 198.8794 206.2942 238.3988 244.3461 273.2536 305.0746 212.4759 242.7365 243.9877 216.2337 243.8955 286.0284 227.3939 220.9117 230.1695 227.706 261.8 265.3243 243.1889 271.8253 234.3608 271.5161 236.0339 237.4535 285.9883 301.33 273.2348 252.2167 275.6012 274.8545 296.0709 285.4488 296.3393 297.9719 296.5148 305.6338 293.0614 291.5099 296.5299 300.5545 317.3704 299.5785 285.6112 295.9764 324.8423 299.9233 293.9409 295.4116 294.9203 298.385 334.3247 295.7402 335.4907 296.9781 304.461 305.6436 306.2189 333.6004
60.41937 87.77856 31.83398 10.81665 5.374838 5.385165 27.07397 14.38074 66.00758 0 24.18677 22.36068 15.81139 30.41381 10.63015 7.615773 10.63015 21.93171 31.53383 198.8394 204.567 57.88888 56.5764 44.77723 45.61798 52.19435 58.42089 65.30697 60.20797 62.20129 71.11962 65.43126 72.8989 74.98333 67.83518 76.84706 76.47876 81.85964 83.25863 86.58522 143.0874 236.677 224.8753 223.4083 144.5856 145.9932 147.1207 147.9797 157.035 159.1383 163.9177 164.2224 167.4515 174.1143 175.5135 178.4997 182.7573 184.7918 192.8419 200.8136 278.0018 285.6711 320.1401 346.8659 228.869 280.5281 281.3699 234.047 280.8167 332.3962 217.7849 221.1176 222.1824 245.7173 300.0021 303.2886 232.5777 310.258 246.0285 309.1278 245.204 248.7363 324.3029 342.7039 305.5589 254.871 308.4234 306.8941 333.024 318.0566 332.662 333.5135 331.0136 342.8834 325.4935 322.8699 329.8196 335.2193 356.3495 331.9572 274.1276 327.2996 363.0875 330.0561 319.7049 320.4325 318.9436 323.73 372.9075 283.4806 373.7713 320.2202 328.0587 329.6559 330.5889 368.9366
37.98026 63.82481 9.755593 17.49286 22.66912 19.64688 5.830952 9.838981 42.19005 24.18677 0 2.236068 9.219544 6.324555 32.24903 21.37756 17.72005 14.42221 20.39729 174.6555 190.7548 41.21868 40.66803 38.47077 38.20995 63.28704 63.13478 56.14268 63.95311 65.74192 60.67125 70.76192 63.00992 63.73774 72.38516 67.37492 65.9242 71.84706 73.68175 81.05554 123.9072 214.6835 203.3172 202.0056 145.7738 147.8005 148.3189 149.7231 158.66 161.9136 166.3791 165.9397 169.3665 175.5186 177.3415 180.4277 185.2761 187.5553 189.0952 196.9601 259.7884 266.9925 300.0033 328.2454 217.573 262.8555 263.8219 222.3263 263.4027 312.4328 215.6886 215.3927 219.5131 234.0299 282.2893 285.6589 231.0071 292.515 236.4847 291.6248 236.5164 239.3471 306.643 324.1946 289.6468 248.5664 292.3696 291.0756 315.8006 302.1076 315.6279 316.7195 314.5298 325.601 309.6272 307.3272 313.7037 318.6989 338.5853 316.131 273.2059 311.7852 345.5611 314.9254 305.9236 306.8941 305.7221 310.101 355.3041 282.9139 356.2611 307.2588 315.0151 316.4838 317.3043 352.3113
40.20572 65.47705 11.95579 16.40122 21.187 18.02776 7.81025 8.173467 44.28318 22.36068 2.236068 0 7.071068 8.062258 30.14963 19.23538 15.52417 12.52996 19.23378 176.4999 190.6978 41.22734 40.55723 37.21559 37.05401 61.17393 61.29437 55.3263 62.16912 63.97656 60.01666 68.9148 62.3077 63.18623 70.58525 66.64982 65.30697 71.19691 72.99315 80.00625 124.5231 215.824 204.3711 203.0302 144.3087 146.2942 146.8554 148.2228 157.1751 160.3527 164.8423 164.4536 167.869 174.0607 175.8551 178.9361 183.7468 186.0108 188.0425 195.921 260.3171 267.5892 300.8268 328.8434 217.2487 263.3097 264.2593 222.0495 263.8219 313.2303 214.515 214.5251 218.3873 233.7541 282.753 286.1119 229.7983 292.9846 235.9873 292.0616 235.9343 238.8354 307.1037 324.7762 289.8763 247.7645 292.6175 291.2937 316.204 302.3442 316.0063 317.0666 314.8365 326.0138 309.8548 307.5142 313.9634 319.011 339.0649 316.3548 271.9605 311.9695 346.0094 315.0635 305.9007 306.8436 305.6354 310.0615 355.764 281.6438 356.7086 307.1433 314.9103 316.3937 317.227 352.6418
47.12218 72.0274 18.51035 12.52996 15.67021 12.20656 13.89244 3.890873 51.35173 15.81139 9.219544 7.071068 0 15 23.08679 12.16553 8.544004 10.04988 19.29146 183.3144 192.9199 44.17151 43.17664 36.12478 36.34556 55.76065 57.38467 55.54278 58.5235 60.40695 60.72891 64.93266 62.84306 64.2067 66.82024 67.07539 66.09841 71.8401 73.4983 79.22752 128.7012 221.2374 209.5842 208.1736 141.7921 143.6106 144.3416 145.561 154.5639 157.4325 162.0154 161.8302 165.1969 171.5394 173.2195 176.2776 180.9334 183.1338 187.0241 194.9438 264.1685 271.6211 305.4428 332.8626 218.6344 266.9569 267.86 223.58 267.3724 317.777 213.0394 214.1331 217.0829 235.2807 286.4197 289.7482 228.1844 296.6648 236.8122 295.6518 236.4847 239.6123 310.7554 328.7521 292.8844 247.5768 295.6772 294.2686 319.6952 305.3686 319.4276 320.4001 318.0566 329.5285 312.8514 310.3949 317.0505 322.2452 342.7608 319.3385 270.1911 314.8412 349.6176 317.8003 308.1659 309.0259 307.7093 312.2757 359.4023 279.7789 360.3124 309.1294 316.9266 318.4541 319.3259 355.9203
33.32417 57.50439 8.177035 23.70654 28.99234 25.96151 7.615773 16.12882 36.49658 30.41381 6.324555 8.062258 15 0 38.0526 27.07397 23.19483 17.20465 20.17822 168.438 186.4821 37.13461 36.86763 37.94733 37.36308 66.32684 64.63745 54.03702 65.19202 66.88797 58.07753 72.25822 60.53305 60.84817 73.65422 64.93716 63.1981 69.18092 71.11259 79.51101 118.4441 208.5689 197.2829 196.0006 145.4991 147.6787 148.0355 149.5761 158.4456 161.9877 166.355 165.7227 169.1892 175.1878 177.1158 180.2188 185.2077 187.5447 187.3846 195.2027 254.4209 261.5206 294.218 322.7657 213.8831 257.6063 258.6001 218.5246 258.2112 306.6794 214.345 213.115 218.0138 230.2216 277.0221 280.4086 229.7706 287.2368 233.2059 286.4001 233.4524 236.1033 301.3777 318.7396 284.7828 246.0879 287.4717 286.2324 310.6284 297.2289 310.498 311.6428 309.5238 320.4122 304.7638 302.5393 308.7815 313.683 333.2867 311.2739 272.0742 307.0016 340.3124 310.2289 301.5481 302.5756 301.4797 305.7591 350.0357 281.8621 351.0128 303.0775 310.8094 312.2467 313.0399 347.2596
69.73163 94.26593 40.93262 21.40093 15.80787 15.81139 36.13862 23.08258 74.43118 10.63015 32.24903 30.14963 23.08679 38.0526 0 11 15.0333 25.29822 33.52022 205.9509 202.8705 59.70984 58.08519 42.80187 44.04543 42.86315 51.0098 63.24555 53.08484 55.08176 69.40461 57.57821 70.86783 73.5017 60.18536 74.50026 74.63243 79.61156 80.77747 82.28001 144.8068 240.2353 228.0626 226.4647 137.0912 138.2932 139.6084 140.289 149.3352 151.0761 155.9295 156.4609 159.6152 166.4095 167.6723 170.6169 174.6823 176.638 186.8181 194.7989 278.6144 286.5746 322.0233 347.6441 225.8539 280.7935 281.5564 231.2163 280.9217 334.1351 211.0857 215.7452 215.671 242.8374 300.2586 303.4881 225.659 310.5173 242.1673 309.2394 240.973 244.8 324.4898 343.4131 304.7347 249.6342 307.6752 306.0147 332.9294 317.2334 332.453 333.1595 330.48 342.8119 324.6121 321.8105 329.0745 334.7014 356.5614 331.0437 266.9081 326.2177 363.1425 328.7583 317.7062 318.308 316.6607 321.6467 373 276.1309 373.8048 317.805 325.6724 327.3316 328.32 368.4389
