0 9.083292 33.00905 68.49391 39.42492 47.42363 56.87461 14.00834 43.88577 68.2507 30.53136 84.11158 29.23539 88.23437 99.04928 46.30513 55.62431 59.02278 93.16692 97.22014 99.09847 91.77174 140.086 130.7913 139.4539 99.3129 158.8589 116.9123 119.0067 165.099 172.687 138.0182 139.0643 145.6352 141.9831 158.0298 181.813 165.98 183.4933
9.083292 0 24.08319 77.26035 30.80584 38.8873 48.27718 22.14723 35.44009 59.78306 38.48597 75.80164 36.37459 79.91801 91.06591 53.41582 62.00973 65.79514 101.2336 104.8725 106.827 99.08582 144.052 124.0593 133.0514 106.1508 153.3289 122.6433 124.509 160.3662 168.8689 140.7134 140 145.7282 142.3174 158.1661 179.1089 166.7385 182.3937
33.00905 24.08319 0 99.35204 7.81025 15.67021 24.65313 44.32268 12.80625 36.33297 59.35579 52.56636 55.849 56.64117 68.44706 71.82792 78.40352 82.92768 120.9721 123.3947 125.5388 116.7647 152.0735 104.1655 113.8909 122.4418 136.1677 135.7131 136.9398 145.1666 155.9372 145.4244 140.0714 143.454 140.7489 155.7899 168.9615 165.8825 176.4165
68.49391 77.26035 99.35204 0 103.9681 110.978 120.1176 55.29827 107.3098 130.0763 40.19385 144.0888 44.56334 148.0458 156.104 33.4712 36.79465 32.71074 30.17226 38.31079 39.03053 38.03921 109.0195 177.6687 183.5622 49.01556 195.7436 74.00216 77.84009 195.9996 196.611 117.6026 132.1102 144.0716 139.1119 154.6996 197.1157 157.1577 186.9722
39.42492 30.80584 7.81025 103.9681 0 8.117197 17.47347 49.62358 5 29.00997 63.78126 45.13929 59.80059 49.23978 60.82105 75.04166 80.73954 85.47514 124.2829 126.1477 128.3628 119.2015 150.7451 96.36562 106.1232 124.2779 128.5684 136.2377 137.2243 137.8252 148.9656 143.0638 136.3415 139.0427 136.5476 151.2961 162.5208 161.7702 170.9185
47.42363 38.8873 15.67021 110.978 8.117197 0 9.473999 57.17274 3.681787 20.90147 70.8016 37.02402 66.56158 41.12312 52.78152 81.22688 86.25203 91.12202 130.3692 131.811 134.0754 124.6364 152.6794 88.99235 98.94742 129.2139 121.9547 140.001 140.7648 131.8191 143.6709 143.931 135.6671 137.5221 135.2977 149.6375 158.1062 160.5633 167.8872
56.87461 48.27718 24.65313 120.1176 17.47347 9.473999 0 66.59105 13.10637 11.69708 79.98522 27.96262 75.61451 32.01419 44.12724 89.892 94.42726 99.38197 138.8823 140.0027 142.3023 132.66 157.4309 81.85808 92.15535 136.8229 116.0693 146.5572 147.1135 126.8727 139.7478 147.5984 137.6681 138.5327 136.6363 150.4363 155.3733 161.858 166.9407
14.00834 22.14723 44.32268 55.29827 49.62358 57.17274 66.59105 0 53.50234 77.41118 16.52648 92.63579 15.60805 96.7336 106.5688 32.5 42.23987 45.34865 79.22279 83.21208 85.09113 77.81067 128.4335 135.2101 143.1351 85.51316 160.7185 103.7588 106.0236 165.4666 171.4338 127.7507 130.9599 138.6165 134.6598 150.8807 178.7023 157.9642 177.9534
43.88577 35.44009 12.80625 107.3098 5 3.681787 13.10637 53.50234 0 24.3695 67.12959 40.37188 62.91087 44.4847 55.90885 77.66112 82.82148 87.66413 126.8316 128.3598 130.6139 121.2353 150.3571 91.39451 101.1897 125.9365 123.7872 137.0598 137.8931 133.2525 144.6752 142.0079 134.3726 136.601 134.2544 148.7834 158.619 159.5102 167.6883
68.2507 59.78306 36.33297 130.0763 29.00997 20.90147 11.69708 77.41118 24.3695 0 90.14003 16.26993 85.51507 20.31731 32.58433 99.01696 102.7229 107.7862 147.5779 148.1451 150.4975 140.5491 160.5053 71.41559 81.99073 144.0441 106.6981 152.1779 152.435 118.4278 132.3496 149.2893 137.2911 136.9186 135.44 148.4919 149.2346 160.4669 162.8181
