0 82.30975 100.013 123.1205 154.8908 38.14835 43.76222 43.81938 45.80926 177.4455 114.3401 186.7487 189.8534 192.4055 181.0899 155.4842
82.30975 0 21.51346 48.0432 92.81311 117.0089 121.5082 118.5675 121.2967 126.6224 149.5672 148.8459 165.719 172.7542 178.5851 165.0757
100.013 21.51346 0 26.53734 72.52162 132.3881 136.3773 132.6364 135.4725 107.841 151.8749 132.3718 152.0228 159.939 169.8504 159.9561
123.1205 48.0432 26.53734 0 48.44367 152.855 156.2825 151.8032 154.6996 85.83685 157.8436 113.6437 137.0731 146.1042 161.4636 156.5582
154.8908 92.81311 72.52162 48.44367 0 177.438 179.5189 173.7348 176.6058 38.42205 154.2873 69.58997 97.78888 108.184 131.8762 136.0685
38.14835 117.0089 132.3881 152.855 177.438 0 5.990991 10.48294 10.40536 193.813 96.14381 196.8425 193.5428 193.8808 175.3562 146.0326
43.76222 121.5082 136.3773 156.2825 179.5189 5.990991 0 7.211103 5.639641 194.8056 92.337 196.8104 192.5154 192.5104 172.96 143.2105
43.81938 118.5675 132.6364 151.8032 173.7348 10.48294 7.211103 0 2.910708 188.3036 85.76033 189.865 185.3421 185.3058 165.8207 136.1736
45.80926 121.2967 135.4725 154.6996 176.6058 10.40536 5.639641 2.910708 0 191.0267 86.69852 192.3647 187.5501 187.395 167.4992 137.6574
177.4455 126.6224 107.841 85.83685 38.42205 193.813 194.8056 188.3036 191.0267 0 150.3598 33.65547 65.31271 76.46981 106.7618 119.0283
114.3401 149.5672 151.8749 157.8436 154.2873 96.14381 92.337 85.76033 86.69852 150.3598 0 137.3084 120.4303 116.3811 87.41367 55.42742
186.7487 148.8459 132.3718 113.6437 69.58997 196.8425 196.8104 189.865 192.3647 33.65547 137.3084 0 32.72876 44.01459 78.03952 96.41062
189.8534 165.719 152.0228 137.0731 97.78888 193.5428 192.5154 185.3421 187.5501 65.31271 120.4303 32.72876 0 11.28718 47.64006 71.73533
192.4055 172.7542 159.939 146.1042 108.184 193.8808 192.5104 185.3058 187.395 76.46981 116.3811 44.01459 11.28718 0 38.18428 65.06919
181.0899 178.5851 169.8504 161.4636 131.8762 175.3562 172.96 165.8207 167.4992 106.7618 87.41367 78.03952 47.64006 38.18428 0 32.09102
155.4842 165.0757 159.9561 156.5582 136.0685 146.0326 143.2105 136.1736 137.6574 119.0283 55.42742 96.41062 71.73533 65.06919 32.09102 0
