0 11.68602 20.09975 28.05279 27.65863 62.45495 48.10405 46.80928 42.85149 46.17359 50 111.4038 96.89685 100.449 113.3578 125.4982 126.5069 107.2986 111.5213 158.5828 160.8808 167.6216 145.9316 160.5217 173.0204 175.3408 187.4086 196.0199 184.9842 188.5338 190.4239 190.1823 211.3826 203.8869 193.1171 203.8371 217.9749 223.3943 207.0556 229.5635 216.7487 225.8027 230.8679 228.8427 230.3192 233.6942 232.6397 239.8588 237.6957 235.8163 229.7215 235.1531 234.7765 234.1965 237.3942 238.0619 239.259
11.68602 0 25.15473 20.95295 25.35838 51.62504 38.38671 35.2807 31.17565 34.48848 38.31535 105.4156 91.75967 95.22334 109.0518 121.8357 122.5706 96.5883 105.5351 153.9783 155.8831 162.2452 134.7459 154.021 167.0739 168.3318 180.6761 188.6252 177.1179 177.1441 178.9959 178.6831 202.127 192.2472 182.7014 192.8516 206.289 214.4542 195.9989 220.5228 205.9435 214.1362 221.5514 219.1355 219.0225 224.2501 222.8415 230.4452 228.1348 225.2619 218.8182 224.8833 224.3176 222.6678 227.0178 227.1494 227.7729
20.09975 25.15473 0 45.82064 16.03122 74.88692 63.13478 51.94882 51.3639 54.03702 57.2014 98.15766 82.66196 86.26703 97.74457 109.0037 110.3087 119.6035 98.27004 142.9213 145.697 152.8954 156.2234 147.5112 159.0662 163.0671 174.591 184.3004 174.2294 197.5171 199.1413 198.3565 203.5959 210.4045 188.968 202.0039 222.888 214.758 205.5627 221.1429 214.0093 229.4941 223.1412 222.2004 230.0969 226.2941 226.246 232.3494 230.5976 231.9531 227.3612 230.2542 230.5559 235.805 232.8605 235.7071 240.4393
28.05279 20.95295 45.82064 0 45.2954 38.05135 21.63567 36.17032 28.10812 31.39771 35.20697 119.0226 106.8228 110.1043 124.8935 138.2819 138.6984 81.5175 119.1432 169.0153 170.3742 176.1475 121.3971 166.1976 180.0656 179.4736 192.2352 198.8713 186.4663 164.7898 166.9091 167.1789 207.8644 182.4012 184.7006 192.1454 198.0465 220.9834 194.8756 226.7476 206.0696 207.1435 226.998 223.4105 216.2413 229.3076 226.8025 235.5609 232.8189 226.4101 218.3822 227.1751 225.8687 217.856 228.8857 226.6225 223.3809
27.65863 25.35838 16.03122 45.2954 0 66.69181 57.97413 39.92629 41.60829 43.60046 46.09772 84.28798 69.42622 73 85.70298 97.88059 98.85848 110.2089 84.40379 130.937 133.2896 140.1214 144.9755 133.5887 145.7397 148.7713 160.5895 169.7656 159.2922 185.235 186.701 185.6201 187.8796 196.8083 172.937 186.0982 208.5919 199.2235 189.693 205.5636 198.0227 214.7533 207.4247 206.3201 214.391 210.5232 210.3384 216.5993 214.7819 215.923 211.397 214.2382 214.5251 220.4654 216.834 219.7408 224.9963
62.45495 51.62504 74.88692 38.05135 66.69181 0 17.08273 30.5774 25.37491 24.29862 23.64999 114.3086 106.491 109.0519 125.1205 139.3378 138.8784 44.9682 114.4226 165.0851 165.0588 169.2398 83.71761 155.8146 170.9644 166.4851 179.7167 183.5653 169.7947 126.8606 128.9312 129.1372 184.5273 144.4699 156.4468 160.4853 160.5494 198.6572 162.7265 203.8395 175.1624 170.1805 202.8816 197.6195 182.2441 204.5713 200.5154 210.8206 207.4823 196.4583 186.704 198.6356 196.4132 182.1977 199.7878 194.764 188.0021
48.10405 38.38671 63.13478 21.63567 57.97413 17.08273 0 30.78325 22.2991 23.70654 25.80698 118.3931 108.5035 111.4271 127.1377 141.134 141.0603 59.90826 118.5116 169.2882 169.8694 174.7713 99.79285 162.7733 177.4581 174.6271 187.7232 192.7701 179.5147 143.2655 145.4244 145.804 197.0363 161.4425 170.7949 176.0821 177.6292 210.8009 178.4938 216.2281 190.5203 187.2393 215.7452 211.1232 198.6223 217.681 214.2154 223.9447 220.8308 211.5099 202.344 213.1783 211.2865 199.0226 214.5367 210.4741 204.7623
46.80928 35.2807 51.94882 36.17032 39.92629 30.5774 30.78325 0 8.894291 7.149015 7.00774 87.61699 77.9219 80.7724 96.59212 110.672 110.4948 71.03144 87.73561 138.5053 139.1169 144.1157 105.0557 132.5643 147.0451 144.9705 157.9468 163.7588 150.9833 145.6855 147.2571 146.4145 171.6971 158.6543 149.3022 158.1826 171.8108 184.8259 161.1983 190.5787 171.6124 179.2117 190.8473 187.4009 183.8633 193.19 190.8566 199.4397 196.7488 191.438 184.2775 191.7171 190.7106 187.3964 193.5956 192.5837 192.4922
42.85149 31.17565 51.3639 28.10812 41.60829 25.37491 22.2991 8.894291 0 3.5 7.5 96.29282 86.2047 89.13613 104.8392 118.8438 118.7613 68.71863 96.41188 147.1334 147.8297 152.906 104.8938 141.4508 155.9075 153.8579 166.839 172.5992 159.7656 146.6058 148.3526 147.8549 179.939 161.1054 156.6689 164.688 175.1485 193.2 167.558 198.8936 178.3935 183.1749 199.0132 195.3183 189.6218 201.2741 198.6983 207.5307 204.7498 198.5288 190.8719 199.1337 197.9198 192.3441 200.8936 199.147 197.6201
46.17359 34.48848 54.03702 31.39771 43.60046 24.29862 23.70654 7.149015 3.5 0 4 94.69198 85.07056 87.92042 103.7401 117.816 117.6435 66.61081 94.81034 145.597 146.163 151.0927 102.1933 139.3258 153.8984 151.517 164.5418 170.0806 157.1357 143.6698 145.3797 144.8113 176.8615 157.8836 153.3174 161.221 171.8023 190.192 164.0806 195.8515 174.9514 179.7603 195.8979 192.1067 186.1224 198.1237 195.4616 204.3826 201.567 195.1253 187.4108 195.7882 194.5353 188.8597 197.5247 195.683 194.1288
