0 44.14931 71.06208 63.20703 73.67406 76.66389 82.72279 130.9227 109.5778 140.6775 140.1477 140.3999 201.5433 131.1841 143.9944 146.0613 194.378 204.6858 188.7017 198.327 198.9324 207.2766
44.14931 0 27.05471 21.78585 46.23704 35.35644 40.89488 88.22845 132.4006 99.95861 159.3861 100.2544 179.9545 147.7014 109.4952 163.4777 202.146 173.5719 178.055 203.9119 187.94 195.7702
71.06208 27.05471 0 12.78953 41.81503 15.07299 17.81005 61.83455 148.6169 75.05593 172.8747 75.83787 167.7357 160.1079 89.69387 175.8657 208.0606 154.7799 173.2251 208.4928 182.6119 189.9122
63.20703 21.78585 12.78953 0 31.21452 13.72974 19.59974 67.72196 135.856 78.4445 160.1122 78.61222 161.772 147.3889 88.13057 163.1572 196.1885 152.6241 164.1627 196.8802 173.7514 181.2629
73.67406 46.23704 41.81503 31.21452 0 29.6601 32.99384 70.62192 115.5136 73.73746 136.1941 72.36778 133.8793 122.7018 70.61949 138.1757 166.7026 131.3304 133.182 166.8555 142.8649 150.4916
76.66389 35.35644 15.07299 13.72974 29.6601 0 6.161549 54.33666 142.1706 64.71685 164.6411 64.91726 152.6718 151.4241 75.76444 167.0397 196.2645 140.6707 158.713 196.2301 168.0039 175.2177
82.72279 40.89488 17.81005 19.59974 32.99384 6.161549 0 48.22506 147.0185 59.06507 168.8873 59.42779 150.845 155.5242 71.88828 171.0619 198.8096 136.97 158.8464 198.4764 167.9686 175.018
130.9227 88.22845 61.83455 67.72196 70.62192 54.33666 48.22506 0 184.2447 19.05268 201.3816 22.16353 138.525 187.2909 51.02505 201.899 218.1815 109.4024 161.6044 215.6356 168.9865 174.4483
109.5778 132.4006 148.6169 135.856 115.5136 142.1706 147.0185 184.2447 0 182.3639 31.61402 179.8276 168.2393 27.85956 163.3514 38.96194 96.18824 198.3386 130.3861 103.3572 139.1434 147.0484
140.6775 99.95861 75.05593 78.4445 73.73746 64.71685 59.06507 19.05268 182.3639 0 196.81 3.83858 120.8612 182.5757 34.30981 196.5383 207.9654 90.35181 146.9899 204.6728 153.817 158.8225
140.1477 159.3861 172.8747 160.1122 136.1941 164.6411 168.8873 201.3816 31.61402 196.81 0 193.871 161.7231 14.25713 173.4068 8.544135 67.81301 198.5492 117.7522 76.20287 125.1086 132.2135
140.3999 100.2544 75.83787 78.61222 72.36778 64.91726 59.42779 22.16353 179.8276 3.83858 193.871 0 117.1662 179.6274 30.4795 193.4942 204.3778 87.36704 143.1572 201.0236 149.9784 154.9871
201.5433 179.9545 167.7357 161.772 133.8793 152.6718 150.845 138.525 168.2393 120.8612 161.7231 117.1662 0 150.2215 87.57943 156.2634 131.33 51.23871 50.36068 123.2258 49.69857 49.51193
131.1841 147.7014 160.1079 147.3889 122.7018 151.4241 155.5242 187.2909 27.85956 182.5757 14.25713 179.6274 150.2215 0 159.2011 15.81139 68.48705 185.5398 108.1245 75.50166 116.1074 123.6002
143.9944 109.4952 89.69387 88.13057 70.61949 75.76444 71.88828 51.02505 163.3514 34.30981 173.4068 30.4795 87.57943 159.2011 0 172.0029 177.2267 65.11528 112.9819 173.195 119.6019 124.5231
146.0613 163.4777 175.8657 163.1572 138.1757 167.0397 171.0619 201.899 38.96194 196.5383 8.544135 193.4942 156.2634 15.81139 172.0029 0 59.28128 194.4865 111.2324 67.66461 118.2604 125.1759
194.378 202.146 208.0606 196.1885 166.7026 196.2645 198.8096 218.1815 96.18824 207.9654 67.81301 204.3778 131.33 68.48705 177.2267 59.28128 0 178.7877 80.97207 10.39283 83.41456 87.4078
204.6858 173.5719 154.7799 152.6241 131.3304 140.6707 136.97 109.4024 198.3386 90.35181 198.5492 87.36704 51.23871 185.5398 65.11528 194.4865 178.7877 0 99.08036 171.5357 100.2009 100.6876
188.7017 178.055 173.2251 164.1627 133.182 158.713 158.8464 161.6044 130.3861 146.9899 117.7522 143.1572 50.36068 108.1245 112.9819 111.2324 80.97207 99.08036 0 72.94367 10.23695 18.66297
198.327 203.9119 208.4928 196.8802 166.8555 196.2301 198.4764 215.6356 103.3572 204.6728 76.20287 201.0236 123.2258 75.50166 173.195 67.66461 10.39283 171.5357 72.94367 0 74.60446 78.1185
198.9324 187.94 182.6119 173.7514 142.8649 168.0039 167.9686 168.9865 139.1434 153.817 125.1086 149.9784 49.69857 116.1074 119.6019 118.2604 83.41456 100.2009 10.23695 74.60446 0 8.474963
207.2766 195.7702 189.9122 181.2629 150.4916 175.2177 175.018 174.4483 147.0484 158.8225 132.2135 154.9871 49.51193 123.6002 124.5231 125.1759 87.4078 100.6876 18.66297 78.1185 8.474963 0
