0 55.69263 67.83552 57.1525 61.82946 80.9227 89.76818 103.9137 100.8975 99.95332 121.6059 104.7797 101.1747 110.5184 147.3178 136.9433 129.4262 161.4465 129.973 132.6118 141.4145 166.2031 153.1107 175.1808 173.9464 152.3571 149.1141 152.5508 179.339 156.0852 183.3697 182.5999 170.2476 164.8214 190.4282 184.2355 181.7859 189.2236 183.0152 187.194 186.7964 192.7138
55.69263 0 104.6734 95.52882 98.27836 115.5332 123.1295 132.6224 48.42946 45.53545 141.5183 49.66322 45.53037 54.82788 161.2583 152.8524 75.00317 170.2958 78.81863 80.96856 89.2019 170.6063 103.6516 173.4935 170.99 108.1051 122.2846 126.377 173.1653 129.6656 176.1813 173.5307 129.8117 126.826 177.284 135.5726 154.8002 169.2719 139.9028 165.7735 163.929 163.1549
67.83552 104.6734 0 10.68458 6.463012 13.19182 22.08734 37.47335 152.8464 148.7331 59.70168 151.4481 145.2301 152.2808 87.65734 76.66248 162.0408 104.8097 154.438 157.7109 166.6537 113.137 171.1029 127.1256 127.3098 161.3285 134.2773 136.2278 135.4696 139.441 140.1494 141.478 170.7691 162.4515 152.9729 197.3713 162.047 159.8161 186.2667 159.8011 161.2317 175.0559
57.1525 95.52882 10.68458 0 5.240909 23.83243 32.71953 47.72112 143.8813 140.1012 68.79569 143.0831 137.1195 144.5128 96.43111 85.49852 155.5351 113.0183 148.9558 152.1791 161.1988 120.6325 166.7277 133.6901 133.5872 158.1895 134.6363 136.8773 141.2645 140.1947 145.8568 146.7871 169.0546 161.1075 157.6793 193.9512 163.62 163.0913 184.2724 162.711 163.8268 176.3949
61.82946 98.27836 6.463012 5.240909 0 19.12067 27.93988 42.61748 146.4923 142.4522 63.55945 145.2354 139.0863 146.2415 91.22078 80.28076 156.4444 107.8804 149.249 152.5025 161.4812 115.6222 166.4065 128.8949 128.8652 157.2125 132.0038 134.1231 136.6768 137.3991 141.2958 142.3427 167.3807 159.2548 153.4258 193.1335 160.5025 159.3261 182.7392 159.0786 160.3122 173.3778
80.9227 115.5332 13.19182 23.83243 19.12067 0 8.895549 24.69514 163.3303 158.8003 48.35497 161.1693 154.6512 161.2501 76.4849 65.49046 169.4066 94.2553 160.5779 163.8957 172.7033 103.4374 175.8029 118.5175 119.0624 164.5587 133.3964 134.9704 127.7791 138.0279 132.5417 134.3611 172.1961 163.4686 146.5442 200.7839 159.4624 155.1309 187.9636 155.5699 157.3836 172.6904
89.76818 123.1295 22.08734 32.71953 27.93988 8.895549 0 16.46578 170.6298 165.8552 41.34761 168.0117 161.3232 167.6353 69.37245 58.45452 174.7855 87.56442 165.2111 168.5481 177.2477 97.38502 179.4791 113.238 114.0534 167.3195 133.5682 134.8777 123.1483 137.813 127.9525 130.1265 173.749 164.7792 142.7637 203.5655 158.3486 152.5657 189.6488 153.3233 155.3991 171.6814
103.9137 132.6224 37.47335 47.72112 42.61748 24.69514 16.46578 0 179.0482 173.6595 25.68973 175.2686 168.1971 173.7833 53.33544 42.54703 178.5967 71.83242 167.4828 170.8369 179.253 82.27545 179.6897 98.96807 100.1249 165.8114 127.598 128.4299 109.6668 131.123 114.5 117.1453 169.9197 160.5695 130.3504 201.879 149.9659 141.8998 185.9657 143.1477 145.6237 163.3885
100.8975 48.42946 152.8464 143.8813 146.4923 163.3303 170.6298 179.0482 0 8.964622 185.2466 14.2589 20.61553 26.89423 202.0512 194.7434 53.09015 208.4545 67.99449 68.15424 72.73516 206.5006 91.88423 205.8041 202.653 105.7973 139.7033 143.934 202.6669 146.6168 204.8475 201.0542 130.4424 131.1643 201.6403 121.5534 168.7905 188.6488 135.4254 184.1141 181.1077 173.855
99.95332 45.53545 148.7331 140.1012 142.4522 158.8003 165.8552 173.6595 8.964622 0 178.9116 6.652233 11.68037 18.93061 195.0018 187.9373 45.46539 200.9397 59.49746 59.81887 64.83983 198.6781 83.74981 197.5931 194.3887 97.10398 130.8053 135.0334 194.2257 137.6999 196.3427 192.4799 121.705 122.2959 192.8947 113.8845 159.8271 179.7463 126.9866 175.1927 172.1684 164.9055
121.6059 141.5183 59.70168 68.79569 63.55945 48.35497 41.34761 25.68973 185.2466 178.9116 0 179.5854 172.0037 176.3046 28.13084 17.14652 177.2781 46.24117 163.9403 167.2577 175.0828 56.62311 172.7418 73.72252 75.14083 156.4946 112.4717 112.5837 85.02475 114.8632 89.85743 92.93953 157.0866 147.3345 106.6408 191.7591 131.0128 120.0988 173.1168 121.9408 124.8963 144.3919
104.7797 49.66322 151.4481 143.0831 145.2354 161.1693 168.0117 175.2686 14.2589 6.652233 179.5854 0 8.134708 12.65452 194.845 188.078 39.04805 200.1737 53.76332 53.89569 58.57427 197.4682 77.6505 195.7392 192.4387 91.66099 127.1991 131.4084 191.9234 133.9769 193.9001 189.8788 116.3408 117.2786 189.8304 107.5184 155.6057 176.0763 121.1716 171.414 168.2614 160.2957
101.1747 45.53037 145.2301 137.1195 139.0863 154.6512 161.3232 168.1971 20.61553 11.68037 172.0037 8.134708 0 10.01214 186.9457 180.2776 35.62776 192.1264 48.23121 48.76474 54.36893 189.3581 72.87821 187.6069 184.3102 85.5723 119.4738 123.6932 183.8266 126.3111 185.8238 181.8308 110.1269 110.6281 181.9015 103.5288 148.2446 168.3904 115.6995 163.7834 160.7016 153.2397
110.5184 54.82788 152.2808 144.5128 146.2415 161.2501 167.6353 173.7833 26.89423 18.93061 176.3046 12.65452 10.01214 0 190.0027 183.7902 26.54679 194.2504 41.28414 41.29885 45.94426 190.7973 64.9969 188.0143 184.567 79.3491 116.9992 121.169 183.497 123.5935 185.2528 180.9972 104.0697 105.3346 180.2611 94.95551 144.521 165.679 108.5933 160.8775 157.56 148.7416
147.3178 161.2583 87.65734 96.43111 91.22078 76.4849 69.37245 53.33544 202.0512 195.0018 28.13084 194.845 186.9457 190.0027 0 11.00633 187.2711 19.00334 171.965 175.1618 182.1795 31.43129 176.8415 50.56879 53.04159 158.2633 108.3835 107.4324 63.72263 108.9746 68.37154 72.66187 154.4207 144.4294 87.21708 191.7127 120.1785 104.467 170.0171 107.4079 111.1641 133.0739
136.9433 152.8524 76.66248 85.49852 80.28076 65.49046 58.45452 42.54703 194.7434 187.9373 17.14652 188.078 180.2776 183.7902 11.00633 0 182.4123 29.3171 167.7982 171.0497 178.3908 40.57709 174.1766 58.79064 60.74743 156.4342 108.6002 108.074 71.12587 109.9295 75.89796 79.63947 154.3192 144.3817 93.8872 190.6958 123.2604 109.5281 170.1432 112.0045 115.434 136.4202
129.4262 75.00317 162.0408 155.5351 156.4444 169.4066 174.7855 178.5967 53.09015 45.46539 177.2781 39.04805 35.62776 26.54679 187.2711 182.4123 0 188.9279 19.31961 17.73434 19.83662 183.7072 39.35541 178.306 174.5231 56.47787 101.5492 105.49 172.005 107.3959 173.1458 168.304 81.00008 83.77593 165.6516 68.47733 125.6533 148.7784 83.65522 143.5995 139.7982 128.1823
