0 13.9492 6.629273 113.4923 21.06264 25.09377 32.01821 72.58374 144.5461 143.175 151.3603 136.5861 114.8433 149.5716 122.4047 138.0421 157.7228 148.741 154.4471 147.092 158.8927 164.4789 170.192
13.9492 0 7.618162 123.5308 7.252697 11.36898 18.19411 83.15411 154.3084 152.7733 157.0253 144.7488 102.3006 153.6915 110.5243 127.2196 158.7347 148.4125 154.6756 137.1251 149.9056 158.8469 163.2566
6.629273 7.618162 0 117.0476 14.86607 18.97367 25.81182 76.4148 147.9595 146.4923 152.5344 139.0863 108.3622 149.9542 116.0902 132.046 156.5971 146.9801 152.9503 141.3814 153.5325 160.4215 165.6152
113.4923 123.5308 117.0476 0 129.9889 133.8152 139.3717 41.05201 31.1618 30.06379 62.84569 31.9219 186.1791 74.53346 185.6949 188.1937 105.5938 110.7647 109.8488 187.6115 188.2018 164.236 179.3776
21.06264 7.252697 14.86607 129.9889 0 4.123106 10.96586 89.84555 160.6393 159.0503 161.7979 150.5257 96.98468 157.814 105.7406 123.1935 161.421 150.4764 156.9943 133.6749 147.0756 158.0415 161.6728
25.09377 11.36898 18.97367 133.8152 4.123106 0 6.946222 93.78285 164.4019 162.7882 164.801 154.0292 94.29932 160.4875 103.3901 121.2997 163.3384 152.0682 158.718 132.1238 145.8857 158.0274 161.2055
32.01821 18.19411 25.81182 139.3717 10.96586 6.946222 0 99.67349 169.7771 168.1019 168.4862 158.7931 88.63189 163.5191 98.167 116.7005 164.9385 153.095 159.972 128.0146 142.3035 156.2945 158.7339
72.58374 83.15411 76.4148 41.05201 89.84555 93.78285 99.67349 0 72.20726 71.00626 90.22664 67.4751 156.6643 95.17601 158.5352 165.2293 117.1291 116.0392 118.1489 167.7688 172.2026 157.7486 170.169
144.5461 154.3084 147.9595 31.1618 160.6393 164.4019 169.7771 72.20726 0 2.828427 54.09267 23.43075 210.6902 70.89605 208.8289 208.7552 106.1716 115.86 112.6703 206.245 204.3669 174.7603 191.2644
143.175 152.7733 146.4923 30.06379 159.0503 162.7882 168.1019 71.00626 2.828427 0 51.56891 20.61553 208.2283 68.23672 206.2823 206.0883 103.4523 113.0608 109.9063 203.5145 201.5804 171.9321 188.437
151.3603 157.0253 152.5344 62.84569 161.7979 164.801 168.4862 90.22664 54.09267 51.56891 0 33.28473 185.4507 18.26788 180.4359 175.1259 53.86152 66.5553 61.61328 169.3132 163.6908 128.0832 145.5618
136.5861 144.7488 139.0863 31.9219 150.5257 154.0292 158.7931 67.4751 23.43075 20.61553 33.28473 0 191.8394 48.54122 189.0879 187.6894 83.2481 92.46805 89.4539 184.4346 181.8352 151.4152 168.0184
114.8433 102.3006 108.3622 186.1791 96.98468 94.29932 88.63189 156.6643 210.6902 208.2283 185.4507 191.8394 0 172.4754 13.60024 36.53278 155.1041 138.03 146.5393 52.0361 70.57385 105.4356 98.22827
149.5716 153.6915 149.9542 74.53346 157.814 160.4875 163.5191 95.17601 70.89605 68.23672 18.26788 48.54122 172.4754 0 166.5839 159.8462 35.73423 48.422 43.3457 153.2086 146.7198 110.0989 127.6781
122.4047 110.5243 116.0902 185.6949 105.7406 103.3901 98.167 158.5352 208.8289 206.2823 180.4359 189.0879 13.60024 166.5839 0 22.94194 146.9882 129.6321 138.1393 38.45074 57.04065 93.22927 85.18159
138.0421 127.2196 132.046 188.1937 123.1935 121.2997 116.7005 165.2293 208.7552 206.0883 175.1259 187.6894 36.53278 159.8462 22.94194 0 136.2823 118.6642 127.0107 15.79798 34.5702 74.41526 64.16716
157.7228 158.7347 156.5971 105.5938 161.421 163.3384 164.9385 117.1291 106.1716 103.4523 53.86152 83.2481 155.1041 35.73423 146.9882 136.2823 0 17.62207 9.52698 127.1938 117.8405 77.38485 95.27953
148.741 148.4125 146.9801 110.7647 150.4764 152.0682 153.095 116.0392 115.86 113.0608 66.5553 92.46805 138.03 48.422 129.6321 118.6642 17.62207 0 8.514693 109.6345 100.679 61.77603 79.4872
154.4471 154.6756 152.9503 109.8488 156.9943 158.718 159.972 118.1489 112.6703 109.9063 61.61328 89.4539 146.5393 43.3457 138.1393 127.0107 9.52698 8.514693 0 117.748 108.3138 68.1257 85.99084
147.092 137.1251 141.3814 187.6115 133.6749 132.1238 128.0146 167.7688 206.245 203.5145 169.3132 184.4346 52.0361 153.2086 38.45074 15.79798 127.1938 109.6345 117.748 0 18.77464 60.52883 48.9214
158.8927 149.9056 153.5325 188.2018 147.0756 145.8857 142.3035 172.2026 204.3669 201.5804 163.6908 181.8352 70.57385 146.7198 57.04065 34.5702 117.8405 100.679 108.3138 18.77464 0 45.36435 31.31816
164.4789 158.8469 160.4215 164.236 158.0415 158.0274 156.2945 157.7486 174.7603 171.9321 128.0832 151.4152 105.4356 110.0989 93.22927 74.41526 77.38485 61.77603 68.1257 60.52883 45.36435 0 17.91524
170.192 163.2566 165.6152 179.3776 161.6728 161.2055 158.7339 170.169 191.2644 188.437 145.5618 168.0184 98.22827 127.6781 85.18159 64.16716 95.27953 79.4872 85.99084 48.9214 31.31816 17.91524 0
