87.63636 184.4545
92 199
100.0625 115.125
102.2403 221.6822
101.4286 83.28571
116.1705 101.2673
109.2 236.4
116.3 75.3
122.3571 245.0714
130.9091 121.7955
141.5 73.5625
143.2941 251.5294
148 72.66667
153.4444 75.88889
152 85
172.2922 80.16438
158.5 259.8333
162.4074 264.5556
174 261.8
190.3571 265.9286
193 96
198.4706 86.91176
196.6667 94.66667
202.3636 261.5455
222.5185 252.2593
222.4516 91.25806
224.6667 119
235.6364 244.2364
244.037 145.6667
242.8333 173.8333
243.75 239.5
251.4706 230.6471
259.3714 182.5143
259.4384 204.6027
258 189
