0 119.934 152.5439 144.3808 138.5851 149.7799 103.678 161.3972 110.25 167.0677 125.1297 159.2451 147.9295 152.381 137.8807 158.9746
119.934 0 47.04399 31.92159 30.18212 64.30692 182.8161 74.19359 180.93 95.90855 183.1319 103.4633 106.4492 115.1638 183.5853 160.2481
152.5439 47.04399 0 16.31234 17.02298 26.84917 191.8658 31.74 186.8842 57.09823 183.8575 70.74615 80.29818 88.75327 179.4406 141.7744
144.3808 31.92159 16.31234 0 7.033649 40.25599 192.5145 47.24872 188.5644 71.89216 187.2949 83.82515 91.37499 100.0724 184.4779 151.1774
138.5851 30.18212 17.02298 7.033649 0 36.80191 185.4842 45.19096 181.5349 68.81744 180.3353 79.51912 86.12217 94.87239 177.6602 145.2145
149.7799 64.30692 26.84917 40.25599 36.80191 0 174.4674 11.93702 168.2112 32.04008 163.1016 43.96399 53.81116 62.11943 156.9818 115.8744
103.678 182.8161 191.8658 192.5145 185.4842 174.4674 0 182.3546 12.84508 172.5722 33.21087 155.7191 138.7134 136.9616 52.12267 105.5116
161.3972 74.19359 31.74 47.24872 45.19096 11.93702 182.3546 0 175.5174 25.74605 169.2614 41.81859 54.82163 62.37078 161.9889 117.3038
110.25 180.93 186.8842 188.5644 181.5349 168.2112 12.84508 175.5174 0 164.3281 20.47185 146.9403 129.8039 127.4768 39.30252 93.44784
167.0677 95.90855 57.09823 71.89216 68.81744 32.04008 172.5722 25.74605 164.3281 0 155.4926 19.29011 35.77351 41.37569 145.956 96.11869
125.1297 183.1319 183.8575 187.2949 180.3353 163.1016 33.21087 169.2614 20.47185 155.4926 0 137.2224 120.0487 116.5351 19.01138 76.58277
159.2451 103.4633 70.74615 83.82515 79.51912 43.96399 155.7191 41.81859 146.9403 19.29011 137.2224 0 17.19664 22.08761 127.0946 76.93095
147.9295 106.4492 80.29818 91.37499 86.12217 53.81116 138.7134 54.82163 129.8039 35.77351 120.0487 17.19664 0 8.788771 110.1849 62.50992
152.381 115.1638 88.75327 100.0724 94.87239 62.11943 136.9616 62.37078 127.4768 41.37569 116.5351 22.08761 8.788771 0 105.5747 55.12496
137.8807 183.5853 179.4406 184.4779 177.6602 156.9818 52.12267 161.9889 39.30252 145.956 19.01138 127.0946 110.1849 105.5747 0 60.39715
158.9746 160.2481 141.7744 151.1774 145.2145 115.8744 105.5116 117.3038 93.44784 96.11869 76.58277 76.93095 62.50992 55.12496 60.39715 0
