0 146.297 137.8907 139.938 135.1184 134.5746 174.1065 76.64838 137.211 150.9927 163.9035
146.297 0 171.1651 7.648955 15.6625 24.79839 68.86882 179.4788 138.2531 136.1583 148.5657
137.8907 171.1651 0 163.9002 155.691 146.5626 138.7903 79.68143 37.66346 50.63166 51.74375
139.938 7.648955 163.9002 0 8.20975 18.11767 66.51401 171.9135 131.3402 129.7048 142.337
135.1184 15.6625 155.691 8.20975 0 10.50952 62.43928 164.6221 123.2155 121.8056 134.5676
134.5746 24.79839 146.5626 18.11767 10.50952 0 54.0594 159.2011 113.4548 111.5919 124.2294
174.1065 68.86882 138.7903 66.51401 62.43928 54.0594 0 177.5596 101.2032 91.5858 99.65115
76.64838 179.4788 79.68143 171.9135 164.6221 159.2011 177.5596 0 98.4124 115.1205 123.4046
137.211 138.2531 37.66346 131.3402 123.2155 113.4548 101.2032 98.4124 0 16.73385 26.93424
150.9927 136.1583 50.63166 129.7048 121.8056 111.5919 91.5858 115.1205 16.73385 0 14.49914
163.9035 148.5657 51.74375 142.337 134.5676 124.2294 99.65115 123.4046 26.93424 14.49914 0
