0 96.00239 117.277 74.78245 77.0514
96.00239 0 55.18817 114.7093 114.0883
117.277 55.18817 0 97.18153 95.12623
74.78245 114.7093 97.18153 0 3.201562
77.0514 114.0883 95.12623 3.201562 0
0 96.00239 117.277 74.78245 77.0514
96.00239 0 55.18817 114.7093 114.0883
117.277 55.18817 0 97.18153 95.12623
74.78245 114.7093 97.18153 0 3.201562
77.0514 114.0883 95.12623 3.201562 0
0 96.00239 117.277 74.78245 77.0514
96.00239 0 55.18817 114.7093 114.0883
117.277 55.18817 0 97.18153 95.12623
74.78245 114.7093 97.18153 0 3.201562
77.0514 114.0883 95.12623 3.201562 0
0 96.00239 117.277 74.78245 77.0514
96.00239 0 55.18817 114.7093 114.0883
117.277 55.18817 0 97.18153 95.12623
74.78245 114.7093 97.18153 0 3.201562
77.0514 114.0883 95.12623 3.201562 0
0 96.00239 117.277 74.78245 77.0514
96.00239 0 55.18817 114.7093 114.0883
117.277 55.18817 0 97.18153 95.12623
74.78245 114.7093 97.18153 0 3.201562
77.0514 114.0883 95.12623 3.201562 0
0 96.00239 117.277 74.78245 77.0514
96.00239 0 55.18817 114.7093 114.0883
117.277 55.18817 0 97.18153 95.12623
74.78245 114.7093 97.18153 0 3.201562
77.0514 114.0883 95.12623 3.201562 0
