0 11.04536 60.21042 122.6653 174.2373 151.6374 155.1424 156.5507 161.1812 180.0529 181.4276 188.8969 211.9869 202.0669 206.9299 209.4709 216.2863 233.1369 224.3495 235.423 237.3942 239.1783
11.04536 0 53.36353 128.8185 166.4828 143.087 160.6278 149.006 154.0944 173.994 186.3286 193.1959 208.8619 205.3572 210.0905 212.474 218.8067 228.0018 226.0431 232.8132 234.7978 237.6031
60.21042 53.36353 0 121.1378 114.1831 92.78771 146.5722 96.4009 100.9893 120.6789 167.7119 171.2046 159.278 178.0643 182.0441 183.6404 187.6637 175.2033 191.2807 184.1787 186.1783 191.5458
122.6653 128.8185 121.1378 0 190.405 184.4574 33.68628 174.5535 171.9843 172.7505 61.48145 71.71553 162.1265 90.55495 95.96252 99.44499 109.3372 203.3859 123.3669 175.7008 177.2303 167.7359
174.2373 166.4828 114.1831 190.405 0 28.57103 198.6342 18.09267 18.46611 34.90565 205.8324 201.5132 100.4452 194.5569 195.6876 194.9139 191.9146 83.74915 184.3939 124.1182 125.7338 143.0748
151.6374 143.087 92.78771 184.4574 28.57103 0 197.3905 20.70963 30.4962 57.2904 208.3156 205.7758 121.469 201.9305 203.7823 203.5479 202.1121 111.0693 196.9458 146.5033 148.2584 163.6067
155.1424 160.6278 146.5722 33.68628 198.6342 197.3905 0 184.5301 180.2729 175.8585 27.938 39.16432 152.4069 60.11069 65.50674 69.2756 80.12667 197.3686 96.11261 161.4557 162.7291 149.7446
156.5507 149.006 96.4009 174.5535 18.09267 20.70963 184.5301 0 9.868294 37.14604 193.4081 189.9631 100.7659 184.6833 186.2367 185.7824 183.7428 92.61123 177.767 125.8628 127.6301 142.9033
161.1812 154.0944 100.9893 171.9843 18.46611 30.4962 180.2729 9.868294 0 27.4006 187.9237 183.9353 90.98844 177.756 179.1103 178.5104 176.0627 83.45807 169.5133 116.0194 117.7816 133.2116
180.0529 173.994 120.6789 172.7505 34.90565 57.2904 175.8585 37.14604 27.4006 0 179.4799 173.7278 65.63376 164.4837 165.0986 163.9706 160.0145 57.03598 151.2675 89.80006 91.48525 108.2494
181.4276 186.3286 167.7119 61.48145 205.8324 208.3156 27.938 193.4081 187.9237 179.4799 0 13.3304 145.905 36.30478 41.30985 45.27277 56.85321 192.8446 74.49981 150.5874 151.5915 135.7445
188.8969 193.1959 171.2046 71.71553 201.5132 205.7758 39.16432 189.9631 183.9353 173.7278 13.3304 0 136.363 22.99134 27.98137 31.9431 43.5275 183.7232 61.26781 139.5325 140.4475 123.8473
211.9869 208.8619 159.278 162.1265 100.4452 121.469 152.4069 100.7659 90.98844 65.63376 145.905 136.363 0 120.4426 119.2145 116.9011 109.6305 47.7167 96.31677 26.01245 27.95304 42.62956
202.0669 205.3572 178.0643 90.55495 194.5569 201.9305 60.11069 184.6833 177.756 164.4837 36.30478 22.99134 120.4426 0 5.426274 9.184849 20.5628 168.1566 38.36834 120.6122 121.3462 103.3745
206.9299 210.0905 182.0441 95.96252 195.6876 203.7823 65.50674 186.2367 179.1103 165.0986 41.30985 27.98137 119.2145 5.426274 0 3.96927 15.64764 166.9142 33.89656 118.2709 118.9285 100.4004
209.4709 212.474 183.6404 99.44499 194.9139 203.5479 69.2756 185.7824 178.5104 163.9706 45.27277 31.9431 116.9011 9.184849 3.96927 0 11.69387 164.559 30.03207 115.3047 115.9201 97.11263
216.2863 218.8067 187.6637 109.3372 191.9146 202.1121 80.12667 183.7428 176.0627 160.0145 56.85321 43.5275 109.6305 20.5628 15.64764 11.69387 0 157.0224 18.53161 106.1242 106.6154 87.05463
233.1369 228.0018 175.2033 203.3859 83.74915 111.0693 197.3686 92.61123 83.45807 57.03598 192.8446 183.7232 47.7167 168.1566 166.9142 164.559 157.0224 0 142.9124 56.889 57.57239 79.81261
224.3495 226.0431 191.2807 123.3669 184.3939 196.9458 96.11261 177.767 169.5133 151.2675 74.49981 61.26781 96.31677 38.36834 33.89656 30.03207 18.53161 142.9124 0 89.98418 90.29644 69.82883
235.423 232.8132 184.1787 175.7008 124.1182 146.5033 161.4557 125.8628 116.0194 89.80006 150.5874 139.5325 26.01245 120.6122 118.2709 115.3047 106.1242 56.889 89.98418 0 2 22.94014
237.3942 234.7978 186.1783 177.2303 125.7338 148.2584 162.7291 127.6301 117.7816 91.48525 151.5915 140.4475 27.95304 121.3462 118.9285 115.9201 106.6154 57.57239 90.29644 2 0 22.45551
239.1783 237.6031 191.5458 167.7359 143.0748 163.6067 149.7446 142.9033 133.2116 108.2494 135.7445 123.8473 42.62956 103.3745 100.4004 97.11263 87.05463 79.81261 69.82883 22.94014 22.45551 0
