0 83.53881 30.21548 58.77891 45.21549 110.9221 121.483 128.9065 152.3914 174.8837 66.82481 188.6503 141.3774 95.55261 191.3286 194.1786 194.3362 184.4607 187.2934
83.53881 0 102.2489 25.9162 40.54692 33.74384 44.65705 52.24189 85.61854 117.7544 132.8118 141.482 163.1717 148.4032 155.8462 167.1504 174.9353 174.6422 185.6086
30.21548 102.2489 0 76.33366 61.7108 133.1363 144.1002 151.7362 178.3885 202.9179 84.47133 217.9565 168.2942 116.5242 221.37 224.3929 224.4641 214.234 216.4422
58.77891 25.9162 76.33366 0 14.63349 57.95227 69.03955 76.72662 107.4255 137.0301 113.8686 157.9932 158.166 133.6413 168.8807 177.7115 183.2291 179.8815 188.5284
45.21549 40.54692 61.7108 14.63349 0 72.06676 83.13392 90.81859 120.304 148.6019 104.2212 168.1206 156.8123 126.5741 177.2111 184.7131 189.0044 184.0543 191.3661
110.9221 33.74384 133.1363 57.95227 72.06676 0 11.0874 18.77449 52.61774 86.36339 149.3615 112.3412 159.5543 158.463 130.1155 143.9578 154.2009 157.5921 171.1188
121.483 44.65705 144.1002 69.03955 83.13392 11.0874 0 7.688381 43.04849 77.79907 157.6394 104.9555 162.1408 165.0709 124.3608 139.2747 150.5093 155.3839 169.7938
128.9065 52.24189 151.7362 76.72662 90.81859 18.77449 7.688381 0 37.03587 72.39753 163.6875 100.3843 164.5235 170.0655 120.9731 136.6352 148.5601 154.4845 169.4787
152.3914 85.61854 178.3885 107.4255 120.304 52.61774 43.04849 37.03587 0 35.69319 174.3381 64.86748 154.0101 173.6625 88.20332 105.9028 119.9428 129.6556 146.6476
174.8837 117.7544 202.9179 137.0301 148.6019 86.36339 77.79907 72.39753 35.69319 0 184.9077 30.2774 145.1411 177.7496 56.70564 76.33958 92.43039 106.2549 124.7897
66.82481 132.8118 84.47133 113.8686 104.2212 149.3615 157.6394 163.6875 174.3381 184.9077 0 188.1692 94.26718 33.20015 180.7662 176.3798 170.4648 154.5032 150.7311
188.6503 141.482 217.9565 157.9932 168.1206 112.3412 104.9555 100.3843 64.86748 30.2774 188.1692 0 133.2708 175.7246 28.44107 48.9754 66.27477 83.2447 102.4054
141.3774 163.1717 168.2942 158.166 156.8123 159.5543 162.1408 164.5235 154.0101 145.1411 94.26718 133.2708 0 64.57289 114.0052 101.3006 89.16656 68.75767 59.29768
95.55261 148.4032 116.5242 133.6413 126.5741 158.463 165.0709 170.0655 173.6625 177.7496 33.20015 175.7246 64.57289 0 163.8243 156.2341 147.7781 129.7112 123.2234
191.3286 155.8462 221.37 168.8807 177.2111 130.1155 124.3608 120.9731 88.20332 56.70564 180.7662 28.44107 114.0052 163.8243 0 20.5752 38.12366 56.61814 75.79555
194.1786 167.1504 224.3929 177.7115 184.7131 143.9578 139.2747 136.6352 105.9028 76.33958 176.3798 48.9754 101.3006 156.2341 20.5752 0 17.79759 38.01821 56.80804
194.3362 174.9353 224.4641 183.2291 189.0044 154.2009 150.5093 148.5601 119.9428 92.43039 170.4648 66.27477 89.16656 147.7781 38.12366 17.79759 0 21.82925 39.69622
184.4607 174.6422 214.234 179.8815 184.0543 157.5921 155.3839 154.4845 129.6556 106.2549 154.5032 83.2447 68.75767 129.7112 56.61814 38.01821 21.82925 0 19.20937
187.2934 185.6086 216.4422 188.5284 191.3661 171.1188 169.7938 169.4787 146.6476 124.7897 150.7311 102.4054 59.29768 123.2234 75.79555 56.80804 39.69622 19.20937 0
