0 43.00291 2.061553 47.00266 91.00137 51.02205 104.03 52.11766 93.30193 23.00543 137.3909 41.93149 41.33098 39.28422 54.11331 39.28422 55.30145 51.32495 39.87794 54.99318 50.56926 40.47839 49.95248 58.38878 49.72738 43.20012 70.46037 54.23329 175.2384 56.80009 103.0246 121.0142 94.81166 93.56415 164.0685 91.29211 131.1802 144.6058 200.4121 117.2359 116.9113 116.0829 160.3263 162.5171 128.0096 166.3317 174.5158 202.4827 184.7455 190.2328 193.5646 197.5677 232.9118 263.8356 189.5771 192.2063 224.6425 231.139 262.8217 235.7462 232.8229 268.1496 247.8986 274.9954 273.617 274.6821 275.7612 276.8542 279.5644 303.4275 293.2904 311.0567 317.043 302.9311 297.9182 316.5221 319.5407 318.189 321.772 317.6716
43.00291 0 41.01219 4.123106 48.01042 8.246211 61.07373 9.848858 50.63596 62.0967 95.12623 82.0061 80.65358 76.89603 93.60556 75.50166 93.40771 88.23831 72.06941 92.30926 86.33076 70.91721 84.97058 94.84725 82.54582 69.2026 107.2776 79.39773 134.9231 80.65978 85.94802 98.61222 85 86.14523 174.7158 96.13532 105.1903 117.843 163.9703 146.7549 145.9109 144.3607 131.7093 133.2675 154.3483 136.9106 146.0249 169.1183 157.6636 163.6437 167.9077 172.2709 209.4133 233.8632 200.5306 202.0705 227.706 225.3198 244.0082 229.4907 228.0926 251.096 242.4219 264.47 278.7059 280.0607 281.4267 282.8038 284.2552 293.4655 290.0276 298.698 303.3752 295.7364 295.0068 303.898 305.9183 305.3539 308.112 307.7743
2.061553 41.01219 0 45 89 49.0102 102.0196 50.08992 91.26883 24.20744 135.3403 43.41659 42.72002 40.45986 55.56978 40.30509 56.61272 52.49762 40.49691 56.22277 51.62364 40.94203 50.93133 59.5483 50.50062 43.32436 71.69363 54.42426 173.1798 56.921 101.4621 119.3256 93.47192 92.30926 163.8105 90.55385 129.4025 142.8202 198.4118 118.0042 117.6435 116.7647 158.5014 160.6763 128.5862 164.4886 172.7029 200.5517 182.9791 188.4841 191.8463 195.8628 231.2823 262.0115 189.3672 191.944 224.0803 230.1847 261.3695 234.7765 231.9165 266.765 246.97 273.8702 273.1831 274.2626 275.3561 276.4634 279.1147 302.3376 292.4825 309.8717 315.8077 301.957 297.1279 315.3284 318.308 316.9874 320.5386 316.5896
47.00266 4.123106 45 0 44 4.123106 57.03508 5.830952 46.52956 65.73431 91.00549 85.61542 84.20214 80.32434 97.12363 78.8321 96.79876 91.5478 75.13322 95.63472 89.55445 73.86643 88.14193 98.0867 85.55882 71.84706 110.5016 81.8352 130.8482 82.9759 84.2589 96.25072 84.09518 85.47514 175.2368 96.56604 102.4207 114.9436 160.132 149.1643 148.2734 146.6595 128.5892 130.0842 156.4313 133.703 142.8841 165.5174 154.6292 160.6432 164.9848 169.3731 206.622 230.4886 201.0098 202.4413 227.3697 224.1428 241.5968 228.2652 227.0138 248.8361 241.2486 262.794 278.4852 279.866 281.2579 282.6606 283.9894 291.8099 289 296.8173 301.371 294.3348 294.0068 301.9884 303.9161 303.4238 306.1046 306.1111
91.00137 48.01042 89 44 0 40.0125 13.15295 39.11521 7.28011 109.0367 48.8467 128.7245 127.0984 122.7844 139.832 120.907 138.9748 133.4054 116.0905 137.5282 131.042 114.3164 129.4025 139.56 126.0964 110.8603 151.7897 119.4362 91.94156 119.8541 88.83447 91.19395 96.74709 100.1699 195.9896 119.7539 91.04944 100.5092 127.0364 185.2188 184.0245 182.0027 109.7931 110.1842 190.123 113.21 123.0062 137.0109 135.896 142.1909 147.5263 152.1291 189.8678 204.5996 220.8278 221.2386 238.8828 226.8744 229.2619 230.3758 230.7623 238.3205 243.6918 259.1613 290.3963 292.0223 293.6563 295.2982 295.3811 288.0156 292.3303 290.2973 293.3062 293.4365 297.5769 295.061 295.8462 296.233 297.9463 302.0596
51.02205 8.246211 49.0102 4.123106 40.0125 0 53.00943 2.236068 42.42641 69.42622 86.88498 89.26926 87.80091 83.81527 100.6876 82.23442 100.2447 94.92102 78.29432 99.0202 92.84934 76.92366 91.38928 101.3903 88.66122 74.62573 113.7837 84.40379 126.7764 85.42833 82.74094 94.0108 83.38465 85 175.853 97.16995 99.74467 112.1207 156.3082 151.6476 150.7116 149.0369 125.5269 126.9549 158.5942 130.5469 139.7942 161.9413 151.6462 157.6935 162.1142 166.527 203.876 227.1387 201.5722 202.8953 227.1079 223.0359 239.2321 227.1079 226.005 246.6244 240.1404 261.1723 278.3253 279.732 281.1494 282.5774 283.7834 290.2034 288.0278 294.9822 299.4103 292.9846 293.0614 300.1233 301.957 301.5377 304.1398 304.4947
104.03 61.07373 102.0196 57.03508 13.15295 53.00943 0 52.00961 12.08305 121.6963 36.23534 141.2834 139.5887 135.1481 152.2367 133.1634 151.2118 145.561 128.0625 149.683 143.0979 126.1675 141.4001 151.585 137.9105 122.3806 163.7253 130.545 80.20754 130.7823 92.39893 91.75666 102.2008 106.0424 201.9481 127.3106 89.56004 97.62059 117.0523 195.5326 194.2576 192.1302 105.1286 105.1264 199.7481 107.8726 117.6693 128.5029 130.7097 136.9973 142.5798 147.1878 184.671 196.4128 226.3422 226.4564 241.8677 227.3434 225.1444 230.6339 231.5065 234.7039 243.9597 257.5125 293.232 294.9237 296.6227 298.3287 298.0419 286.1748 292.6055 287.6256 290.156 292.4414 297.901 292.2465 292.6841 293.3343 294.749 300.0817
52.11766 9.848858 50.08992 5.830952 39.11521 2.236068 52.00961 0 41.19466 70.03571 85.51023 89.82205 88.29496 84.20214 101.1385 82.53787 100.5783 95.18929 78.39005 99.29753 93.04837 76.93666 91.5478 101.5923 88.70069 74.43118 113.961 84.05355 125.077 85 80.64777 91.80136 81.49847 83.18654 174.4199 95.7549 97.50897 109.8858 154.3219 151.2085 150.2431 148.5295 123.3066 124.742 157.9503 128.3374 137.577 159.8312 149.4195 155.4646 159.8812 164.2932 201.6401 224.9644 200.113 201.3914 225.3375 221.0204 237.0084 225.08 224.014 244.4135 238.1238 259.0449 276.5863 278.0018 279.428 280.8647 282.0284 288.0781 286.0437 292.8182 297.228 290.9106 291.0842 297.9547 299.7749 299.366 301.957 302.3673
93.30193 50.63596 91.26883 46.52956 7.28011 42.42641 12.08305 41.19466 0 110.2905 44.64303 129.7575 128.0039 123.4706 140.5774 121.4187 139.4453 133.7535 116.1809 137.8731 131.244 114.2421 129.5222 139.714 125.9675 110.3676 151.8148 118.4736 86.52312 118.7013 83.08467 84.54142 91.80959 95.44108 191.3841 115.9741 84.00595 93.31163 120.5747 183.4802 182.2142 180.1 102.5135 102.9056 187.8054 105.9363 115.7312 130.0961 128.6173 134.912 140.2462 144.8491 182.5879 197.5854 216.0184 216.2926 233.0536 220.3021 222.009 223.7543 224.2593 231.0997 237.0763 252.1728 284.5294 286.1783 287.835 289.4996 289.4564 281.0018 285.7271 283.1722 286.1302 286.5659 290.9863 287.9201 288.6694 289.083 290.7662 295.0271
23.00543 62.0967 24.20744 65.73431 109.0367 69.42622 121.6963 70.03571 110.2905 0 153.0523 19.92486 18.78829 16.27882 31.7805 16.50757 32.44996 28.3196 19.23538 32.01562 27.65863 21.00595 27.20294 35.38361 27.7455 26.4764 47.48659 36 187.9794 39.01282 102.8935 122.7392 91.4385 89.02247 147.5251 80.41144 134.5251 147.9322 209.2803 94.8736 94.66784 94.02127 164.3533 166.8938 106.3397 170.7293 178.1334 208.9426 187.2586 192.3311 195.0205 198.7291 232.4364 267.2003 172.5206 175.5577 210.4899 221.0543 259.2373 225.8185 222.1852 263.5167 237.4482 266.7973 258.1569 259.0946 260.0481 261.0172 264.2291 294.7032 281.3752 303.5136 310.1492 292.8276 285.8059 309.0793 312.6052 310.8456 314.8412 308.8122
