13 154
20 222
20 238
24 240
38 137
38 262
43 60
46.7931 63.2069
51 110
51 129
110.2223 97.52742
85.70149 168.9552
101.9943 220.1829
112.8333 53.5
111 58
114 58
117 58
120 59
124.5 59.25
125.5 57
132.7931 62.34483
137 67
137 250
166.6468 74.69454
140 66
142 250
143 248
182.4628 263.8259
152 85
155 248.5
157 265
158 84
164 88
189 92.75
192.4 95.2
194 62
201 84.58333
203.05 90.9
231.5431 124.7005
234.7517 245.9014
226 172
226 300
228.3333 162
237 303
244.4706 172.0588
251 172
265.5582 195.2062
254 173
258 217
261.6667 149.3704
268 224
280 214
284.5 191
288 156
