0 36.76955 56.921 157.451 37.53665 35.1141 36.24914 147.8555 144.0976 130.6331 147.2048 143.8923 55.00909 152.2005 163.3707 112.4455 97.30879 105.3613 97.00515 104.9952 110.3449 115.5206 115.8836 125.3994 132.246 125.8769 189.0026 186.8776 192.6058 187.5233 146.4923 204.0741 218.0826 216.4532 215.4182 164.2589 167.0479 218.9087 196.5356 241.1742 237.5879 236.8903 208.2018 245.4893 209.4015 242.9918 211.9858 218.3232 221.5762 227.2708 237.9454 244.806 254.5781 261.2279 300.9352 270.3849 275.8786 288.4874 272.6353 303.4423 285.2806 319.3133 305.4914 304.8672 316.8485 292.6841 296.0241 298.918 296.6243 296.0422 317.0118 313.3832 298.4125 306.3234 309.3622 319.188 311.7515 312.5188 319.0392
36.76955 0 88.09086 137.2864 12.52996 49.76947 52.55473 111.2621 107.4683 93.92018 110.5407 107.2054 68.60029 115.4513 126.6254 134.2386 113.7409 124.0363 112.3299 121.4907 128.2809 132.0189 131.244 141.7357 149.7899 140.8013 152.8202 150.749 156.4257 151.4761 160.8602 168.4406 182.4281 180.8535 179.9139 176.1846 179.0112 184.5562 207.5386 207.3861 204.1372 203.5903 216.9332 212.5582 217.8004 210.6015 220.0954 226.4972 229.9565 231.8707 239.5204 248.8092 258.7856 265.7066 271.0166 272.1544 279.0287 261.467 273.2654 277.8259 277.9586 292.4739 281.4551 281.8368 291.899 278.3523 280.5285 293.503 288.4198 283.4872 293.3812 290.5942 283.0442 303.2656 300.6742 298.5649 296.0017 302.5029 307.4833
56.921 88.09086 0 165.7709 82.29824 44.59821 41.78516 196.7924 192.8526 178.8994 195.6611 192.2004 42.44997 197.952 208.8301 62.1289 57.55867 60.40695 59.21149 63.56099 65.78754 72.42237 74.46476 81.34494 85.86617 83.81527 229.752 227.4143 233.2659 227.6686 103.2473 242.1162 255.9062 254.0945 252.7153 123.0325 125.5906 252.2955 154.7781 272.3692 267.9254 266.8352 168.8668 274.2353 170.4494 270.4089 173.3032 179.3014 182.1648 192.6344 207.0411 210.3188 219.4949 225.5837 321.0763 238.1008 241.5802 302.6764 241.8471 314.4253 265.6106 332.4049 313.3449 310.8311 326.1978 283.8168 288.9779 276 277.9532 284.1918 323.8094 318.6801 291.0842 279.7892 291.0756 320.3701 304.6851 296.1959 304.9623
157.451 137.2864 165.7709 0 126.9976 130.9703 132.3076 143.1375 140.365 132.1714 140.2773 137.9482 123.6699 129.2042 133.4425 155.787 131.2902 141.2563 127.6861 133.5138 140.3594 136.9603 132.9138 140.2104 148.1029 134.9478 126.8916 124.6139 128.8492 123.3378 142.0349 125.687 135.1245 133.1591 131.0091 141.1834 142.948 118.9664 157.5383 129.8342 124.0177 122.1819 155.5675 126.0123 154.9469 119.9441 155.5396 160.5387 163.925 151.5733 147.0974 163.0215 172.0024 178.7688 158.0173 175.3133 185.7911 137.0166 172.673 148.8777 155.1076 166.6358 149.0083 147.7194 161.1994 143.3968 144.4687 174.165 163.0572 150.6263 160.1543 156.1124 147.0617 189.2297 173.794 161.9574 159.6344 173.1093 175.4953
37.53665 12.52996 82.29824 126.9976 0 40.79216 43.73786 114.6702 110.76 96.88137 113.6497 110.218 58.18075 117.0043 128.082 124.4227 102.9563 113.5958 101.3558 110.6391 117.6478 121.0785 120.1083 130.6981 138.9244 129.5299 152.2005 150.0208 155.7947 150.5855 149.4021 166.827 180.8342 179.1787 178.1011 164.3472 167.1706 181.3725 195.5307 203.6664 200.1225 199.4492 204.7071 208.125 205.548 205.762 207.8196 214.2195 217.6901 219.4015 226.9912 236.3155 246.2945 253.2212 264.6828 259.6247 266.5108 253.744 260.7393 269.5575 265.8195 284.7034 272.6243 272.6775 283.3972 267.1198 269.5074 281.2206 276.3711 271.9743 284.4266 281.3681 272.0018 290.8488 288.6832 288.7213 285.0439 290.663 295.8462
35.1141 49.76947 44.59821 130.9703 40.79216 0 3 153.4316 149.4561 135.4474 152.1455 148.6607 20.61553 153.7596 164.5509 84.5281 65.29931 74.88658 64.38167 73.10951 79.40403 83.73769 83.48653 93.60556 101.2126 93.34881 185.1621 182.8285 188.6796 183.0956 113.8464 197.705 211.5396 209.7451 208.4035 130.7287 133.544 208.6145 162.8258 229.2422 225 224.0089 173.8994 231.7671 175.0257 228.32 177.5528 183.9185 187.2245 192.3148 202.8324 209.8118 219.611 226.2941 281.8102 235.2807 240.8402 265.9962 237.5226 279.3944 251.1494 296.3781 279.9786 278.5121 292.0719 260.9693 264.8514 264.3577 262.688 263.5489 291.0713 286.7752 267.1647 271.413 275.525 290.9295 280.6314 279.0645 286.0857
36.24914 52.55473 41.78516 132.3076 43.73786 3 0 156.4233 152.4471 138.4377 155.133 151.6476 18.86796 156.7067 167.4873 81.84131 63.03174 72.42237 62.2254 70.83784 77.00649 81.46779 81.32035 91.35097 98.85848 91.21952 187.9681 185.6293 191.4811 185.8844 111.7587 200.4177 214.2382 212.4382 211.0853 128.8449 131.6549 211.1516 161.0008 231.683 227.4071 226.4001 172.2614 234.1047 173.4157 230.6014 175.9659 182.3211 185.6071 191.0236 201.8019 208.5569 218.33 224.9844 283.7464 234.2008 239.6351 267.6434 236.5418 280.8776 250.8804 297.9681 281.2988 279.732 293.4706 261.3542 265.3436 263.8977 262.4881 263.7594 292.3363 287.9601 267.6416 270.7323 275.3561 291.8921 281.1281 279.0161 286.1748
147.8555 111.2621 196.7924 143.1375 114.6702 153.4316 156.4233 0 4.003471 18.00694 2.915476 5.59017 166.061 17.61391 23.87991 230.4154 205.2785 217.1526 202.6234 211.9935 219.8846 221.1227 218.7836 229.4041 238.4098 226.4117 58.05385 57.24072 61.00205 59.00212 243.1445 77.79781 89.50559 88.69752 88.85522 252.401 254.9828 103.0983 278.7436 126.8671 126.417 126.9852 282.5301 137.1833 282.6026 138.9469 284.0533 289.9935 293.5903 286.7948 286.4232 300.7096 310.3003 317.3031 206.408 316.5079 326.3024 211.6512 314.6113 232.5511 297.0038 240.5187 242.4897 246.9276 248.1537 275.4946 273.5343 316.6627 303.8655 285.9165 254.9534 255.8071 276.225 332.2834 313.5797 271.4429 286.6256 311.1868 310.912
144.0976 107.4683 192.8526 140.365 110.76 149.4561 152.4471 4.003471 0 14.01586 3.419714 2.538591 162.0579 17.44834 25.35306 226.4217 201.2986 213.1692 198.649 208.0227 215.9107 217.1661 214.8374 225.4635 234.4663 222.487 59.3979 58.43253 62.46955 60.12025 239.2658 79.04447 91.08299 90.20039 90.26504 248.605 251.1927 103.9027 275.0473 127.8063 127.1696 127.6706 278.9315 137.8639 279.0181 139.4146 280.4855 286.441 290.0393 283.4033 283.2009 297.4 307.0116 314.0214 206.8239 313.3881 323.1281 211.3712 311.5597 232.1437 294.5026 240.4353 241.8452 246.1303 247.7292 273.6106 271.7824 314.083 301.481 283.8881 254.3245 255.0316 274.4742 329.5696 311.2884 270.4092 284.9873 309.018 308.9058
130.6331 93.92018 178.8994 132.1714 96.88137 135.4474 138.4377 18.00694 14.01586 0 16.77051 13.34166 148.0844 24.08319 34.71311 212.5959 187.5793 199.4242 184.9676 194.3631 202.2301 203.5927 201.3256 211.9811 220.9661 209.0933 66.85058 65.46182 70.21396 66.88797 226.1084 85.83851 98.73702 97.63708 97.41663 235.8474 238.4617 109.0046 262.738 133.154 131.9129 132.1893 267.0524 142.3025 267.2003 143.1363 268.7397 274.7581 278.3613 272.4059 272.9047 286.7351 296.4271 303.4617 210.0976 303.4881 313.0016 212.2357 301.9354 232.5086 287.0575 241.9132 241.3504 245.0816 248 268.5386 267.2064 306.3152 294.4775 278.2589 253.8592 254.0433 269.8981 321.2678 304.6309 268.466 280.8131 302.8283 303.3299
