0 4.242641 6.574361 20.39608 180.4149 98.67117 77.41447 169.1648 92.84934 92.42814 203.2591 210.6666 207.1238 210.8673 209.3711 213.1015 211.0587 134.9704 211.7605 211.367 210.2974 207.9751 213.0845 213.0023 213.8797 214.2942 148.0716 157.4706 211.1148 212.1745 157.1655 249.8899 181.401 196.2167 191.5124 243.7111 220.0954 210.4097 223.2588 225.347 223.6538 229.4978 236.1938 243.9611 246.5624 246.9818 290.7232 315.7927
4.242641 0 8.673075 17.02939 176.9786 94.92102 73.3553 164.9924 88.61715 88.98434 199.2417 206.6375 203.0706 206.7873 205.2833 209.0006 206.9487 133.9888 207.597 207.1956 206.1189 203.7766 208.9043 208.8061 209.6695 210.0615 145.5688 156.285 206.8754 207.9327 154.7417 245.7745 178.8742 194.0953 188.7671 240.4028 216.3146 207.5144 219.4641 221.5271 219.9204 225.7615 232.4701 240.2436 242.86 243.2982 286.681 311.7002
6.574361 8.673075 0 19.26713 185.5027 103.1725 77.47401 172.0306 94.2809 90.34392 206.9222 214.2813 210.6379 214.2589 212.7255 216.3889 214.2991 129.2474 214.6735 214.2224 213.0983 210.6016 215.8708 215.6491 216.3821 216.4607 144.0571 151.9042 213.1051 214.0449 153.0236 250.0435 177.3948 191.6304 187.8516 241.1213 218.801 207 222.0091 224.1825 222.2031 228.0537 234.7067 242.4505 245.0039 245.3662 290.4512 315.7861
20.39608 17.02939 19.26713 0 174.2197 90.55385 58.24946 155.1416 75.82216 72.0385 191.453 198.6912 194.8462 198.2145 196.6119 200.1406 197.9674 120.6027 197.7739 197.2308 196.023 193.2683 198.7687 198.3381 198.8661 198.5177 129.0242 142.2849 194.9669 195.7805 138.2932 230.7953 162.2802 178.0702 171.9448 223.3917 199.865 190.5787 203.048 205.1761 203.3642 209.211 215.8933 223.6538 226.241 226.6451 271.19 296.5215
180.4149 176.9786 185.5027 174.2197 0 83.94778 146.0487 77.05127 123.6843 173.0482 60.89815 66.39219 67.64471 73.51275 73.8744 77.99835 78.33637 261.5805 88.79689 90.34943 91.45674 95.57617 93.34666 97.51096 102.2911 112.4148 230.7787 274.6196 115.8911 119.8875 239.3437 190.762 252.2892 277.8298 250.6982 260.0856 209.7732 257.5446 210.6392 209.763 216.125 219.8167 225.4805 231.5015 234.6198 236.444 232.4552 245.1597
98.67117 94.92102 103.1725 90.55385 83.94778 0 68.50547 80.16324 51.85557 98.94059 106.7907 114.3696 111.4408 115.8836 114.6571 118.7697 117.0945 184.296 120.31 120.4159 119.8541 119.2063 122.6744 123.8467 126.0465 129.8188 163.7975 200.2623 128.7068 131.0343 173.2772 187.3612 191.1872 214.5903 193.8685 222.2029 180.7374 206.0426 182.8893 183.4864 186.2713 191.4138 198.1092 205.5262 208.6265 209.8762 231.4822 252.002
77.41447 73.3553 77.47401 58.24946 146.0487 68.50547 0 105.9391 24.08319 31.07955 146.7353 153.2999 148.7933 151.1092 149.2825 152.2145 149.7735 116.3615 147.4195 146.5367 145.031 141.3387 147.6279 146.4138 146.1626 144.2301 97.69903 131.7649 139.9968 140.346 107.4151 172.5821 127.7093 149.2649 133.154 174.3601 144.5856 148.5908 147.589 149.413 148.6607 154.4417 161.2505 169.0562 171.8197 172.4558 213.3284 238.403
169.1648 164.9924 172.0306 155.1416 77.05127 80.16324 105.9391 0 82.39778 123.0971 43.29118 48.74553 43.81387 45.40476 43.50805 46.28562 43.83441 209.0285 42.65169 42.20339 41.15772 39.42908 43.95987 44.29264 46.02476 49.93032 167.8805 217.3366 49.67227 52.59514 175.2289 118.2487 184.0303 210.1529 180.0305 183.4464 132.7408 184.2967 133.5881 132.7264 139.1012 142.7654 148.4456 154.5359 157.6638 159.4638 161.8043 178.6236
92.84934 88.61715 94.2809 75.82216 123.6843 51.85557 24.08319 82.39778 0 49.5635 122.7243 129.3495 124.8978 127.3499 125.5518 128.5895 126.1908 137.8985 124.3483 123.5678 122.1556 118.8029 124.8119 123.8911 123.9852 122.9548 112.243 151.6113 119.2215 119.9708 121.6306 159.2778 139.3435 162.7882 142.3587 175.2875 139.23 155.3637 141.889 143.1861 144.0555 149.6204 156.4698 164.195 167.1466 168.0744 201.6755 225.4595
92.42814 88.98434 90.34392 72.0385 173.0482 98.94059 31.07955 123.0971 49.5635 0 165.8894 171.7777 166.9034 168.316 166.3579 168.6962 166.0929 88.70337 161.7414 160.5275 158.7466 154.099 161.0962 159.0143 157.7976 153.6552 66.84899 102.0921 148.4165 147.8953 76.60084 166.9307 97.71076 118.4816 104.4226 151.558 129.2986 121.2914 132.6084 135.0072 132.3476 138.1975 144.7611 152.4548 154.9342 155.2225 204.4073 230.9412
