0 3 20.88061 120.1499 150.2698 26.1725 172.8424 150.2664 33.61547 47.75367 44.55334 48.25971 139.3794 197.5177 101.5815 147.2659 135.8133 140.1116 156.6919 95.46203 96.93297 161.3783 164.195 99.368 170.1101 103.8633 165.7324 106.4085 175.9107 169.9095 179.4464 111.4142 182.5911 109.11 111.9732 114.0141 116.693 118.8486 199.3531 124.889 132.7074 245.5768 234.7296 263.6437 175.7161 179.5063 219.6594 221.5626 235.595 245.8178 272.1147 284.5857 286.0437
3 0 20.22375 120.0375 150.12 24.08319 172.4949 149.7765 31.06445 45.79157 42.44997 46.10423 136.3853 196.6424 99.45357 145.5076 134.0009 138.3013 154.9947 92.70383 94.15413 159.6983 162.5331 96.56604 168.4768 101.0268 164.019 103.677 174.2744 168.2149 177.792 108.6675 180.8773 106.2544 109.11 111.1406 113.8036 115.9483 197.4817 121.9472 129.8393 243.2768 232.8626 261.811 172.7169 176.5064 216.7654 218.6801 232.7574 242.9642 269.3475 281.6026 283.0442
20.88061 20.22375 0 100 130.0346 40.16217 152.2908 129.5531 43.56604 61.20349 57.24509 60.43343 136.1541 176.6388 83.94865 127.7953 116.5558 120.8356 137.0123 83.74366 85.51023 141.641 144.4022 88.28363 150.2313 93.32127 146.0886 111.0415 156.0339 150.204 159.6152 115.7243 162.9276 98.85848 101.8332 104.0668 107.0666 109.4578 180.1984 116.5991 134.3996 228.4736 215.5226 244.2949 171.3791 174.8271 209.3854 211.0213 224.1093 234.6012 259.3939 277.1804 281.1139
120.1499 120.0375 100 0 30.14963 138.611 53.78197 34.4093 138.9172 157.5392 153.2221 155.6027 185.0979 86.60976 82.93458 81.31205 78.00801 80.00781 84.09733 116.6748 118.7939 86.38379 87.47571 121.6306 90.38498 126.6367 90.96825 187.1254 94.85021 93.06584 98.37174 190.3736 103.5075 131.0458 133.3042 135.511 138.7921 141.3542 124.327 150.8551 199.4072 186.5884 154.4345 179.1089 210.2478 211.8124 215.2725 215.244 221.4159 232.2757 245.7081 291.2542 306.635
150.2698 150.12 130.0346 30.14963 0 168.2974 24.86966 17.11724 168.1933 186.7963 182.4555 184.6965 205.1549 63.10507 101.6641 84.36142 85.3361 85.86763 83.4827 137.8768 139.8463 84.13537 84.17244 142.4114 85.04378 146.9357 87.89893 212.5648 88.05999 88.62421 91.00549 215.473 96.31947 150.7116 152.6204 154.6358 157.7126 160.1125 116.3883 169.457 222.3876 180.0316 141.8908 163.6246 227.0355 228.0844 223.0813 222.5691 226.4332 236.9969 246.4474 299.1254 317.4177
26.1725 24.08319 40.16217 138.611 168.2974 0 189.5165 166.1475 10.04988 21.74552 18.38478 22.09072 120.4788 210.3384 103.8649 152.7234 140.8767 145.1318 162.6531 88.23831 89.20202 167.4597 170.4259 91.02198 176.5648 94.52967 171.4319 82.17614 182.2815 175.7562 185.6071 87.29046 188.1281 99.12618 101.7104 103.4096 105.5616 107.3313 203.0977 111.7909 109.9284 243.8527 238.296 267.4416 157.2762 161.3459 207.242 209.4684 224.6152 234.385 262.5819 268.3282 267.3163
172.8424 172.4949 152.2908 53.78197 24.86966 189.5165 0 23.92697 188.6491 207.1346 202.772 204.7723 215.1156 41.17341 112.9723 84.42778 88.75951 88.06957 80.59587 150.0417 151.8305 79.80138 78.93352 154.0925 77.96331 158.0826 82.51498 227.8511 79.45321 82.00152 81.66088 230.3663 86.74247 161.2095 162.7652 164.5663 167.3955 169.601 105.0701 178.6222 235.0112 168.0317 126.0258 145.1637 233.7224 234.2926 222.0051 221.0939 222.9854 233.1708 239.276 297.3289 317.9819
150.2664 149.7765 129.5531 34.4093 17.11724 166.1475 23.92697 0 165.0273 183.4648 179.1005 181.0442 193.1922 52.24222 90.23757 67.98566 69.92317 70.06604 66.58599 127.1417 128.9961 67.09814 67.08204 131.3697 67.93216 135.5666 70.80882 204.221 71.011 71.50699 74.00676 206.8191 79.32424 138.9568 140.6627 142.5595 145.5034 147.8005 99.5293 156.9893 212.0926 163.1426 125.9603 148.6472 213.4357 214.272 206.8484 206.2474 209.7451 220.2581 229.373 282.795 301.677
33.61547 31.06445 43.56604 138.9172 168.1933 10.04988 188.6491 165.0273 0 18.62195 14.31782 17.04699 110.4315 207.6782 98.15935 147.6017 135.7065 139.9152 157.641 79.98125 80.80842 162.4616 165.463 82.46211 171.6472 85.71429 166.2826 73.08843 177.3078 170.6348 180.5464 78.15449 182.8457 90.13878 92.64988 94.27206 96.31329 98.0051 197.175 102.1928 100.3307 236.2569 232.2154 261.3695 147.2271 151.2961 197.5835 199.8499 215.1395 224.8362 253.2995 258.3118 257.28
47.75367 45.79157 61.20349 157.5392 186.7963 21.74552 207.1346 183.4648 18.62195 0 4.364583 4.185966 110.3136 225.4751 113.7437 163.563 151.6633 155.8039 173.6844 91.44573 91.90338 178.5046 181.534 93.06427 187.7483 95.47005 182.1519 65.54997 193.3354 186.5221 196.4729 70.71963 198.5197 99.21947 101.4148 102.7096 104.2581 105.5761 212.0125 108.2811 94.9609 248.1197 246.7525 275.8663 146.926 151.2488 202.4622 204.9733 221.0162 230.2731 259.9969 259.2832 255.7182
44.55334 42.44997 57.24509 153.2221 182.4555 18.38478 202.772 179.1005 14.31782 4.364583 0 3.847077 109.4266 221.1544 109.714 159.4937 147.5915 151.744 169.6045 88.09086 88.61715 174.4258 177.4514 89.87213 183.6621 92.44382 178.1017 66.31788 189.2619 182.4699 192.4162 71.48864 194.5047 96.33276 98.59513 99.95777 101.6083 103.0049 208.1425 106.0215 95.29559 244.8118 242.9424 272.068 146.1511 150.4211 200.5798 203.0394 218.9292 228.2861 257.752 258.306 255.3272
48.25971 46.10423 60.43343 155.6027 184.6965 22.09072 204.7723 181.0442 17.04699 4.185966 3.847077 0 106.495 222.5548 110.187 160.0486 148.1548 152.2775 170.1839 87.40023 87.8328 175.0018 178.0365 88.96404 184.2554 91.32966 178.6082 62.65099 189.823 182.9805 192.9363 67.82348 194.9279 95.05577 97.24299 98.53166 100.0742 101.3903 208.2635 104.108 91.77718 244.0435 242.949 272.0518 143.1594 147.4602 198.3473 200.8487 216.8668 226.1397 255.8285 255.44 252.1373
139.3794 136.3853 136.1541 185.0979 205.1549 120.4788 215.1156 193.1922 110.4315 110.3136 109.4266 106.495 0 212.7745 103.4983 137.3631 128.9639 131.0818 145.7596 68.5083 66.35287 149.4381 152.0972 63.47277 157.3235 58.50488 150.3633 54.52848 160.9728 153.987 162.397 51.26998 161.3537 54.45039 52.56585 50.63308 47.72537 45.52652 164.2716 36.76268 32.24503 172.8656 191.7788 217.8223 36.82371 41.00939 98.407 101.5174 119.1512 126.7257 159.3059 148.9791 146.9317
197.5177 196.6424 176.6388 86.60976 63.10507 210.3384 41.17341 52.24222 207.6782 225.4751 221.1544 222.5548 212.7745 0 118.4602 75.41154 84.48077 81.90543 67.38282 154.2506 155.6189 64.26515 62.01008 157.2204 58.00024 160.0551 64.58435 235.0441 56.45407 62.00806 56.93198 236.7343 60.76968 161.8804 162.7398 164.0776 166.3385 168.1019 74.23081 176.1616 236.9662 133.6808 88.17171 104.8296 225.2367 224.9894 201.42 199.9306 198.8775 208.3167 209.7496 274.4053 298.2805
101.5815 99.45357 83.94865 82.93458 101.6641 103.8649 112.9723 90.23757 98.15935 113.7437 109.714 110.187 103.4983 118.4602 0 49.90714 38.047 42.11483 60.07079 37.10319 38.86058 64.87769 67.92437 41.14664 74.15085 45.3718 68.42184 116.839 79.66872 72.79465 82.7523 118.8045 84.79446 49.0496 51.0105 53.08511 56.24875 58.73135 99.23693 68.18618 122.0425 144.5292 134.478 163.6095 127.3137 128.9154 139.8398 140.5468 150.2899 161.2258 181.5821 214.1333 226.2908
147.2659 145.5076 127.7953 81.31205 84.36142 152.7234 84.42778 67.98566 147.6017 163.563 159.4937 160.0486 137.3631 75.41154 49.90714 0 11.90378 7.81025 10.17895 81.603 82.64412 14.97231 18.0236 83.79409 24.25066 85.95453 18.70844 162.3273 29.77436 23.04127 32.94617 163.5348 35.47328 87.21382 87.83763 89.03598 91.15262 92.82914 52.65431 100.7664 162.0386 108.5864 87.81486 116.5009 151.2624 151.4095 138.8643 138.2688 142.2296 152.8813 164.5226 214.8219 234.0057
135.8133 134.0009 116.5558 78.00801 85.3361 140.8767 88.75951 69.92317 135.7065 151.6633 147.5915 148.1548 128.9639 84.48077 38.047 11.90378 0 4.301163 22.0328 70.67708 71.84184 26.8479 29.88729 73.18641 36.11132 75.71439 30.58004 151.5898 41.67208 34.9285 44.84696 152.9661 47.25859 77.40317 78.27036 79.64592 81.99085 83.84659 63.64316 92.20959 152.4861 116.8643 98.97601 127.8329 145.1088 145.579 138.351 138.0661 143.5 154.3284 168.2484 214.4907 232.0889
140.1116 138.3013 120.8356 80.00781 85.86763 145.1318 88.06957 70.06604 139.9152 155.8039 151.744 152.2775 131.0818 81.90543 42.11483 7.81025 4.301163 0 17.98919 74.04222 75.13488 22.7774 25.83118 76.36917 32.05767 78.69783 26.37181 154.8668 37.55413 30.73272 40.67247 156.151 42.9964 80.16389 80.9089 82.19776 84.43341 86.2047 59.36803 94.37508 155.1532 113.1384 94.69028 123.5364 146.2648 146.6024 137.3481 136.9535 141.8846 152.6612 165.8477 213.4649 231.6382
156.6919 154.9947 137.0123 84.09733 83.4827 162.6531 80.59587 66.58599 157.641 173.6844 169.6045 170.1839 145.7596 67.38282 60.07079 10.17895 22.0328 17.98919 0 91.51518 92.5006 4.822286 7.854581 93.5594 14.08013 95.53635 9.093649 172.091 19.66826 13.22035 22.95709 173.2077 25.91609 96.56964 97.06026 98.15705 100.138 101.7056 44.43188 109.3621 171.1221 103.2225 79.10348 107.4819 158.1026 158.0191 141.4441 140.5964 143.297 153.743 163.3197 216.9793 237.4216
95.46203 92.70383 83.74366 116.6748 137.8768 88.23831 150.0417 127.1417 79.98125 91.44573 88.09086 87.40023 68.5083 154.2506 37.10319 81.603 70.67708 74.04222 91.51518 0 2.236068 96.06019 99.08078 5.385165 105.1528 10.98086 98.63175 80.94657 110.1184 102.8944 112.641 82.49015 113.4867 16.49242 19.41649 21.83779 25.224 27.89265 123.8164 36.8236 84.97794 156.7241 157.4706 186.325 96.85112 99.26983 125.6831 127.2831 140.5205 150.9332 176.6536 195.1256 202.4055
96.93297 94.15413 85.51023 118.7939 139.8463 89.20202 151.8305 128.9961 80.80842 91.90338 88.61715 87.8328 66.35287 155.6189 38.86058 82.64412 71.84184 75.13488 92.5006 2.236068 0 97.0101 100.02 3.162278 106.0634 8.766938 99.49484 79.7491 110.971 103.7364 113.4416 81.17958 114.1897 14.31782 17.26268 19.67796 23.04886 25.70992 124.1875 34.60149 83.18203 156.2168 157.6642 186.4618 94.61574 97.03865 123.88 125.5149 138.8848 149.261 175.1963 193.0932 200.2424
161.3783 159.6983 141.641 86.38379 84.13537 167.4597 79.80138 67.09814 162.4616 178.5046 174.4258 175.0018 149.4381 64.26515 64.87769 14.97231 26.8479 22.7774 4.822286 96.06019 97.0101 0 3.059412 98.01306 9.281044 99.88279 4.863012 176.522 14.84663 8.579627 18.1648 177.5818 21.32432 100.7907 101.2095 102.2516 104.1595 105.6691 40.4333 113.1733 175.156 100.3908 74.7754 103.0017 160.9831 160.7851 142.2836 141.3172 143.4139 153.7452 162.3328 217.5306 238.5648
164.195 162.5331 144.4022 87.47571 84.17244 170.4259 78.93352 67.08204 165.463 181.534 177.4514 178.0365 152.0972 62.01008 67.92437 18.0236 29.88729 25.83118 7.854581 99.08078 100.02 3.059412 0 101.005 6.227181 102.8369 3.72678 179.5023 11.85591 6.103278 15.26434 180.5412 18.72005 103.6967 104.0865 105.1058 106.9825 108.4666 38.35531 115.9011 177.9754 99.1319 72.34639 100.4191 163.2385 162.9801 143.3954 142.3587 144.0868 154.3415 162.2964 218.4422 239.827
