0 104.0192 53.05893 11.28051 124.0645 162.1111 125.1958 27.89265 109.2932 92.34717 75.42546 52.17279 49.24429 177.6345 119.0798 118.3765 20.22375 180.1735 175.85 42.42641 41.7732 129.031 43.86342 200.7312 40.80441 52.49762 155.467 201.6135 43.08132 182.1483 58.72819 182.817 180.4467 60.87693 192.5747 196.6977 194.5353 180.2776 55.22681 56.32051 97.45255 194.2383 67.08287 201.2014 77.88453 224.0179 111.6468 114.057 232.125 113.1824 115.1564 242.8518 122.2497 126.115 128.8914 131.8484 144.0625 135.4483 250.7309 252.8122 146.3216 253.2548 244.6385 248.5096 161.2452 262.2556 258.2112 255.4095 169.5435 266.0075 183.1748 285.5241 283.2702 283.0159 206.9034 289.5876 264.1893 270.15 276.2607 280.9431 323.7839 300.1233 337.218 305.9412 302.6549 327.2308 350.6565
104.0192 0 51.00245 93.00134 20.09975 58.13777 21.58703 77.16217 7.81025 13.41641 29.61419 53.75872 56.7186 74.1485 19.79899 20.61553 108.5035 77.82352 153.7841 79.12016 81.34494 36.61967 137.3172 98.9798 131.7004 71.55418 58.60034 100.6578 95.85406 83.72574 149.7231 85.10618 82.49242 151.2415 93.94147 97.94897 96.74709 85.60374 112.2943 122.5398 189.4228 101.5997 125.4809 108.2312 144.755 130.4301 186.4323 189.5284 144.3122 182.2203 181.7058 156.285 188.4383 194.7332 199.6923 195.2332 216.0602 200.0156 168.6713 171.7032 210.6799 173.5108 167.6305 170.8011 222.5758 186.231 183.3494 182.2361 228.5804 190.8822 238.3044 214.1401 215.4484 217.0023 252.6915 231.2336 285.7271 290.8488 297.5433 305.6354 290.7645 293.6018 302.1655 301.2308 304.795 300.8056 317.6476
53.05893 51.00245 0 42 71.01584 109.0562 72.14049 26.38655 56.26944 39.38591 22.67708 8.732125 9.861541 124.6284 66.38712 65.85021 58.67069 127.4137 155.1134 35.85038 37.91108 77.80906 88.08661 148.173 82.82059 34.07712 103.8954 149.2825 52.68064 130.4463 101.4359 131.3262 128.8652 103.1613 140.8838 144.9974 143.1127 129.6659 71.13543 79.64452 141.6448 144.4515 85.63699 151.3877 103.5966 174.2104 144.3685 147.3067 184.4946 142.1302 142.5351 195.8092 149.6471 155.2136 159.4843 157.7633 175.796 162.2298 205.5389 208.0246 173.2808 209.0221 201.3982 205.0396 186.7063 219.6594 216.0446 213.9071 193.8021 223.8331 205.3929 245.1719 244.4305 244.9617 224.1478 255.024 268.9819 274.5911 281.1179 287.719 301.558 290.7477 314.1771 297.5823 297.7839 308.2681 328.7602
11.28051 93.00134 42 0 113.01 151.0406 114.0888 16.62077 98.15422 81.18651 64.23589 40.89315 37.9638 166.47 107.8483 107.1273 22.41093 168.9386 168.611 33.42529 33.18509 117.755 50.5099 189.471 46.42467 42.81647 144.1882 190.3398 37.83186 170.8691 65.12488 171.5417 169.1693 67.15839 181.296 185.4191 183.2628 169.0362 52.84174 56.136 104.8392 183.0526 66.0734 190.0164 79.24803 212.8409 115.6125 118.2 221.1476 116.1077 117.6786 231.9423 124.8609 129.2256 132.4358 134.1687 148.0414 138.0308 240.038 242.1699 149.0445 242.6814 234.1821 238.0278 163.6925 251.9013 247.9098 245.1943 171.7418 255.7132 184.9493 275.5018 273.4634 273.3244 207.6108 280.4376 262.3419 268.2466 274.4654 279.5751 316.7732 295.4763 330.0837 301.5083 298.9101 320.8197 343.7488
124.0645 20.09975 71.01584 113.01 0 38.0526 3.162278 97.04638 15.52417 32.24903 49.16299 73.33485 76.32169 54.12947 13.41641 15.65248 128.0039 58.228 155.7013 97.52948 99.72462 28.01785 156.5248 79.47956 150.8145 89.19641 42.63801 81.43709 113.842 65.80274 168.5734 67.46897 64.81512 170.0176 75.71658 79.61156 78.81624 69.31089 129.4681 140.0143 207.9639 85.60666 142.0661 91.92388 161.4497 113.4548 203.0394 206.1674 128.9729 198.2076 197.3955 141.1134 203.9436 210.4305 215.5852 210.238 231.8663 215.0866 154.6157 157.867 225.5349 160.0312 155.0484 157.9525 236.8122 173.5569 171.0468 170.4171 242.3902 178.3704 251.3822 202.2375 204.4358 206.4219 264.0928 222.3083 292.4996 297.397 304.1052 312.7059 286.6984 294.961 297.5164 302.8399 307.6882 298.0067 313.2539
162.1111 58.13777 109.0562 151.0406 38.0526 0 37.01351 135.0037 53.03772 70.02857 87.02299 111.1126 114.1096 17.49286 45.12206 46.57252 165.5929 24.78911 167.7129 134.1641 136.3121 45.22168 193.7524 45 187.9495 125.1719 32.89377 48.16638 149.9066 39.92493 205.3607 42.48603 40.16217 206.7124 47.16991 50.21952 51.10773 49.0306 164.4688 175.2826 244.2724 63.87879 176.2274 68.54196 195.5761 86.53323 236.772 239.9271 105.9906 231.1109 229.8891 118.072 236.1292 242.8436 248.2438 241.6609 264.3066 246.569 133.9328 137.6154 256.6281 140.5774 137.9275 140.0893 266.9082 155.5956 154.0292 154.538 271.8032 160.6487 279.6087 185.3106 189.4466 192.3382 289.5876 211.4356 310.0774 314.5425 321.2102 330.607 284.5699 302.9488 294.1088 311.1913 318.308 298.1812 310.1612
125.1958 21.58703 72.14049 114.0888 3.162278 37.01351 0 98 16.03122 33.01515 50.01 74.10803 77.10383 52.61179 11.40175 13.60147 128.6585 56.28943 153.0686 97.74457 99.92497 25 157.0032 77.49194 151.2514 89.1852 39.69887 79.30952 113.8859 63.24555 168.8816 64.85031 62.20129 170.2939 73.24616 77.17513 76.27582 66.46804 129.244 139.8642 208.1274 82.74358 141.6667 89.10668 161.059 110.752 202.5957 205.7304 126.0635 197.6088 196.7257 138.1919 203.2265 209.7546 214.9535 209.4039 231.2055 214.2644 151.6047 154.8419 224.6597 156.9841 151.9539 154.8709 235.8008 170.4699 167.9434 167.2961 241.2903 175.2769 250.138 199.1231 201.2958 203.2732 262.5509 219.1461 290.2998 295.1694 301.8775 310.5366 283.6371 292.2259 294.4317 300.1233 305.0803 295.0017 310.1774
27.89265 77.16217 26.38655 16.62077 97.04638 135.0037 98 0 82.0061 65.00769 48.01042 24.33105 21.37756 150.2132 91.44397 90.66973 32.69557 152.5074 158.1187 23.19483 24.02082 101.1385 62.24147 172.9653 57.24509 29.96665 127.5774 173.7872 34.78505 154.2595 76.05919 154.9244 152.5549 77.89737 164.6845 168.8076 166.6433 152.427 52.80152 59.07622 116.297 166.4947 67.23177 173.4589 83.23461 196.2906 122.3806 125.1759 204.8414 121.43 122.4132 215.7244 129.6187 134.6291 138.4088 138.398 154.4668 142.5877 224.116 226.3184 153.688 226.9273 218.6001 222.4073 167.8154 236.4572 232.5446 229.9565 175.4451 240.3539 187.9495 260.5264 258.8049 258.8359 208.9234 266.7452 259.6498 265.4524 271.8124 277.541 306.2319 288.5134 319.3399 294.8525 293.2883 311.1688 333.3257
109.2932 7.81025 56.26944 98.15422 15.52417 53.03772 16.03122 82.0061 0 17 34 58.07753 61.07373 68.35934 12.04159 12.80625 112.641 71.43179 148.5954 82.0061 84.20214 28.84441 141.0567 92.44458 135.3292 73.73602 51.0392 93.92018 98.35141 76.47876 153.0555 77.77572 75.17978 154.496 86.76405 90.80198 89.47067 78.00641 114.1271 124.6154 192.4422 93.93881 126.8849 100.6032 146.2498 122.8861 187.8829 191.0026 136.5613 183.2464 182.5377 148.5194 189.156 195.5761 200.6639 195.6451 216.9816 200.4701 160.8633 163.8933 211.0095 165.7015 159.8405 163.0031 222.5511 178.4405 175.5733 174.485 228.32 183.0983 237.6552 206.3904 207.7619 209.3538 251.2131 223.7722 282.3066 287.3465 294.0493 302.3376 284.1637 288.3765 295.4471 296.0828 300.0417 294.4911 310.9871
92.34717 13.41641 39.38591 81.18651 32.24903 70.02857 33.01515 65.00769 17 0 17 41.10961 44.10215 85.28775 27.20294 26.92582 95.7549 88.05964 146.6977 65.78754 68.00735 40.80441 124.3382 108.9082 118.6634 58.13777 65.74192 110.1635 82.46211 91.92388 136.5613 93.00571 90.47099 138.0507 102.3181 106.4049 104.7855 92.28218 98.88377 109.1238 176.1619 107.7613 112.1135 114.5862 131.3697 137.2006 173.0462 176.1391 149.459 168.909 168.4429 161.1986 175.2056 181.4635 186.3894 182.0989 202.7659 186.8643 172.5399 175.3682 197.5702 176.8672 170.2939 173.6577 209.6092 188.8544 185.6906 184.201 215.7244 193.3494 225.6568 216.0093 216.6149 217.8302 240.6013 230.7661 275.5721 280.7935 287.4717 295.3117 286.7543 286.2761 298.5096 293.7482 296.594 295.9595 313.7897
75.42546 29.61419 22.67708 64.23589 49.16299 87.02299 50.01 48.01042 34 17 0 24.18677 27.16616 102.2399 43.73786 43.17407 78.91768 104.807 146.7577 50.08992 52.3259 55.4617 107.7079 125.5149 102.1078 43.60046 81.34494 126.6057 67.1193 107.8378 120.2082 108.7615 106.2826 121.758 118.2709 122.3806 120.5529 107.3546 84.31489 94.15413 160.0312 122.3867 98.06687 129.2942 117.0684 152.0691 158.6443 161.6972 163.1104 155.1104 154.9322 174.6139 161.8394 167.8869 172.6094 169.1774 189.0106 173.857 185.0432 187.6832 184.7187 188.9047 181.7388 185.262 197.2841 200.1724 196.7587 194.9179 203.7695 204.5018 214.3362 226.4972 226.4001 227.2642 230.7553 238.7677 269.7425 275.1363 281.7676 289.1159 290.3188 285.1754 302.4979 292.385 294.0901 298.3907 317.4791
