0 54.50026 78.9978 91.9608 114.972 145.7839 70.60676 56.76652 151.7993 161.1656 171.0888 183.2085 94.80172 187.6854 99.29641 108.5782 187.2754 118.9148 190.9299 147.3509 135.9043 142.9933 192.9946 196.6762 165.3585 197.1185 157.495 187.2175 187.9273 167.1341 175.9043 199.2169 204.7178 202.5062 206.5169
54.50026 0 47.42727 61.98871 85.49326 123.0217 124.2369 111.1832 135.8081 145.8468 158.7789 173.8074 142.6163 181.8388 147.4784 157.135 184.4262 167.1928 194.2925 177.0865 178.3916 167.615 201.3559 205.8086 192.254 209.7677 198.5722 211.2641 206.7773 204.9553 211.6656 224.323 227.4986 227.234 229.4489
78.9978 47.42727 0 14.78225 38.85051 75.6507 135.8039 127.6066 88.66593 98.70109 111.9723 127.4115 141.0486 136.2333 146.0262 155.4931 139.7121 164.4023 151.7757 152.6962 166.929 139.5907 161.0191 165.7425 164.5679 171.4991 184.2631 180.4709 172.4586 186.7184 191.0022 193.8446 195.1874 196.3679 197.184
91.9608 61.98871 14.78225 0 24.13201 61.03784 144.8763 137.9366 74.85748 84.85576 98.46848 114.2296 146.5534 123.6277 151.4647 160.7035 127.7001 169.1282 141.0225 150.2609 168.9001 135.9154 151.3803 156.2082 160.6393 162.8167 185.0365 175.071 165.6087 186.0941 189.4524 188.4489 189.0106 190.7892 191.0105
114.972 85.49326 38.85051 24.13201 0 38.50136 163.3474 157.9513 55.17923 64.80065 79.17228 95.55697 160.431 106.2769 165.1837 173.9898 111.707 181.6395 127.6307 152.2053 177.4294 136.1058 140.1533 145.1182 159.8744 153.3228 191.5322 171.5024 159.5576 190.3872 192.215 184.7041 183.8611 186.6898 185.8425
145.7839 123.0217 75.6507 61.03784 38.50136 0 183.5749 181.2786 20.77212 28.52285 43.22219 59.82104 172.6364 71.94111 176.9425 184.703 79.0668 190.7813 98.12631 145.3589 180.0733 127.4108 113.349 118.3255 148.3495 128.5965 190.3595 155.1082 139.8061 185.6922 185.0127 167.5837 164.6304 168.9666 166.5243
70.60676 124.2369 135.8039 144.8763 163.3474 183.5749 0 17.16208 181.8355 189.1916 194.5063 201.8176 39.67267 201.548 41.74231 48.00226 197.5294 57.49611 192.9041 117.5977 84.58951 122.4828 188.1374 190.3524 137.265 185.9345 106.1384 160.6684 169.0213 120.5367 131.8978 169.7606 178.1952 173.2947 179.5965
56.76652 111.1832 127.6066 137.9366 157.9513 181.2786 17.16208 0 181.4903 189.4466 195.9625 204.5221 54.93683 205.3734 57.6604 64.64132 202.1486 74.36864 199.3543 129.7004 100.2861 132.7121 196.0421 198.6014 149.367 195.1747 122.0901 172.7684 179.6782 135.8723 146.9112 182.5171 190.4692 186.0376 191.9596
151.7993 135.8081 88.66593 74.85748 55.17923 20.77212 181.8355 181.4903 0 10.03981 23.9943 40.429 166.5588 51.786 170.5433 177.6127 58.45926 182.7768 77.36623 130.7049 169.0419 112.3653 92.79422 97.7552 131.7697 108.3064 177.4378 136.7558 120.5974 171.3201 169.6326 148.9065 145.3821 150.1047 147.2416
161.1656 145.8468 98.70109 84.85576 64.80065 28.52285 189.1916 189.4466 10.03981 0 14.71722 31.33209 172.3699 43.4933 176.2046 182.9505 51.07409 187.6851 71.29833 132.1098 172.4832 113.6332 87.6955 92.57699 131.6757 103.8254 179.7443 134.9394 117.8442 172.7058 170.3024 146.6714 142.4588 147.6482 144.2654
171.0888 158.7789 111.9723 98.46848 79.17228 43.22219 194.5063 195.9625 23.9943 14.71722 0 16.6155 174.9473 29.03831 178.5037 184.6653 37.27822 188.6603 58.55515 128.115 171.2025 109.6575 75.81228 80.55761 125.5832 92.47814 176.7087 126.5447 108.4178 168.3738 164.977 137.6714 132.6467 138.3703 134.3799
183.2085 173.8074 127.4115 114.2296 95.55697 59.82104 201.8176 204.5221 40.429 31.33209 16.6155 0 179.4697 13.52887 182.6971 188.1755 23.25108 191.3277 45.76895 125.7495 171.4809 107.6485 63.99062 68.42368 120.7121 81.1438 174.9231 118.7482 99.51708 165.1382 160.5861 128.9659 122.9284 129.2969 124.548
