0 79.00611 94.38819 89.05459 81.53708 100.9863 148.517 98.59366 123.0252 103.4692 135.3631
79.00611 0 20.65174 24.33562 152.5316 74.91922 191.6883 176.7585 200.4542 182.3611 214.356
94.38819 20.65174 0 11.02317 171.0169 64.10323 191.746 192.9502 217.1647 197.6648 228.8232
89.05459 24.33562 11.02317 0 167.6932 53.75872 180.861 187.5367 212.0778 191.6275 222.1937
81.53708 152.5316 171.0169 167.6932 0 181.7058 187.3044 42.57934 56.0357 55.55878 86.60671
100.9863 74.91922 64.10323 53.75872 181.7058 0 137.9189 189.7894 215.1023 190.1134 215.8813
148.517 191.6883 191.746 180.861 187.3044 137.9189 0 163.5866 181.9697 154.1989 158.2757
98.59366 176.7585 192.9502 187.5367 42.57934 189.7894 163.5866 0 25.31798 13.4825 44.60257
123.0252 200.4542 217.1647 212.0778 56.0357 215.1023 181.9697 25.31798 0 28.56766 37.98318
103.4692 182.3611 197.6648 191.6275 55.55878 190.1134 154.1989 13.4825 28.56766 0 33.79431
135.3631 214.356 228.8232 222.1937 86.60671 215.8813 158.2757 44.60257 37.98318 33.79431 0
