0 108.1928 109.4092 108.2985 136.039 115.9896 156.3155 158.9 165.6679 160.8409 171.5041
108.1928 0 3.27448 5.705748 138.6041 96.61205 231.9294 230.5104 232.4373 226.9748 229.5722
109.4092 3.27448 0 2.915476 136.3268 94.21518 231.1541 229.6041 231.369 225.9037 228.249
108.2985 5.705748 2.915476 0 133.4115 91.3017 228.6597 227.0491 228.744 223.2779 225.5266
136.039 138.6041 136.3268 133.4115 0 42.47595 132.6065 126.396 122.0803 117.2038 110.657
115.9896 96.61205 94.21518 91.3017 42.47595 0 160.657 156.19 154.3216 149.0403 146.153
156.3155 231.9294 231.1541 228.6597 132.6065 160.657 0 9.659669 21.60655 22.14907 40.76453
158.9 230.5104 229.6041 227.0491 126.396 156.19 9.659669 0 12.12887 12.58223 31.10796
165.6679 232.4373 231.369 228.744 122.0803 154.3216 21.60655 12.12887 0 5.467929 19.50156
160.8409 226.9748 225.9037 223.2779 117.2038 149.0403 22.14907 12.58223 5.467929 0 18.99895
171.5041 229.5722 228.249 225.5266 110.657 146.153 40.76453 31.10796 19.50156 18.99895 0
