0 91.92914 112.3643 108.9114 91.59841 120.1615 118.9728 116.2919 154.4448 121.1624 133.3531
91.92914 0 33.02861 33.37497 183.5182 63.75648 64.93758 67.03354 175.0061 209.9812 123.5134
112.3643 33.02861 0 4.955356 202.0406 35.01428 37.01351 40.84532 160.3825 223.0622 103.1601
108.9114 33.37497 4.955356 0 198.1491 32.00868 33.77211 37.20254 155.7783 218.6591 98.96408
91.59841 183.5182 202.0406 198.1491 0 203.3452 201.5557 197.6885 182.5999 45.13783 191.4892
120.1615 63.75648 35.01428 32.00868 203.3452 0 2.828427 8.363014 130.5034 217.4951 70.68239
118.9728 64.93758 37.01351 33.77211 201.5557 2.828427 0 5.544367 127.7321 215.2964 68.02941
116.2919 67.03354 40.84532 37.20254 197.6885 8.363014 5.544367 0 122.4562 210.6876 63.11846
154.4448 175.0061 160.3825 155.7783 182.5999 130.5034 127.7321 122.4562 0 167.2211 61.48177
121.1624 209.9812 223.0622 218.6591 45.13783 217.4951 215.2964 210.6876 167.2211 0 190.5112
133.3531 123.5134 103.1601 98.96408 191.4892 70.68239 68.02941 63.11846 61.48177 190.5112 0
