0 46.34657 106.5476 117.2817 120.9883 126.508 158.5557 135.9984 79.01412 179.5195 185.3568 154.7905 184.1328 110.7846 122.8276 188.3376 124.526 123.318 140.2877 188.8579 193.5323
46.34657 0 152.3568 163.1447 166.863 172.4866 204.649 182.3211 83.15765 225.3137 229.5058 179.3069 227.2984 122.2874 137.4557 229.5997 141.2053 141.3543 172.4188 229.2045 232.5196
106.5476 152.3568 0 10.81492 14.53557 20.37324 65.02166 34.24917 154.6798 87.86852 107.6292 164.5628 113.3206 163.4002 165.4905 127.8702 162.5299 158.9516 132.2263 133.029 143.315
117.2817 163.1447 10.81492 0 3.721559 9.654409 57.02682 25.1873 163.5936 79.62694 101.4534 168.0466 108.1368 170.609 171.8871 123.8801 168.6093 164.9144 134.8186 129.573 140.3773
120.9883 166.863 14.53557 3.721559 0 6.076858 54.57379 22.5 166.7636 77.00649 99.59439 169.4769 106.6361 173.2442 174.2629 122.789 170.8854 167.1554 135.989 128.6654 139.6397
126.508 172.4866 20.37324 9.654409 6.076858 0 49.40154 17.28741 170.6106 71.59148 95.06879 169.8941 102.5768 175.9218 176.4215 119.2752 172.8529 169.0588 135.998 125.4061 136.6133
158.5557 204.649 65.02166 57.02682 54.57379 49.40154 0 32.13563 182.993 22.88514 47.08654 152.6191 56.69137 177.3179 173.2605 75.96418 168.2155 164.0547 117.4519 83.43574 95.7058
135.9984 182.3211 34.24917 25.1873 22.5 17.28741 32.13563 0 172.768 54.50917 77.95241 161.7216 85.86749 174.1361 173.0416 103.2097 168.929 164.9718 127.0325 109.6952 121.2323
79.01412 83.15765 154.6798 163.5936 166.7636 170.6106 182.993 172.768 0 198.2698 190.911 102.7073 184.3709 39.68395 55.59751 179.6178 60.34162 61.44297 106.722 176.4772 175.9093
179.5195 225.3137 87.86852 79.62694 77.00649 71.59148 22.88514 54.50917 198.2698 0 31.85825 156.3329 44.27331 188.7266 182.9195 65.13431 177.3754 173.1655 121.9385 73.52173 86.09765
185.3568 229.5058 107.6292 101.4534 99.59439 95.06879 47.08654 77.95241 190.911 31.85825 0 134.0303 13.14902 175.3459 167.1982 33.88365 161.1069 156.9305 101.634 42.48636 54.94995
154.7905 179.3069 164.5628 168.0466 169.4769 169.8941 152.6191 161.7216 102.7073 156.3329 134.0303 0 122.5103 66.47463 50.91776 107.8901 44.49956 42.11987 35.21119 101.0853 94.45292
184.1328 227.2984 113.3206 108.1368 106.6361 102.5768 56.69137 85.86749 184.3709 44.27331 13.14902 122.5103 0 166.6552 157.7156 20.90396 151.4677 147.3303 91.06111 29.42704 41.95202
110.7846 122.2874 163.4002 170.609 173.2442 175.9218 177.3179 174.1361 39.68395 188.7266 175.3459 66.47463 166.6552 0 16.31189 157.939 22.08034 24.44982 79.47739 153.2775 150.3267
122.8276 137.4557 165.4905 171.8871 174.2629 176.4215 173.2605 173.0416 55.59751 182.9195 167.1982 50.91776 157.7156 16.31189 0 147.4496 6.762269 10.53064 68.07121 142.2078 138.3022
188.3376 229.5997 127.8702 123.8801 122.789 119.2752 75.96418 103.2097 179.6178 65.13431 33.88365 107.8901 20.90396 157.939 147.4496 0 140.9341 136.9286 79.4562 8.671375 21.06819
124.526 141.2053 162.5299 168.6093 170.8854 172.8529 168.2155 168.929 60.34162 177.3754 161.1069 44.49956 151.4677 22.08034 6.762269 140.9341 0 4.212334 61.50582 135.6121 131.6015
123.318 141.3543 158.9516 164.9144 167.1554 169.0588 164.0547 164.9718 61.44297 173.1655 156.9305 42.11987 147.3303 24.44982 10.53064 136.9286 4.212334 0 57.54081 131.6774 127.8194
140.2877 172.4188 132.2263 134.8186 135.989 135.998 117.4519 127.0325 106.722 121.9385 101.634 35.21119 91.06111 79.47739 68.07121 79.4562 61.50582 57.54081 0 74.147 70.86996
188.8579 229.2045 133.029 129.573 128.6654 125.4061 83.43574 109.6952 176.4772 73.52173 42.48636 101.0853 29.42704 153.2775 142.2078 8.671375 135.6121 131.6774 74.147 0 12.5795
193.5323 232.5196 143.315 140.3773 139.6397 136.6133 95.7058 121.2323 175.9093 86.09765 54.94995 94.45292 41.95202 150.3267 138.3022 21.06819 131.6015 127.8194 70.86996 12.5795 0
