0 64.95995 90.37868 107.8002 121.1429 45.16601 166.086 132.8323 84.76425 187.2871 190.0943 190.771
64.95995 0 28.67324 49.51999 63.05538 109.8975 125.1277 159.8045 140.0127 166.6999 173.0239 179.5059
90.37868 28.67324 0 21.31722 34.56476 135.5177 100.9378 163.7057 157.5581 149.4283 157.0094 165.7258
107.8002 49.51999 21.31722 0 13.67428 152.5232 81.34701 163.9477 168.0206 134.16 142.5546 152.7843
121.1429 63.05538 34.56476 13.67428 0 165.6962 72.21013 169.703 178.8511 129.1376 138.1855 149.6161
45.16601 109.8975 135.5177 152.5232 165.6962 0 205.0742 136.6884 65.12296 216.7856 217.6952 215.2576
166.086 125.1277 100.9378 81.34701 72.21013 205.0742 0 153.8173 194.9028 65.45278 76.23183 91.49776
132.8323 159.8045 163.7057 163.9477 169.703 136.6884 153.8173 0 81.06294 122.0421 116.5167 105.3312
84.76425 140.0127 157.5581 168.0206 178.8511 65.12296 194.9028 81.06294 0 186.4492 184.2138 177.2381
187.2871 166.6999 149.4283 134.16 129.1376 216.7856 65.45278 122.0421 186.4492 0 11.13723 28.02203
190.0943 173.0239 157.0094 142.5546 138.1855 217.6952 76.23183 116.5167 184.2138 11.13723 0 17.16618
190.771 179.5059 165.7258 152.7843 149.6161 215.2576 91.49776 105.3312 177.2381 28.02203 17.16618 0
