84.875 96.75
86.16667 168.5
87.33333 176.8333
87.9 151.4
89 184.8571
117.4142 92.54886
90 146.5
92 144
92.8 190.4
95.83333 139.8333
96 194
96 203
98 207.6667
101.7111 215
105.9767 230.8837
122.8636 245.1818
142.6667 75.66667
152 76
156.2857 75.57143
164.1111 75.61111
162 262
192.3144 80.39521
173.6 262.2
197.8704 264.7037
189.9 92.2
198 92
229.3689 109.2132
222.3273 252.5273
224.5 133.5
226 172.5
227.5 128
231.9 175.1
236.4528 242.9434
232.25 135.6667
243 175
246.5 131.5
251.5 230.5
264.014 197.3445
