0 7.135808 122.4028 146.7008 150.6253 144.1065 158.5082 138.581 85.61073 104.4038 149.1394 110.7257 126.844 170.1226 153.2964 140.1288 131.1336 141.6833 132.6716 138.7181 164.5142 149.3595 154.9962 161.3591
7.135808 0 116.6199 141.3073 145.4332 139.0863 154.7158 133.7215 91.71968 110.2303 145.8981 116.2432 131.6963 168.0844 152.0659 140.0205 132.0038 142.7683 137.1841 143.0146 164.1659 153.1471 156.205 163.9207
122.4028 116.6199 0 27.07217 33.34547 30.73278 64.10451 29.96542 174.445 184.6541 68.26503 184.6107 186.4069 104.0556 106.9219 117.7987 128.1087 137.8875 185.4142 186.5599 129.419 186.44 148.7409 175.4585
146.7008 141.3073 27.07217 0 7.345418 11.1926 46.13142 17.00669 191.0026 199.1126 55.93227 197.856 196.7473 90.86907 99.77662 116.1119 130.0498 138.4307 194.4368 194.5092 122.6534 192.1391 147.5361 176.8389
150.6253 145.4332 33.34547 7.345418 0 8.143249 39.58549 15.10266 191.8855 199.3065 50.48329 197.6835 195.7287 84.7948 94.90959 112.3813 127.1095 135.0898 193.0553 192.8323 117.7078 189.8686 143.7248 173.5272
144.1065 139.0863 30.73278 11.1926 8.143249 0 35.97988 6.960204 183.8818 191.1951 44.84696 189.546 187.6117 80.04092 88.58416 105.1581 119.4738 127.6499 184.9823 184.8115 111.4609 181.9982 136.5613 166.0806
158.5082 154.7158 64.10451 46.13142 39.58549 35.97988 0 34.29995 181.2924 184.9113 16.27309 181.4365 175.2791 45.65323 59.602 81.44246 99.29877 105.1564 170.8904 169.2568 81.53403 163.5772 111.527 142.9051
138.581 133.7215 29.96542 17.00669 15.10266 6.960204 34.29995 0 177.0243 184.2525 40.82925 182.587 180.6896 76.55838 83.5282 99.17125 113.0595 121.4269 178.1087 177.9926 106.4252 175.3315 130.6042 159.8328
85.61073 91.71968 174.445 191.0026 191.8855 183.8818 181.2924 177.0243 0 19.94328 166.5871 28.7 50.40886 170.1126 146.2392 122.3426 103.7617 109.1891 59.452 67.24162 145.0621 82.48249 118.3913 107.4146
104.4038 110.2303 184.6541 199.1126 199.3065 191.1951 184.9113 184.2525 19.94328 0 169.5181 10.00724 32.82524 168.808 144.2405 118.9687 99.15745 102.6388 42.62714 50.59071 139.9624 66.63581 110.0249 94.47847
149.1394 145.8981 68.26503 55.93227 50.48329 44.84696 16.27309 40.82925 166.5871 169.5181 0 165.784 159.1845 35.89819 44.88575 65.45303 83.0557 89.10441 154.6882 153.0004 67.45586 147.326 95.90751 127.0382
110.7257 116.2432 184.6107 197.856 197.6835 189.546 181.4365 182.587 28.7 10.00724 165.784 0 22.8181 163.1758 138.4328 112.7514 92.61042 95.27822 32.6486 40.61216 132.9214 56.717 101.9396 85.06197
126.844 131.6963 186.4069 196.7473 195.7287 187.6117 175.2791 180.6896 50.40886 32.82524 159.1845 22.8181 0 151.9135 127.0462 100.7688 80.28008 80.55163 10.07653 17.9561 118.372 34.26408 84.95571 64.20354
170.1226 168.0844 104.0556 90.86907 84.7948 80.04092 45.65323 76.55838 170.1126 168.808 35.89819 163.1758 151.9135 0 24.88012 51.15224 71.63435 73.15644 145.4855 142.052 40.33509 132.97 75.16706 107.1787
153.2964 152.0659 106.9219 99.77662 94.90959 88.58416 59.602 83.5282 146.2392 144.2405 44.88575 138.4328 127.0462 24.88012 0 26.31768 46.77515 48.94988 120.7052 117.4324 22.8975 108.8972 52.76982 84.72447
140.1288 140.0205 117.7987 116.1119 112.3813 105.1581 81.44246 99.17125 122.3426 118.9687 65.45303 112.7514 100.7688 51.15224 26.31768 0 20.49151 23.75788 94.39083 91.20996 24.80288 83.25802 31.43668 61.64149
131.1336 132.0038 128.1087 130.0498 127.1095 119.4738 99.29877 113.0595 103.7617 99.15745 83.0557 92.61042 80.28008 71.63435 46.77515 20.49151 0 11.44307 74.01668 71.11405 41.3011 64.28344 25 47.36297
141.6833 142.7683 137.8875 138.4307 135.0898 127.6499 105.1564 121.4269 109.1891 102.6388 89.10441 95.27822 80.55163 73.15644 48.94988 23.75788 11.44307 0 73.187 69.15192 37.87883 59.94781 13.63165 38.43756
132.6716 137.1841 185.4142 194.4368 193.0553 184.9823 170.8904 178.1087 59.452 42.62714 154.6882 32.6486 10.07653 145.4855 120.7052 94.39083 74.01668 73.187 0 7.963905 110.7585 24.19606 76.55464 54.41146
138.7181 143.0146 186.5599 194.5092 192.8323 184.8115 169.2568 177.9926 67.24162 50.59071 153.0004 40.61216 17.9561 142.052 117.4324 91.20996 71.11405 69.15192 7.963905 0 106.2455 16.35776 71.32944 47.38291
164.5142 164.1659 129.419 122.6534 117.7078 111.4609 81.53403 106.4252 145.0621 139.9624 67.45586 132.9214 118.372 40.33509 22.8975 24.80288 41.3011 37.87883 110.7585 106.2455 0 95.34142 36.03406 67.54266
149.3595 153.1471 186.44 192.1391 189.8686 181.9982 163.5772 175.3315 82.48249 66.63581 147.326 56.717 34.26408 132.97 108.8972 83.25802 64.28344 59.94781 24.19606 16.35776 95.34142 0 59.50373 32.20122
154.9962 156.205 148.7409 147.5361 143.7248 136.5613 111.527 130.6042 118.3913 110.0249 95.90751 101.9396 84.95571 75.16706 52.76982 31.43668 25 13.63165 76.55464 71.32944 36.03406 59.50373 0 32.06335
161.3591 163.9207 175.4585 176.8389 173.5272 166.0806 142.9051 159.8328 107.4146 94.47847 127.0382 85.06197 64.20354 107.1787 84.72447 61.64149 47.36297 38.43756 54.41146 47.38291 67.54266 32.20122 32.06335 0
