0 114.0149 112.2521 132.9438 113.8393 132.3589 133.2158
114.0149 0 2.915476 197.3159 207.8942 238.6001 214.9465
112.2521 2.915476 0 197.4708 207.2257 237.5132 212.2086
132.9438 197.3159 197.4708 0 58.28855 102.0501 244.6403
113.8393 207.8942 207.2257 58.28855 0 45.27693 199.865
132.3589 238.6001 237.5132 102.0501 45.27693 0 185.0838
133.2158 214.9465 212.2086 244.6403 199.865 185.0838 0
0 114.0149 112.2521 132.9438 113.8393 132.3589 133.2158
114.0149 0 2.915476 197.3159 207.8942 238.6001 214.9465
112.2521 2.915476 0 197.4708 207.2257 237.5132 212.2086
132.9438 197.3159 197.4708 0 58.28855 102.0501 244.6403
113.8393 207.8942 207.2257 58.28855 0 45.27693 199.865
132.3589 238.6001 237.5132 102.0501 45.27693 0 185.0838
133.2158 214.9465 212.2086 244.6403 199.865 185.0838 0
0 114.0149 112.2521 132.9438 113.8393 132.3589 133.2158
114.0149 0 2.915476 197.3159 207.8942 238.6001 214.9465
112.2521 2.915476 0 197.4708 207.2257 237.5132 212.2086
132.9438 197.3159 197.4708 0 58.28855 102.0501 244.6403
113.8393 207.8942 207.2257 58.28855 0 45.27693 199.865
132.3589 238.6001 237.5132 102.0501 45.27693 0 185.0838
133.2158 214.9465 212.2086 244.6403 199.865 185.0838 0
0 114.0149 112.2521 132.9438 113.8393 132.3589 133.2158
114.0149 0 2.915476 197.3159 207.8942 238.6001 214.9465
112.2521 2.915476 0 197.4708 207.2257 237.5132 212.2086
132.9438 197.3159 197.4708 0 58.28855 102.0501 244.6403
113.8393 207.8942 207.2257 58.28855 0 45.27693 199.865
132.3589 238.6001 237.5132 102.0501 45.27693 0 185.0838
133.2158 214.9465 212.2086 244.6403 199.865 185.0838 0
0 114.0149 112.2521 132.9438 113.8393 132.3589 133.2158
114.0149 0 2.915476 197.3159 207.8942 238.6001 214.9465
112.2521 2.915476 0 197.4708 207.2257 237.5132 212.2086
132.9438 197.3159 197.4708 0 58.28855 102.0501 244.6403
113.8393 207.8942 207.2257 58.28855 0 45.27693 199.865
132.3589 238.6001 237.5132 102.0501 45.27693 0 185.0838
133.2158 214.9465 212.2086 244.6403 199.865 185.0838 0
0 114.0149 112.2521 132.9438 113.8393 132.3589 133.2158
114.0149 0 2.915476 197.3159 207.8942 238.6001 214.9465
112.2521 2.915476 0 197.4708 207.2257 237.5132 212.2086
132.9438 197.3159 197.4708 0 58.28855 102.0501 244.6403
113.8393 207.8942 207.2257 58.28855 0 45.27693 199.865
132.3589 238.6001 237.5132 102.0501 45.27693 0 185.0838
133.2158 214.9465 212.2086 244.6403 199.865 185.0838 0
