0 100.3092 104.8608 113.0274 122.0105 151.6315 140.9121 180.0963 94.52564 184.4795 134.8843 135.745 188.3741 190.4748
100.3092 0 4.808326 13.35215 22.82257 64.86183 165.3445 114.2392 153.3359 130.8171 133.3246 132.693 144.9075 142.5631
104.8608 4.808326 0 8.544004 18.01471 60.68641 166.4666 111.0001 156.0739 128.1625 133.5695 132.8699 142.7133 140.1371
113.0274 13.35215 8.544004 0 9.476353 53.58336 168.8676 105.6126 161.2503 123.8463 134.5191 133.7019 139.2237 136.2211
122.0105 22.82257 18.01471 9.476353 0 45.96375 171.5402 99.76062 166.9492 119.1657 135.7264 134.7837 135.4323 131.9526
151.6315 64.86183 60.68641 53.58336 45.96375 0 160.1357 56.31166 171.9355 78.69394 119.131 117.6547 97.47379 92.45452
140.9121 165.3445 166.4666 168.8676 171.5402 160.1357 0 138.6639 60.03599 122.4439 42.49652 44.32577 109.5457 116.8366
180.0963 114.2392 111.0001 105.6126 99.76062 56.31166 138.6639 0 169.7459 25.11902 96.62789 94.6908 45.88938 39.07406
94.52564 153.3359 156.0739 161.2503 166.9492 171.9355 60.03599 169.7459 0 160.7349 81.52454 83.39215 153.7212 159.4937
184.4795 130.8171 128.1625 123.8463 119.1657 78.69394 122.4439 25.11902 160.7349 0 82.27422 80.27452 20.8394 14.07463
134.8843 133.3246 133.5695 134.5191 135.7264 119.131 42.49652 96.62789 81.52454 82.27422 0 2 72.61686 78.91768
135.745 132.693 132.8699 133.7019 134.7837 117.6547 44.32577 94.6908 83.39215 80.27452 2 0 70.66745 76.94154
188.3741 144.9075 142.7133 139.2237 135.4323 97.47379 109.5457 45.88938 153.7212 20.8394 72.61686 70.66745 0 8.215169
190.4748 142.5631 140.1371 136.2211 131.9526 92.45452 116.8366 39.07406 159.4937 14.07463 78.91768 76.94154 8.215169 0
