0 98.59914 107.4181 104.8918 109.5134 142.2949 142.85 131.7094 165.0978 171.2998 172.86 107.5811 175.5583 120.8232 123.0857 176.3003 178.9932
98.59914 0 9.104669 6.795255 11.4682 59.24611 65.93321 157.7871 93.5292 105.5313 113.6235 160.9718 125.811 136.9577 136.1628 132.398 138.2459
107.4181 9.104669 0 2.54951 2.460804 52.37887 59.94164 160.9346 87.51286 100.0395 108.8069 166.2664 121.904 139.7256 138.6768 129.0422 135.1315
104.8918 6.795255 2.54951 0 4.714045 53.48148 60.71655 159.2012 88.32327 100.6708 109.2133 164.1036 122.0231 138.0697 137.0775 128.9938 135.0124
109.5134 11.4682 2.460804 4.714045 0 50.17901 57.91421 161.106 85.45109 98.07908 106.9872 167.0695 120.2814 139.8027 138.6836 127.5434 133.6861
142.2949 59.24611 52.37887 53.48148 50.17901 0 10.76277 149.0082 35.99578 49.55038 60.15121 167.7943 76.08197 127.0624 124.5927 85.13735 91.96678
142.85 65.93321 59.94164 60.71655 57.91421 10.76277 0 140.5731 27.6134 40.28989 50.15559 161.2777 65.5913 118.7487 116.1002 74.48606 81.28286
131.7094 157.7871 160.9346 159.2012 161.106 149.0082 140.5731 0 140.9443 135.1894 126.5852 43.28942 114.6113 22.02285 24.47843 107.0091 104.0103
165.0978 93.5292 87.51286 88.32327 85.45109 35.99578 27.6134 140.9443 0 14.21403 26.46083 168.122 44.44497 120.2383 116.9284 54.83575 61.90949
171.2998 105.5313 100.0395 100.6708 98.07908 49.55038 40.28989 135.1894 14.21403 0 12.79426 165.2631 31.17871 115.3686 111.799 41.88641 48.90681
172.86 113.6235 108.8069 109.2133 106.9872 60.15121 50.15559 126.5852 26.46083 12.79426 0 158.7866 18.40008 107.6111 103.8666 29.16078 36.1516
107.5811 160.9718 166.2664 164.1036 167.0695 167.7943 161.2777 43.28942 168.122 165.2631 158.7866 0 149.8138 53.10603 57.21232 143.7983 141.9805
175.5583 125.811 121.904 122.0231 120.2814 76.08197 65.5913 114.6113 44.44497 31.17871 18.40008 149.8138 0 97.27078 93.30919 10.84975 17.76474
120.8232 136.9577 139.7256 138.0697 139.8027 127.0624 118.7487 22.02285 120.2383 115.3686 107.6111 53.10603 97.27078 0 4.123106 90.8228 88.87705
123.0857 136.1628 138.6768 137.0775 138.6836 124.5927 116.1002 24.47843 116.9284 111.799 103.8666 57.21232 93.30919 4.123106 0 86.77102 84.77835
176.3003 132.398 129.0422 128.9938 127.5434 85.13735 74.48606 107.0091 54.83575 41.88641 29.16078 143.7983 10.84975 90.8228 86.77102 0 7.074114
178.9932 138.2459 135.1315 135.0124 133.6861 91.96678 81.28286 104.0103 61.90949 48.90681 36.1516 141.9805 17.76474 88.87705 84.77835 7.074114 0
