0 60.67134 117.1476 151.8631 141.9019 144.523 165.6038 126.0954 183.1621
60.67134 0 58.07177 161.8546 86.94513 92.41753 116.0411 149.9542 146.0401
117.1476 58.07177 0 173.377 33.48827 43.19276 67.49291 174.7131 110.3207
151.8631 161.8546 173.377 0 166.7346 157.9513 158.423 39.9108 128.7682
141.9019 86.94513 33.48827 166.7346 0 12.07363 34.50622 175.7206 81.27308
144.523 92.41753 43.19276 157.9513 12.07363 0 24.55813 169.0717 69.30492
165.6038 116.0411 67.49291 158.423 34.50622 24.55813 0 175.0626 50.71439
126.0954 149.9542 174.7131 39.9108 175.7206 169.0717 175.0626 0 155.0454
183.1621 146.0401 110.3207 128.7682 81.27308 69.30492 50.71439 155.0454 0
0 60.67134 117.1476 151.8631 141.9019 144.523 165.6038 126.0954 183.1621
60.67134 0 58.07177 161.8546 86.94513 92.41753 116.0411 149.9542 146.0401
117.1476 58.07177 0 173.377 33.48827 43.19276 67.49291 174.7131 110.3207
151.8631 161.8546 173.377 0 166.7346 157.9513 158.423 39.9108 128.7682
141.9019 86.94513 33.48827 166.7346 0 12.07363 34.50622 175.7206 81.27308
144.523 92.41753 43.19276 157.9513 12.07363 0 24.55813 169.0717 69.30492
165.6038 116.0411 67.49291 158.423 34.50622 24.55813 0 175.0626 50.71439
126.0954 149.9542 174.7131 39.9108 175.7206 169.0717 175.0626 0 155.0454
183.1621 146.0401 110.3207 128.7682 81.27308 69.30492 50.71439 155.0454 0
0 60.67134 117.1476 151.8631 141.9019 144.523 165.6038 126.0954 183.1621
60.67134 0 58.07177 161.8546 86.94513 92.41753 116.0411 149.9542 146.0401
117.1476 58.07177 0 173.377 33.48827 43.19276 67.49291 174.7131 110.3207
151.8631 161.8546 173.377 0 166.7346 157.9513 158.423 39.9108 128.7682
141.9019 86.94513 33.48827 166.7346 0 12.07363 34.50622 175.7206 81.27308
144.523 92.41753 43.19276 157.9513 12.07363 0 24.55813 169.0717 69.30492
165.6038 116.0411 67.49291 158.423 34.50622 24.55813 0 175.0626 50.71439
126.0954 149.9542 174.7131 39.9108 175.7206 169.0717 175.0626 0 155.0454
183.1621 146.0401 110.3207 128.7682 81.27308 69.30492 50.71439 155.0454 0
0 60.67134 117.1476 151.8631 141.9019 144.523 165.6038 126.0954 183.1621
60.67134 0 58.07177 161.8546 86.94513 92.41753 116.0411 149.9542 146.0401
117.1476 58.07177 0 173.377 33.48827 43.19276 67.49291 174.7131 110.3207
151.8631 161.8546 173.377 0 166.7346 157.9513 158.423 39.9108 128.7682
141.9019 86.94513 33.48827 166.7346 0 12.07363 34.50622 175.7206 81.27308
144.523 92.41753 43.19276 157.9513 12.07363 0 24.55813 169.0717 69.30492
165.6038 116.0411 67.49291 158.423 34.50622 24.55813 0 175.0626 50.71439
126.0954 149.9542 174.7131 39.9108 175.7206 169.0717 175.0626 0 155.0454
183.1621 146.0401 110.3207 128.7682 81.27308 69.30492 50.71439 155.0454 0
0 60.67134 117.1476 151.8631 141.9019 144.523 165.6038 126.0954 183.1621
60.67134 0 58.07177 161.8546 86.94513 92.41753 116.0411 149.9542 146.0401
117.1476 58.07177 0 173.377 33.48827 43.19276 67.49291 174.7131 110.3207
151.8631 161.8546 173.377 0 166.7346 157.9513 158.423 39.9108 128.7682
141.9019 86.94513 33.48827 166.7346 0 12.07363 34.50622 175.7206 81.27308
144.523 92.41753 43.19276 157.9513 12.07363 0 24.55813 169.0717 69.30492
165.6038 116.0411 67.49291 158.423 34.50622 24.55813 0 175.0626 50.71439
126.0954 149.9542 174.7131 39.9108 175.7206 169.0717 175.0626 0 155.0454
183.1621 146.0401 110.3207 128.7682 81.27308 69.30492 50.71439 155.0454 0
0 60.67134 117.1476 151.8631 141.9019 144.523 165.6038 126.0954 183.1621
60.67134 0 58.07177 161.8546 86.94513 92.41753 116.0411 149.9542 146.0401
117.1476 58.07177 0 173.377 33.48827 43.19276 67.49291 174.7131 110.3207
151.8631 161.8546 173.377 0 166.7346 157.9513 158.423 39.9108 128.7682
141.9019 86.94513 33.48827 166.7346 0 12.07363 34.50622 175.7206 81.27308
144.523 92.41753 43.19276 157.9513 12.07363 0 24.55813 169.0717 69.30492
165.6038 116.0411 67.49291 158.423 34.50622 24.55813 0 175.0626 50.71439
126.0954 149.9542 174.7131 39.9108 175.7206 169.0717 175.0626 0 155.0454
183.1621 146.0401 110.3207 128.7682 81.27308 69.30492 50.71439 155.0454 0
