0 36.14385 30.33711 95.26613 41.22439 43.88494 47.98788 52.34345 103.8313 151.1437 111.3772 129.3566 133.6295 139.1541 143.5352 151.3868 156.8223 153.3582 173.6491 168.3603
36.14385 0 65.64499 63.98422 76.54311 79.12727 83.02819 87.39923 133.6238 138.3736 139.4243 155.6453 158.2769 138.3008 142.7992 170.655 175.4252 157.0963 183.2227 175.1489
30.33711 65.64499 0 119.4545 10.92526 13.56173 17.65399 22.00636 76.42361 158.7397 85.27336 104.2998 109.8622 137.4763 141.5351 131.7566 137.6095 147.1047 161.6719 158.929
95.26613 63.98422 119.4545 0 129.2916 131.4427 134.4749 138.5072 169.0456 97.15545 170.8347 182.0979 181.3107 118.5009 122.4543 182.3896 185.4718 142.5817 176.0934 163.8755
41.22439 76.54311 10.92526 129.2916 0 2.687419 6.936217 11.18655 67.82233 163.7314 77.36853 96.78726 102.9755 139.5489 143.4473 126.6671 132.6593 147.397 159.6027 157.892
43.88494 79.12727 13.56173 131.4427 2.687419 0 4.268749 8.5 65.46994 164.5119 75.15318 94.63746 100.9557 139.6066 143.4617 125.028 131.0473 147.0094 158.639 157.1751
47.98788 83.02819 17.65399 134.4749 6.936217 4.268749 0 4.374802 61.49147 165.1906 71.34579 90.9068 97.39756 139.141 142.9247 121.9927 128.048 145.8409 156.5826 155.4935
52.34345 87.39923 22.00636 138.5072 11.18655 8.5 4.374802 0 58.36148 167.4727 68.52919 88.19734 94.9648 140.3754 144.085 120.3007 126.3994 146.3501 156.0945 155.4357
103.8313 133.6238 76.42361 169.0456 67.82233 65.46994 61.49147 58.36148 0 163.7605 11.84536 31.10929 39.52847 123.6115 125.9556 69.97366 76.15632 119.3549 116.3218 120.7075
151.1437 138.3736 158.7397 97.15545 163.7314 164.5119 165.1906 167.4727 163.7605 0 158.6976 159.2353 153.3328 47.97341 48.82998 136.9888 136.8384 69.82863 105.0693 89.84283
111.3772 139.4243 85.27336 170.8347 77.36853 75.15318 71.34579 68.52919 11.84536 158.6976 0 19.77769 27.75 116.7305 118.7655 58.24088 64.4054 110.6275 105.5285 110.6345
129.3566 155.6453 104.2998 182.0979 96.78726 94.63746 90.9068 88.19734 31.10929 159.2353 19.77769 0 9.829986 114.3347 115.6678 42.29628 48.12988 104.1463 93.16922 100.5108
133.6295 158.2769 109.8622 181.3107 102.9755 100.9557 97.39756 94.9648 39.52847 153.3328 27.75 9.829986 0 107.5433 108.6051 32.46633 38.31277 96.00004 83.59844 91.36773
139.1541 138.3008 137.4763 118.5009 139.5489 139.6066 139.141 140.3754 123.6115 47.97341 116.7305 114.3347 107.5433 0 4.5 89.14034 88.87101 24.98889 60.72753 46.66905
143.5352 142.7992 141.5351 122.4543 143.4473 143.4617 142.9247 144.085 125.9556 48.82998 118.7655 115.6678 108.6051 4.5 0 89.0014 88.41836 22.10643 58.04852 43.60333
151.3868 170.655 131.7566 182.3896 126.6671 125.028 121.9927 120.3007 69.97366 136.9888 58.24088 42.29628 32.46633 89.14034 89.0014 0 6.222718 72.06324 52.63322 62.6099
156.8223 175.4252 137.6095 185.4718 132.6593 131.0473 128.048 126.3994 76.15632 136.8384 64.4054 48.12988 38.31277 88.87101 88.41836 6.222718 0 70.43713 48.35265 59.33006
153.3582 157.0963 147.1047 142.5817 147.397 147.0094 145.8409 146.3501 119.3549 69.82863 110.6275 104.1463 96.00004 24.98889 22.10643 72.06324 70.43713 0 35.94487 21.68973
173.6491 183.2227 161.6719 176.0934 159.6027 158.639 156.5826 156.0945 116.3218 105.0693 105.5285 93.16922 83.59844 60.72753 58.04852 52.63322 48.35265 35.94487 0 15.38813
168.3603 175.1489 158.929 163.8755 157.892 157.1751 155.4935 155.4357 120.7075 89.84283 110.6345 100.5108 91.36773 46.66905 43.60333 62.6099 59.33006 21.68973 15.38813 0
