88.5 183.5
89.66667 146.3333
99.05579 216.824
92.5 191
110.0345 128.2414
124.7053 99.13717
110 236
121.2 245.4
135 66
141.5484 72
143.4091 251.4545
148.2143 71.35714
151.5 78.5
153.8571 74.92857
172.9673 78.73061
152.3333 246.3333
164.84 265.5467
174 261.8
190.4118 93.23529
190.625 265.875
198.8909 85.34545
196.6667 94.66667
198 92
201.3333 261.6667
204.5 80.5
212 87
214.913 95.13043
231.9148 91.94404
222.3958 252.7917
221.9412 104.9412
224.9667 116.2667
224 133
226.5 128
228.5 251
230.6667 244.6667
234 175
239.1739 241.3043
246.1165 129.4175
262.1917 182.7098
258.0938 207.6875
260.4545 198.4545
