0 6.996031 31.257 43.46888 81.22951 11.18034 91.27106 122.0788 121.2477 120.3763 122.3832 120.0326 95.95427 114.7251 154.4163 122.3479 137.5688 135.045 142.8847 150.563 155.749 141.2287 142.6184 141.6798 140.1285 142.6885 160.3898 148.3807 166.4023 157.5198 176.696
6.996031 0 37.91584 36.55209 86.8404 4.719934 84.8719 127.79 126.8869 125.7169 127.2737 124.5188 90.05338 108.5986 156.5449 116.5859 132.0436 138.2825 137.6991 145.6447 151.1433 141.2518 143.0627 141.2819 139.0933 142.0362 156.1993 147.1626 162.4106 156.279 174.6358
31.257 37.91584 0 72.62078 52.50412 41.01219 116.2014 92.53228 91.92388 92.02772 95.61664 94.85355 118.1195 137.6996 138.2686 143.2201 156.9324 114.6398 160.4077 166.602 170.1397 134.613 134.0933 136.9268 138.2787 139.0432 172.6621 147.116 177.6034 156.1233 178.6216
43.46888 36.55209 72.62078 0 115.7157 32.37857 50.56018 156.2404 154.9925 152.3706 151.6983 147.0578 58.6794 75.40043 166.5374 85.28966 101.7686 154.3451 109.1955 118.4565 125.5618 141.0133 144.9296 138.8494 133.3942 138.2391 132.787 140.1753 139.9484 148.854 162.3179
81.22951 86.8404 52.50412 115.7157 0 88.50819 148.6716 40.98399 40.04666 39.52792 43.8352 45.00392 145.8423 165.2232 99.96012 166.7192 176.8745 71.08015 176.9397 180.164 180.6397 112.9991 109.2323 118.2503 124.4046 122.0193 179.3783 133.2622 182.1621 141.1743 167.46
11.18034 4.719934 41.01219 32.37857 88.50819 0 80.23891 129.4922 128.5146 127.0458 128.178 125.0718 85.33594 103.9033 155.2668 111.866 127.3317 137.8178 133.0227 141.0114 146.575 138.6765 140.7302 138.4708 135.9448 139.0863 151.7372 143.9136 158.0053 153.0114 170.9664
91.27106 84.8719 116.2014 50.56018 148.6716 80.23891 0 186.1733 184.4834 179.9229 176.1874 169.2934 14.51221 25.14647 170.3124 36.77577 53.75284 167.3207 63.08813 73.6036 82.48357 133.1253 139.5355 128.1324 118.687 125.6629 92.26583 122.823 100.3004 129.9811 135.3797
122.0788 127.79 92.53228 156.2404 40.98399 129.4922 186.1733 0 2.357023 10.88709 22.57055 32.01781 181.7966 200.6056 93.58316 200.4318 208.7199 62.45464 207.1503 208.7621 207.5848 122.7903 116.5642 129.924 139.2332 134.6324 204.2392 147.2817 205.6374 153.6795 181.0849
121.2477 126.8869 91.92388 154.9925 40.04666 128.5146 184.4834 2.357023 0 8.572394 20.32341 29.69902 179.9877 198.7493 91.39615 198.4792 206.6764 60.2314 205.044 206.6023 205.3797 120.4343 114.2147 127.5671 136.8832 132.2762 201.9877 144.9275 203.3597 151.3225 178.728
120.3763 125.7169 92.02772 152.3706 39.52792 127.0458 179.9229 10.88709 8.572394 0 11.8393 21.13097 174.8874 193.4128 82.9644 192.6819 200.4213 51.7443 198.4636 199.7316 198.2512 112.0202 105.7249 119.2222 128.6967 123.9683 194.5789 136.668 195.7789 142.9667 170.386
