0 142.4932 144.2017 115.1373 115.8682 109.5762 137.9935
142.4932 0 4.828302 204.2555 67.32988 103.3039 277.9754
144.2017 4.828302 0 208.1274 64.77654 100.9714 279.0412
115.1373 204.2555 208.1274 0 211.2368 217.3298 181.1767
115.8682 67.32988 64.77654 211.2368 0 36.35779 236.1779
109.5762 103.3039 100.9714 217.3298 36.35779 0 213.2773
137.9935 277.9754 279.0412 181.1767 236.1779 213.2773 0
0 142.4932 144.2017 115.1373 115.8682 109.5762 137.9935
142.4932 0 4.828302 204.2555 67.32988 103.3039 277.9754
144.2017 4.828302 0 208.1274 64.77654 100.9714 279.0412
115.1373 204.2555 208.1274 0 211.2368 217.3298 181.1767
115.8682 67.32988 64.77654 211.2368 0 36.35779 236.1779
109.5762 103.3039 100.9714 217.3298 36.35779 0 213.2773
137.9935 277.9754 279.0412 181.1767 236.1779 213.2773 0
0 142.4932 144.2017 115.1373 115.8682 109.5762 137.9935
142.4932 0 4.828302 204.2555 67.32988 103.3039 277.9754
144.2017 4.828302 0 208.1274 64.77654 100.9714 279.0412
115.1373 204.2555 208.1274 0 211.2368 217.3298 181.1767
115.8682 67.32988 64.77654 211.2368 0 36.35779 236.1779
109.5762 103.3039 100.9714 217.3298 36.35779 0 213.2773
137.9935 277.9754 279.0412 181.1767 236.1779 213.2773 0
0 142.4932 144.2017 115.1373 115.8682 109.5762 137.9935
142.4932 0 4.828302 204.2555 67.32988 103.3039 277.9754
144.2017 4.828302 0 208.1274 64.77654 100.9714 279.0412
115.1373 204.2555 208.1274 0 211.2368 217.3298 181.1767
115.8682 67.32988 64.77654 211.2368 0 36.35779 236.1779
109.5762 103.3039 100.9714 217.3298 36.35779 0 213.2773
137.9935 277.9754 279.0412 181.1767 236.1779 213.2773 0
0 142.4932 144.2017 115.1373 115.8682 109.5762 137.9935
142.4932 0 4.828302 204.2555 67.32988 103.3039 277.9754
144.2017 4.828302 0 208.1274 64.77654 100.9714 279.0412
115.1373 204.2555 208.1274 0 211.2368 217.3298 181.1767
115.8682 67.32988 64.77654 211.2368 0 36.35779 236.1779
109.5762 103.3039 100.9714 217.3298 36.35779 0 213.2773
137.9935 277.9754 279.0412 181.1767 236.1779 213.2773 0
0 142.4932 144.2017 115.1373 115.8682 109.5762 137.9935
142.4932 0 4.828302 204.2555 67.32988 103.3039 277.9754
144.2017 4.828302 0 208.1274 64.77654 100.9714 279.0412
115.1373 204.2555 208.1274 0 211.2368 217.3298 181.1767
115.8682 67.32988 64.77654 211.2368 0 36.35779 236.1779
109.5762 103.3039 100.9714 217.3298 36.35779 0 213.2773
137.9935 277.9754 279.0412 181.1767 236.1779 213.2773 0
