86.53571 151.0357
92 144
97 206.875
101.6129 218.5484
97.5 139.5
120.9269 102.2159
109 232.5
110 236.5
115.5 62
125.4902 247.1961
125 60
135.3333 65.33333
137 67
141.3 253.45
142 73.16667
149.0588 70.94118
150.7333 253.9333
151.5 78.5
155.6897 75.82759
152 84
156.4186 260.9535
160 87
160 255
162.5 77
190.0199 265.1821
186.7762 78.24762
184 263
192.5 96
198.25 92.25
211.1875 86.15625
215.2 98.6
235.1403 244.9784
230.6809 115.8964
224 147.2
224 141
225 156
226 171
234.7273 174
236.1875 83.8125
241 176
243.5 174.5
262.5901 198.4282
