0 46.75154 19.52496 95.84479 98.99213 104.8329 136.4768 155.0415 120.7671 151.0311 153.0987 159.5291 159.4333 169.9749 143.0425 174.4823 181.9955 179.2448
46.75154 0 58.54423 87.89318 97.46716 109.5721 180.975 190.47 148.775 196.7989 199.0532 205.8672 205.8526 216.6756 186.5078 221.1474 228.7008 225.7213
19.52496 58.54423 0 115.328 118.1271 123.2317 122.4677 162.1301 132.5527 138.8416 141.28 148.6607 148.8296 160.749 143.2546 167.4291 174.5575 173.1632
95.84479 87.89318 115.328 0 14.67045 31.2282 214.9526 148.5141 98.16596 222.7365 223.4295 226.1575 225.1706 229.9679 171.0402 226.093 234.3054 226.6679
98.99213 97.46716 118.1271 14.67045 0 16.55789 210.7066 135.1091 84.6496 217.0829 217.5225 219.586 218.4657 222.3094 160.3282 217.3028 225.5106 217.3284
104.8329 109.5721 123.2317 31.2282 16.55789 0 206.9647 120.288 69.9056 211.65 211.7868 213.0489 211.7742 214.4558 148.9756 208.0955 216.2678 207.4484
136.4768 180.975 122.4677 214.9526 210.7066 206.9647 0 161.1027 169.6909 23.16167 27.24062 38.49293 40.29373 57.48051 108.2452 75.904 78.72647 86.09782
155.0415 190.47 162.1301 148.5141 135.1091 120.288 161.1027 0 50.46714 152.0299 149.8245 144.7015 142.4647 135.7267 56.21468 119.8999 126.6486 114.1703
120.7671 148.775 132.5527 98.16596 84.6496 69.9056 169.6909 50.46714 0 167.3894 166.3422 164.4736 162.6729 160.9519 85.93215 150.0691 157.8793 147.2132
151.0311 196.7989 138.8416 222.7365 217.0829 211.65 23.16167 152.0299 167.3894 0 4.176123 15.52417 17.55705 34.78291 96.75623 54.3921 56.34032 64.86
153.0987 199.0532 141.28 223.4295 217.5225 211.7868 27.24062 149.8245 166.3422 4.176123 0 11.35077 13.38992 30.60814 94.27884 50.32236 52.17626 60.81382
159.5291 205.8672 148.6607 226.1575 219.586 213.0489 38.49293 144.7015 164.4736 15.52417 11.35077 0 2.5 19.30067 88.61791 39.52847 40.93181 50.08525
159.4333 205.8526 148.8296 225.1706 218.4657 211.7742 40.29373 142.4647 162.6729 17.55705 13.38992 2.5 0 17.24566 86.34678 37.16517 38.78647 47.71066
169.9749 216.6756 160.749 229.9679 222.3094 214.4558 57.48051 135.7267 160.9519 34.78291 30.60814 19.30067 17.24566 0 79.73714 21.33481 21.66754 31.80502
143.0425 186.5078 143.2546 171.0402 160.3282 148.9756 108.2452 56.21468 85.93215 96.75623 94.27884 88.61791 86.34678 79.73714 0 65.38706 72.80317 61.47724
174.4823 221.1474 167.4291 226.093 217.3028 208.0955 75.904 119.8999 150.0691 54.3921 50.32236 39.52847 37.16517 21.33481 65.38706 0 8.213323 10.5693
181.9955 228.7008 174.5575 234.3054 225.5106 216.2678 78.72647 126.6486 157.8793 56.34032 52.17626 40.93181 38.78647 21.66754 72.80317 8.213323 0 13.28602
179.2448 225.7213 173.1632 226.6679 217.3284 207.4484 86.09782 114.1703 147.2132 64.86 60.81382 50.08525 47.71066 31.80502 61.47724 10.5693 13.28602 0
