0 36.94713 40.77717 34.79582 8.60394 59.74206 92.12238 56.76951 70.20247 126.7061 123.8421 87.43067 127.4331 122.8506 127.0133 134.9853 89.81029 112.3016 116.193 136.6236 131.4918 148.8814 140.4615 143.1879 137.5807 170.5659 154.6966 151.2074 155.4008 152.6577 145.3067 149.2683 155.8012 155.1605 145.7579 161.7889 167.089 174.1833 171.7815 173.133
36.94713 0 4.038874 70.56954 44.35158 27.74468 59.18439 91.57408 103.6967 92.68664 91.08566 117.6448 95.55862 92.20663 96.3409 107.6332 117.7492 140.6856 142.7472 114.2235 156.2595 126.0812 119.1527 121.5311 160.3513 152.3636 135.6074 170.0909 138.885 138.8917 135.2528 138.2771 173.75 171.8013 146.7449 177.039 157.526 176.3758 179.2686 178.647
40.77717 4.038874 0 74.11011 48.02343 24.18417 55.28703 94.92102 106.835 88.68484 87.15583 120.331 91.68519 88.43359 92.55893 104.1197 120.1647 143.0865 144.9222 111.1721 158.1879 122.9579 116.1962 118.5327 162.0346 149.6327 132.828 171.3004 136.3579 136.6488 133.4138 136.3277 174.8435 172.7509 146.0488 177.818 155.6665 175.7158 179.1781 178.342
34.79582 70.56954 74.11011 0 26.4876 89.20764 120.2836 22.23287 36.43131 154.9165 150.8023 56.28896 153.4255 147.8126 151.8659 156.4903 61.02059 82.00428 87.52419 153.6004 103.9944 165.6941 156.283 159.1993 111.7826 182.3134 167.8775 128.6457 166.1951 161.0622 150.6972 155.302 133.9673 134.6047 140.805 142.3168 170.9462 166.6831 159.3432 162.5201
8.60394 44.35158 48.02343 26.4876 0 65.25603 97.31179 48.28302 61.61325 132.0275 128.7119 78.91363 131.9791 127.0325 131.1732 138.0922 81.49727 103.8893 107.9578 138.3642 123.4293 150.6257 141.8831 144.6764 129.7631 170.965 155.4309 143.9212 155.4839 152.0917 143.9253 148.0709 148.6472 148.2233 141.9049 155.0605 165.4195 169.885 166.4325 168.1655
59.74206 27.74468 24.18417 89.20764 65.25603 0 32.4611 107.8388 117.8038 66.96414 64.36843 127.5953 68.40801 64.65656 68.81019 79.93583 125.4933 147.9029 148.1315 87.58038 159.5301 99.19379 92.82368 95.0506 161.7028 126.8027 109.8976 167.8287 114.2148 115.537 113.9858 116.4033 170.6126 167.6622 131.9933 171.6457 135.9953 161.5552 168.0105 166.0205
92.12238 59.18439 55.28703 120.2836 97.31179 32.4611 0 137.618 146.2915 34.73231 31.97059 153.3174 36.42189 33.84669 37.83888 52.37836 149.7367 171.1638 169.94 65.98189 179.2689 75.98213 72.11014 73.65251 179.6624 107.0375 90.34652 182.1178 97.35988 101.8017 104.7473 105.8066 183.923 179.9974 132.6212 182.503 125.1334 160.8515 171.9619 168.2283
56.76951 91.57408 94.92102 22.23287 48.28302 107.8388 137.618 0 14.77849 171.8284 167.0069 36.71012 169.0195 162.8757 166.8047 169.376 43.57624 62.30512 69.00464 163.853 85.98201 175.6132 165.7897 168.7602 94.87126 188.8426 175.5526 113.7196 172.4431 165.9508 153.9748 158.8592 119.4456 120.9775 137.7434 129.2828 172.7695 161.256 150.7758 155.1117
70.20247 103.6967 106.835 36.43131 61.61325 117.8038 146.2915 14.77849 0 179.9389 174.5914 22.7483 176.1215 169.618 173.4255 174.4629 30.9621 47.9004 55.10519 167.1103 72.19773 178.5349 168.5078 171.4892 81.58218 189.3141 176.9161 101.3548 172.8586 165.5087 152.5829 157.5989 107.2605 109.2847 132.3981 117.8613 170.221 154.1494 141.8216 146.8291
126.7061 92.68664 88.68484 154.9165 132.0275 66.96414 34.73231 171.8284 179.9389 0 8.881519 185.5357 14.2589 20.70024 20.93217 40.01638 181.1644 201.7768 199.6463 61.74322 207.4709 66.99549 68.00408 68.15424 206.6048 99.73871 85.15233 206.2795 95.15944 103.173 111.1002 110.5271 207.2854 202.6669 146.9124 203.9211 127.9816 172.585 187.6897 182.4704
123.8421 91.08566 87.15583 150.8023 128.7119 64.36843 31.97059 167.0069 174.5914 8.881519 0 179.3569 6.696825 11.88632 12.69427 32.10028 174.6666 194.9543 192.5543 53.27821 199.9901 59.1573 59.597 59.88977 198.866 91.97151 77.01444 198.0978 86.77952 94.55036 102.2669 101.7486 199.0015 194.3086 138.0728 195.4347 119.3342 163.7034 178.8684 173.6122
87.43067 117.6448 120.331 56.28896 78.91363 127.5953 153.3174 36.71012 22.7483 185.5357 179.3569 0 180.0565 173.04 176.5947 175.1158 10.29002 25.77133 32.38524 164.9684 49.45877 175.7065 165.5049 168.4595 58.8965 182.6134 171.7133 79.13519 166.2798 157.7553 143.63 148.7581 85.15288 87.57407 118.1372 96.35098 159.3362 137.2535 122.7715 128.5377
127.4331 95.55862 91.68519 153.4255 131.9791 68.40801 36.42189 169.0195 176.1215 14.2589 6.696825 180.0565 0 7.862336 6.760915 25.79853 175.0247 194.9109 192.1806 47.53189 199.0876 52.82859 53.76771 53.89569 197.5838 85.61522 70.90341 196.0644 80.91063 89.04323 97.37517 96.6285 196.7673 191.9234 134.2218 192.7582 113.8676 159.3038 175.0984 169.596
122.8506 92.20663 88.43359 147.8126 127.0325 64.65656 33.84669 162.8757 169.618 20.70024 11.88632 173.04 7.862336 0 4.169999 21.43262 167.8354 187.5326 184.6758 41.60834 191.4162 48.21851 47.97279 48.42004 189.8246 80.98491 65.64099 188.2096 75.14357 82.71895 90.4005 89.86239 188.9054 184.0617 126.6343 184.9107 107.4853 151.9885 167.4862 162.0833
127.0133 96.3409 92.55893 151.8659 131.1732 68.81019 37.83888 166.8047 173.4255 20.93217 12.69427 176.5947 6.760915 4.169999 0 19.41687 171.2735 190.8066 187.8156 40.81229 194.3167 46.46852 47.07441 47.27038 192.5426 79.28456 64.3504 190.5289 74.23789 82.29167 90.64917 89.87513 191.1091 186.1784 127.7816 186.8483 107.1138 152.6737 168.6759 163.0833
