0 85.43006 28.42353 21.02457 124.342 149.8 127.0634 141.7262 144.8422 155.0009 159.452 144.1741 136.7369 139.0478 148.4254 151.1142 156.139 169.911 161.5756 175.3146
85.43006 0 108.4359 102.0926 41.21415 85.23593 176.3887 81.7676 83.74585 119.4696 110.9934 118.5954 127.9232 128.4224 138.5538 178.8771 180.331 140.6063 150.0213 173.5372
28.42353 108.4359 0 7.401505 144.6571 161.8163 102.8589 152.699 155.9844 157.0199 165.4655 143.7355 131.3265 134.0434 142.3884 132.3998 138.308 168.8988 155.174 164.8908
21.02457 102.0926 7.401505 0 138.9829 158.1367 108.8726 149.249 152.5025 155.8331 163.2844 143.1412 132.0038 134.6226 143.2786 136.8211 142.4861 168.5355 156.205 167.0448
124.342 41.21415 144.6571 138.9829 0 55.95779 196.9391 57.24509 57.76028 104.9121 89.39433 110.193 127.2331 126.6985 135.7345 189.8848 189.6086 126.8312 144.8732 171.0039
149.8 85.23593 161.8163 158.1367 55.95779 0 182.6167 10.55147 7.473161 56.63693 36.06275 68.14105 91.90279 90.17652 96.7557 162.8891 160.4305 77.19361 102.3764 129.3844
127.0634 176.3887 102.8589 108.8726 196.9391 182.6167 0 172.1046 175.1606 144.6809 164.8357 126.9415 101.4162 104.4629 105.5932 46.57521 54.59081 142.4681 112.6288 104.1351
141.7262 81.7676 152.699 149.249 57.24509 10.55147 172.1046 0 3.354102 49.85113 32.15212 59.60138 82.45756 80.88572 87.93648 152.942 150.6674 71.24907 94.33584 121.324
144.8422 83.74585 155.9844 152.5025 57.76028 7.473161 175.1606 3.354102 0 50.88112 31.96289 61.42943 84.75848 83.10385 89.92072 155.541 153.1569 71.98641 95.96353 122.973
155.0009 119.4696 157.0199 155.8331 104.9121 56.63693 144.6809 49.85113 50.88112 0 23.50797 17.73964 43.83428 41.07016 44.10206 115.2626 111.2161 21.94242 46.76932 73.51509
159.452 110.9934 165.4655 163.2844 89.39433 36.06275 164.8357 32.15212 31.96289 23.50797 0 39.52408 65.82671 63.33798 67.37313 137.8923 134.1692 41.75272 70.18406 96.75431
144.1741 118.5954 143.7355 143.1412 110.193 68.14105 126.9415 59.60138 61.42943 17.73964 39.52408 0 26.38408 23.81857 28.71993 98.36819 94.72372 25.74979 35.04195 61.87482
136.7369 127.9232 131.3265 132.0038 127.2331 91.90279 101.4162 82.45756 84.75848 43.83428 65.82671 26.38408 0 3.201562 11.85588 72.1734 68.90596 42.57878 25 45.61499
139.0478 128.4224 134.0434 134.6226 126.6985 90.17652 104.4629 80.88572 83.10385 41.07016 63.33798 23.81857 3.201562 0 10.32078 74.56038 71.06445 39.37723 23.13547 45.2414
148.4254 138.5538 142.3884 143.2786 135.7345 96.7557 105.5932 87.93648 89.92072 44.10206 67.37313 28.71993 11.85588 10.32078 0 71.71361 67.26168 36.91059 13.17428 35.4612
151.1142 178.8771 132.3998 136.8211 189.8848 162.8891 46.57521 152.942 155.541 115.2626 137.8923 98.36819 72.1734 74.56038 71.71361 0 8.017559 107.3933 74.72617 60.1206
156.139 180.331 138.308 142.4861 189.6086 160.4305 54.59081 150.6674 153.1569 111.2161 134.1692 94.72372 68.90596 71.06445 67.26168 8.017559 0 102.1358 69.13235 52.89637
169.911 140.6063 168.8988 168.5355 126.8312 77.19361 142.4681 71.24907 71.98641 21.94242 41.75272 25.74979 42.57878 39.37723 36.91059 107.3933 102.1358 0 33.22441 57.41376
161.5756 150.0213 155.174 156.205 144.8732 102.3764 112.6288 94.33584 95.96353 46.76932 70.18406 35.04195 25 23.13547 13.17428 74.72617 69.13235 33.22441 0 27.01277
175.3146 173.5372 164.8908 167.0448 171.0039 129.3844 104.1351 121.324 122.973 73.51509 96.75431 61.87482 45.61499 45.2414 35.4612 60.1206 52.89637 57.41376 27.01277 0
