0 57.40433 51.91694 83.51542 146.9727 96.19382 152.4324 119.6888 153.3497 159.6064 165.1619 130.8503 166.3917 173.1034 175.4693
57.40433 0 10.36878 110.3973 204.3237 141.4935 184.7192 175.3997 189.3369 200.1449 203.501 185.1264 206.4701 217.6629 223.3611
51.91694 10.36878 0 112.9011 198.0278 140.7124 174.4011 171.2784 179.1187 190.1302 193.3625 177.034 196.4182 207.9178 213.9606
83.51542 110.3973 112.9011 0 157.7782 49.61316 224.6779 108.4685 222.261 223.0253 230.8211 168.358 229.902 229.7225 225.7684
146.9727 204.3237 198.0278 157.7782 0 113.1619 152.9 53.26184 141.5814 127.8052 138.3537 50.41089 132.4159 116.8334 101.7457
96.19382 141.4935 140.7124 49.61316 113.1619 0 208.1869 61.09828 202.9003 199.3506 208.4281 133.544 205.953 201.1823 193.7448
152.4324 184.7192 174.4011 224.6779 152.9 208.1869 0 178.907 13.84809 34.24535 28.35525 102.494 35.76753 58.92635 77.04061
119.6888 175.3997 171.2784 108.4685 53.26184 61.09828 178.907 0 170.2999 161.4286 171.5914 85.70298 167.2809 156.963 145.549
153.3497 189.3369 179.1187 222.261 141.5814 202.9003 13.84809 170.2999 0 20.47382 16.17521 91.24229 22.74719 45.31257 63.21192
159.6064 200.1449 190.1302 223.0253 127.8052 199.3506 34.24535 161.4286 20.47382 0 10.54885 78.39201 6.907809 24.94134 42.82942
165.1619 203.501 193.3625 230.8211 138.3537 208.4281 28.35525 171.5914 16.17521 10.54885 0 88.90226 7.934738 31.66008 50.8461
130.8503 185.1264 177.034 168.358 50.41089 133.544 102.494 85.70298 91.24229 78.39201 88.90226 0 83.53377 71.29148 60.6413
166.3917 206.4701 196.4182 229.902 132.4159 205.953 35.76753 167.2809 22.74719 6.907809 7.934738 83.53377 0 23.73005 42.93905
173.1034 217.6629 207.9178 229.7225 116.8334 201.1823 58.92635 156.963 45.31257 24.94134 31.66008 71.29148 23.73005 0 19.65638
175.4693 223.3611 213.9606 225.7684 101.7457 193.7448 77.04061 145.549 63.21192 42.82942 50.8461 60.6413 42.93905 19.65638 0
