0 28.68141 36.04423 38.40774 39.18077 42.08239 52.08191 66.55577 93.8895 99.92369 102.0022 107.9026 102.1545 104.5864 117.7619
28.68141 0 53.17201 54.26601 52.94195 53.11415 57.14591 62.63776 87.7819 89.9611 87.92042 90.40983 91.32141 92.66067 100.7072
36.04423 53.17201 0 3.010399 6.408003 11.55963 24.74765 45.50404 70.74072 80.52368 87.53035 97.53768 83.56771 87.09513 105.9134
38.40774 54.26601 3.010399 0 3.905125 8.961724 22.02199 42.96381 67.93425 77.87811 85.14693 95.37624 80.95678 84.53402 103.6282
39.18077 52.94195 6.408003 3.905125 0 5.153882 18.34355 39.13829 64.35497 74.12321 81.26654 91.47114 77.17675 80.72329 99.73026
42.08239 53.11415 11.55963 8.961724 5.153882 0 13.21274 34.00541 59.24631 68.96965 76.20244 86.55967 72.02647 75.58315 94.72469
52.08191 57.14591 24.74765 22.02199 18.34355 13.21274 0 21.2555 46.03959 55.88063 63.72175 74.74281 58.99591 62.64912 82.48216
66.55577 62.63776 45.50404 42.96381 39.13829 34.00541 21.2555 0 27.3487 35.20732 42.48006 53.88626 38.12989 41.59193 61.31184
93.8895 87.7819 70.74072 67.93425 64.35497 59.24631 46.03959 27.3487 0 13.64047 27.90273 42.30366 17.22099 21.69245 45.61418
99.92369 89.9611 80.52368 77.87811 74.12321 68.96965 55.88063 35.20732 13.64047 0 15 29.34731 3.605551 8.062258 31.98906
102.0022 87.92042 87.53035 85.14693 81.26654 76.20244 63.72175 42.48006 27.90273 15 0 14.42507 12.16553 8.944272 19.077
107.9026 90.40983 97.53768 95.37624 91.47114 86.55967 74.74281 53.88626 42.30366 29.34731 14.42507 0 26.27288 22.3544 10.3326
102.1545 91.32141 83.56771 80.95678 77.17675 72.02647 58.99591 38.12989 17.22099 3.605551 12.16553 26.27288 0 4.472136 28.45594
104.5864 92.66067 87.09513 84.53402 80.72329 75.58315 62.64912 41.59193 21.69245 8.062258 8.944272 22.3544 4.472136 0 24.00465
117.7619 100.7072 105.9134 103.6282 99.73026 94.72469 82.48216 61.31184 45.61418 31.98906 19.077 10.3326 28.45594 24.00465 0
