0 6.475533 117.1232 79.09222 70.21276 144.6095 148.6458 155.6404 148.1702 104.7 112.1039 114.3624 126.5604 133.0231 139.7935 160.7019
6.475533 0 111.5406 73.06162 75.85102 139.4579 143.6175 153.8957 144.6271 109.7343 116.7894 118.7013 130.6477 136.6768 143.2916 162.7839
117.1232 111.5406 0 41.00838 163.6448 31.60787 37.25674 107.3925 67.18628 182.1681 182.5929 178.9419 184.5372 182.6323 185.4105 178.1476
79.09222 73.06162 41.00838 0 134.6883 71.97569 77.20104 124.777 95.27329 159.2367 161.9889 160.1125 168.2237 169.0618 173.3603 175.5764
70.21276 75.85102 163.6448 134.6883 0 183.5675 185.7581 154.5442 167.7841 37.20653 47.17685 52.62282 66.21283 76.44744 84.1884 117.8128
144.6095 139.4579 31.60787 71.97569 183.5675 0 6.041523 95.12766 49.11721 197.2309 195.9309 191.0772 194.6494 190.7635 192.3187 178.1161
148.6458 143.6175 37.25674 77.20104 185.7581 6.041523 0 91.62524 45.17743 198.3638 196.7163 191.6351 194.7954 190.534 191.8479 176.3834
155.6404 153.8957 107.3925 124.777 154.5442 95.12766 91.62524 0 46.65906 149.3255 142.8584 135.1258 132.3915 123.6767 121.8946 93.79242
148.1702 144.6271 67.18628 95.27329 167.7841 49.11721 45.17743 46.65906 0 172.4951 168.6294 162.2375 162.8775 156.5915 156.6027 135.6055
104.7 109.7343 182.1681 159.2367 37.20653 197.2309 198.3638 149.3255 172.4951 0 11.57486 19.78093 32.38643 44.49371 52.13322 91.27269
112.1039 116.7894 182.5929 161.9889 47.17685 195.9309 196.7163 142.8584 168.6294 11.57486 0 8.868031 20.81527 33.02543 40.61256 80.30127
114.3624 118.7013 178.9419 160.1125 52.62282 191.0772 191.6351 135.1258 162.2375 19.78093 8.868031 0 13.6034 24.91095 32.6506 71.57417
126.5604 130.6477 184.5372 168.2237 66.21283 194.6494 194.7954 132.3915 162.8775 32.38643 20.81527 13.6034 0 12.65046 19.92743 60.85338
133.0231 136.6768 182.6323 169.0618 76.44744 190.7635 190.534 123.6767 156.5915 44.49371 33.02543 24.91095 12.65046 0 7.788483 48.26225
139.7935 143.2916 185.4105 173.3603 84.1884 192.3187 191.8479 121.8946 156.6027 52.13322 40.61256 32.6506 19.92743 7.788483 0 41.91981
160.7019 162.7839 178.1476 175.5764 117.8128 178.1161 176.3834 93.79242 135.6055 91.27269 80.30127 71.57417 60.85338 48.26225 41.91981 0
