0 127.6311 143.3112 141.6644 144.2165 115.1492 115.8742 137.9744
127.6311 0 75.3077 72.8869 78.58753 145.2618 120.2165 263.1045
143.3112 75.3077 0 2.5 3.354102 205.6313 66.77762 278.5987
141.6644 72.8869 2.5 0 5.700877 203.2252 67.30899 277.2156
144.2165 78.58753 3.354102 5.700877 0 208.1274 64.77654 279.0412
115.1492 145.2618 205.6313 203.2252 208.1274 0 211.2368 181.1767
115.8742 120.2165 66.77762 67.30899 64.77654 211.2368 0 236.1779
137.9744 263.1045 278.5987 277.2156 279.0412 181.1767 236.1779 0
0 127.6311 143.3112 141.6644 144.2165 115.1492 115.8742 137.9744
127.6311 0 75.3077 72.8869 78.58753 145.2618 120.2165 263.1045
143.3112 75.3077 0 2.5 3.354102 205.6313 66.77762 278.5987
141.6644 72.8869 2.5 0 5.700877 203.2252 67.30899 277.2156
144.2165 78.58753 3.354102 5.700877 0 208.1274 64.77654 279.0412
115.1492 145.2618 205.6313 203.2252 208.1274 0 211.2368 181.1767
115.8742 120.2165 66.77762 67.30899 64.77654 211.2368 0 236.1779
137.9744 263.1045 278.5987 277.2156 279.0412 181.1767 236.1779 0
0 127.6311 143.3112 141.6644 144.2165 115.1492 115.8742 137.9744
127.6311 0 75.3077 72.8869 78.58753 145.2618 120.2165 263.1045
143.3112 75.3077 0 2.5 3.354102 205.6313 66.77762 278.5987
141.6644 72.8869 2.5 0 5.700877 203.2252 67.30899 277.2156
144.2165 78.58753 3.354102 5.700877 0 208.1274 64.77654 279.0412
115.1492 145.2618 205.6313 203.2252 208.1274 0 211.2368 181.1767
115.8742 120.2165 66.77762 67.30899 64.77654 211.2368 0 236.1779
137.9744 263.1045 278.5987 277.2156 279.0412 181.1767 236.1779 0
0 127.6311 143.3112 141.6644 144.2165 115.1492 115.8742 137.9744
127.6311 0 75.3077 72.8869 78.58753 145.2618 120.2165 263.1045
143.3112 75.3077 0 2.5 3.354102 205.6313 66.77762 278.5987
141.6644 72.8869 2.5 0 5.700877 203.2252 67.30899 277.2156
144.2165 78.58753 3.354102 5.700877 0 208.1274 64.77654 279.0412
115.1492 145.2618 205.6313 203.2252 208.1274 0 211.2368 181.1767
115.8742 120.2165 66.77762 67.30899 64.77654 211.2368 0 236.1779
137.9744 263.1045 278.5987 277.2156 279.0412 181.1767 236.1779 0
0 127.6311 143.3112 141.6644 144.2165 115.1492 115.8742 137.9744
127.6311 0 75.3077 72.8869 78.58753 145.2618 120.2165 263.1045
143.3112 75.3077 0 2.5 3.354102 205.6313 66.77762 278.5987
141.6644 72.8869 2.5 0 5.700877 203.2252 67.30899 277.2156
144.2165 78.58753 3.354102 5.700877 0 208.1274 64.77654 279.0412
115.1492 145.2618 205.6313 203.2252 208.1274 0 211.2368 181.1767
115.8742 120.2165 66.77762 67.30899 64.77654 211.2368 0 236.1779
137.9744 263.1045 278.5987 277.2156 279.0412 181.1767 236.1779 0
0 127.6311 143.3112 141.6644 144.2165 115.1492 115.8742 137.9744
127.6311 0 75.3077 72.8869 78.58753 145.2618 120.2165 263.1045
143.3112 75.3077 0 2.5 3.354102 205.6313 66.77762 278.5987
141.6644 72.8869 2.5 0 5.700877 203.2252 67.30899 277.2156
144.2165 78.58753 3.354102 5.700877 0 208.1274 64.77654 279.0412
115.1492 145.2618 205.6313 203.2252 208.1274 0 211.2368 181.1767
115.8742 120.2165 66.77762 67.30899 64.77654 211.2368 0 236.1779
137.9744 263.1045 278.5987 277.2156 279.0412 181.1767 236.1779 0
