47.25 62.875
45 63
113.534 113.8617
98.33935 214.5596
91.5 144
92.28571 189.5714
94 142
97 61.875
101.8333 75.83333
108.3333 69.88889
108 240
110 54
111 58
113.5 58
113 61
113.5 246
114.5 54
118.96 69.28
116 58.5
119.5 245.125
120 59
123.6667 69
131.0294 61.70588
124 244
125.5 57
140.1448 252.1448
137 67
144.1233 70.78082
139.3333 65
225.1012 107.9578
152.25 85.5
171.5327 265.7026
197.8 273.5
202.25 263.3125
221.4348 253.7391
224.4737 141.9474
227.5833 159.125
226 136
233.025 172.5875
236.2157 243.5882
243 175
252.4444 88.73016
252.3714 233.1714
259.1242 196.9068
269.08 173.6629
