0 2.54951 66.44494 95.38344 137.6408 156.178 163.341 187.2931 63.03174 183.0526 192.9249 71.18842 97.07065 195.4789 197.4487 69.72008 199.6257 76.10519 103.9593 80.48503 90.61181 92.19544 94.08507 96.40485 106.9295 105.862 237.6519 103.8284 110.2669 111.313 111.4755 216.9539 117.4777 117.9025 185.6271 256.7834 258.2511 170.6228 177.0537 262.2346 259.5169 265.5601 266.041 268.231 234.0021 264.2593 237.1181 238.9477 265.8364 260.4422
2.54951 0 63.92212 93.73633 136.3176 154.8784 162.0194 185.9879 60.55163 181.723 191.6364 68.71262 94.97335 194.1765 196.1186 67.29083 198.2229 73.63763 101.6381 78.00431 88.09086 89.66884 91.56692 93.86371 104.4787 103.3647 235.9293 101.2904 107.7217 108.7643 108.9263 215.2638 114.9282 115.3538 183.0883 254.8522 256.2677 168.0978 174.5064 260.1784 257.4111 263.4018 263.9441 265.9873 231.5653 261.9857 234.6796 236.5132 263.5574 258.0614
66.44494 63.92212 0 62.85743 107.877 125.2692 131.2141 154.0794 24.12544 149.3831 159.8827 26.32595 47.45189 161.9116 163.0006 30.20412 163.0169 29.33477 44.07294 30.4226 32.95417 33.48353 36.20805 34.81321 42.02212 39.71871 190.7738 42.18714 47.01345 45.99096 47.06073 171.5404 52.3798 52.48953 119.3157 203.8419 203.8918 108.3287 111.1381 205.9009 201.9219 206.5591 208.611 207.0874 168.6631 202.415 171.7413 173.6441 203.8559 196.1748
95.38344 93.73633 62.85743 0 46.01087 64.25778 70.86113 94.6493 86.49277 90.11798 100.449 89.12944 25.0886 102.7716 104.3456 93.05315 105.6506 91.70605 44.00349 91.86013 89.74687 89.1852 91.92388 86.7011 59.12789 65.75987 142.3562 91.59676 91.84637 84.93973 88.86006 121.5936 90.02777 88.72993 134.3793 163.0962 165.3434 143.2253 131.5523 170.7033 169.2011 176.675 175.4292 182.3673 161.4466 179.7804 164.5752 165.9217 181.5737 182.1714
137.6408 136.3176 107.877 46.01087 0 18.61619 25.70187 49.67988 131.856 45.412 55.36244 133.8148 62.98688 57.87055 59.80803 137.9924 62.24577 135.9154 77.89199 135.4973 131.5542 130.6331 133.1953 127.0171 93.11195 101.0156 105.8636 130.5508 129.0229 120.7915 125.2349 84.89994 124.5552 122.8739 150.6261 132.4556 136.5205 170.5436 151.4761 144.4873 145.2309 154.6346 150.6586 164.2674 159.022 163.5726 161.895 162.693 165.5295 172.7286
156.178 154.8784 125.2692 64.25778 18.61619 0 7.328422 31.11595 149.3521 26.95946 36.7636 150.9238 79.20916 39.30092 41.32871 155.2217 44.20142 152.7795 92.40502 152.0981 147.4154 146.3611 148.8307 142.3506 107.042 115.0979 90.42055 145.3369 143.1836 134.624 139.1708 69.83955 137.8552 136.0737 156.6597 119.216 124.0214 180.4103 158.8885 132.9995 134.7203 144.7886 139.6942 155.9444 157.4216 156.0723 160.122 160.6753 158.0619 167.9148
163.341 162.0194 131.2141 70.86113 25.70187 7.328422 0 23.99635 155.3296 19.7182 29.72133 156.6702 84.6903 32.18585 34.11138 161.033 36.87331 158.3856 97.04634 157.5615 152.5026 151.3835 153.8022 147.1876 111.3495 119.4368 83.55653 149.9049 147.4652 138.7805 143.3606 63.14983 141.7622 139.9419 157.4335 112.949 117.9797 182.7011 160.2168 127.2679 129.3139 139.5831 134.1212 151.2405 155.1906 151.6598 157.8157 158.274 153.6557 164.4442
187.2931 185.9879 154.0794 94.6493 49.67988 31.11595 23.99635 0 178.2007 4.726521 5.821512 179.1627 107.0219 8.190849 10.37738 183.626 15.05608 180.633 117.8303 179.5569 173.8099 172.5697 174.8802 168.0259 131.3508 139.434 65.998 170.1855 167.1568 158.2574 162.8797 47.73772 160.677 158.7838 168.2796 98.45625 104.597 197.433 172.5743 115.2746 118.8263 129.8325 122.7712 143.4823 156.7077 145.1017 159.0342 159.1574 147.0935 161.3832
63.03174 60.55163 24.12544 86.49277 131.856 149.3521 155.3296 178.2007 0 173.5029 184.0027 8.172583 71.44789 186.0242 187.0962 8.279828 187.0449 13.15295 65.95948 17.45329 28.25774 30.08322 31.57531 35.33762 60.07433 55.19203 213.6612 42.23596 49.35675 52.72656 51.59242 194.7563 58.13777 59.05929 127.3582 225.2699 224.8729 108.0067 117.5457 226.1443 221.6529 225.5695 228.3716 224.8047 182.2581 219.6588 185.235 187.2565 220.9842 211.14
183.0526 181.723 149.3831 90.11798 45.412 26.95946 19.7182 4.726521 173.5029 0 10.5 174.4459 102.3055 12.65899 14.39618 178.9128 17.75995 175.9098 113.1175 174.8306 169.0895 167.8519 170.1654 163.3178 126.6706 134.7561 67.58472 165.4999 162.5011 153.6121 158.233 48.54122 156.0681 154.1793 164.5183 99.31603 105.1926 193.2215 168.6246 115.5609 118.7697 129.6362 122.9246 142.8801 154.3511 144.2506 156.7331 156.9148 146.2472 159.8659
