0 3 3 140.4459 67.31151 91.80307 106.2309 129.5792 133.1953 136.8419 184.0505 69.95892 75.05998 102.3536 79.5393 104.3504 105.2616 90.56765 92.13577 94.56479 94.64143 98.25467 103.9941 250.0952 186.9218 129.0155 244.7923 205.59 221.3953 207.1183 209.0215 232.3333 236.6474 256.7325 263.2195
3 0 4.242641 137.4929 66.01822 89.31901 103.4698 126.7587 130.384 134.0324 181.2632 70.36512 75.23962 100.3855 79.69002 102.45 103.407 90.50138 92.02174 94.50132 94.33981 97.91166 103.745 247.7679 186.1913 129.0969 242.3288 204.1844 219.9123 205.7304 207.5885 230.9367 235.2552 255.2205 261.8482
3 4.242641 0 139.9538 64.64532 90.1786 105.1095 128.5993 132.1893 135.8297 182.9708 66.97947 72.06247 100.1312 76.54084 102.0686 102.9417 87.56997 89.14034 91.56692 91.66242 95.28068 101.0087 248.2221 184.0194 126.0159 243.1013 202.9538 218.8013 204.4725 206.4001 229.6906 234.0021 254.1536 260.5619
140.4459 137.4929 139.9538 0 113.7792 67.15838 43.54083 25.15692 25.27864 25.06505 54.19018 153.0578 150.0468 87.43696 151.1548 90.3497 92.37239 150.0842 149.4102 151.8858 145.0307 145.2196 150.5596 144.0409 181.1627 174.936 130.7889 161.7305 169.5892 163.7919 162.8295 182.8098 186.5092 196.7434 209.675
67.31151 66.01822 64.64532 113.7792 0 47.18633 70.4115 93.22745 95.80974 98.90499 141.163 39.36859 36.41072 41.15395 38.03643 41.78418 41.91477 40.45851 40.64804 43.54074 38.94674 41.20418 47.80096 190.8322 121.9457 76.03604 188.5464 138.3183 154.2409 139.8298 141.7832 165.0492 169.3593 189.6276 195.9167
91.80307 89.31901 90.1786 67.15838 47.18633 0 23.62838 46.06471 48.74765 51.95004 96.19524 86.53748 83.09721 27.09291 84.04895 30.73036 32.94306 83.09897 82.52375 85.08393 78.46815 79.01804 84.75983 158.9181 133.4786 110.815 153.0126 131.914 145.0966 133.8113 134.4826 157.6885 161.9499 178.6787 188.1922
106.2309 103.4698 105.1095 43.54083 70.4115 23.62838 0 24.14769 27.45906 31.02195 77.87216 109.7645 106.5692 46.47849 107.622 49.81967 52.00961 106.6794 106.066 108.5933 101.8725 102.2636 107.8344 151.0215 148.9637 133.2066 142.5351 140.0009 151.3298 142.0035 142.0317 164.3911 168.5022 182.9979 193.9291
129.5792 126.7587 128.5993 25.15692 93.22745 46.06471 24.14769 0 3.800585 7.403077 54.69597 132.5419 128.8673 63.19832 129.5541 65.91746 67.86342 127.419 126.5903 128.9429 121.8788 121.7937 126.8702 134.6619 156.4558 150.525 124.1318 139.5016 148.5802 141.5584 140.907 161.8298 165.6989 177.6248 189.834
133.1953 130.384 132.1893 25.27864 95.80974 48.74765 27.45906 3.800585 0 3.655285 50.98437 135.0602 131.244 64.64712 131.8275 67.23095 69.11584 129.3928 128.5146 130.8224 123.6932 123.503 128.4621 131.0852 155.8933 151.7168 120.4211 137.7725 146.5189 139.832 139.0863 159.77 163.6001 175.1743 187.5327
136.8419 134.0324 135.8297 25.06505 98.90499 51.95004 31.02195 7.403077 3.655285 0 47.32944 138.097 134.1816 66.9411 134.6899 69.41201 71.24391 132.0317 131.1158 133.388 126.2116 125.939 130.8022 128.06 156.3066 153.7174 117.1564 137.0144 145.3957 139.0756 138.2294 158.6419 162.4275 173.6013 186.1255
184.0505 181.2632 182.9708 54.19018 141.163 96.19524 77.87216 54.69597 50.98437 47.32944 0 179.2179 174.3666 103.5948 174.118 104.9487 106.1953 169.2706 167.9964 169.8593 162.3764 161.2852 165.0457 92.53291 168.2323 183.7857 77.60872 135.2932 138.2645 137.2443 135.1235 150.7368 153.7327 158.8434 173.237
69.95892 70.36512 66.97947 153.0578 39.36859 86.53748 109.7645 132.5419 135.0602 138.097 179.2179 0 7.433034 76.32169 11.41271 75.73143 75.04832 23.94264 25.98557 27.51818 31.00403 34.77192 38.52941 220.7332 124.2372 59.80176 220.7272 153.5008 170.3471 154.6197 157.3634 179.2411 183.361 205.3356 208.9647
75.05998 75.23962 72.06247 150.0468 36.41072 83.09721 106.5692 128.8673 131.244 134.1816 174.3666 7.433034 0 71.01584 4.527693 70.17834 69.35416 16.80774 18.78829 20.5548 23.60085 27.38576 31.37699 213.9834 117.1113 54.00926 214.2808 146.0693 162.918 147.187 149.9333 171.8103 175.9318 197.9026 201.5502
102.3536 100.3855 100.1312 87.43696 41.15395 27.09291 46.47849 63.19832 64.64712 66.9411 103.5948 76.32169 71.01584 0 70.5638 3.640055 5.85235 66.00189 64.87873 66.96454 59.62592 59.11443 63.86326 150.0799 106.5398 87.5 147.4059 108.5841 122.9145 110.3778 111.4955 134.9841 139.3027 157.5201 165.8652
79.5393 79.69002 76.54084 151.1548 38.03643 84.04895 107.622 129.5541 131.8275 134.6899 174.118 11.41271 4.527693 70.5638 0 69.5018 68.54561 12.52996 14.57738 16.15549 19.81161 23.514 27.11809 211.8329 112.8371 49.50253 212.5 142.486 159.3673 143.5705 146.3711 168.098 172.199 194.2618 197.717
104.3504 102.45 102.0686 90.3497 41.78418 30.73036 49.81967 65.91746 67.23095 69.41201 104.9487 75.73143 70.17834 3.640055 69.5018 0 2.236068 64.36226 63.15061 65.13448 57.72348 57.01486 61.53873 149.0855 102.9115 84.6286 146.8715 105.5047 119.9967 107.28 108.4666 131.9739 136.2975 154.7215 162.888
105.2616 103.407 102.9417 92.37239 41.91477 32.94306 52.00961 67.86342 69.11584 71.24391 106.1953 75.04832 69.35416 5.85235 68.54561 2.236068 0 63.07535 61.81424 63.73774 56.29387 55.47439 59.86874 148.9243 100.7566 82.66196 147.0009 103.8906 118.5079 105.6504 106.8925 130.41 134.7368 153.318 161.3459
90.56765 90.50138 87.56997 150.0842 40.45851 83.09897 106.6794 127.419 129.3928 132.0317 169.2706 23.94264 16.80774 66.00189 12.52996 64.36226 63.07535 0 2.12132 4 8.276473 11.52858 14.59077 202.3813 100.322 38.89087 203.8535 130.4847 147.402 131.5238 134.3968 155.9197 159.9953 182.1638 185.3996
92.13577 92.02174 89.14034 149.4102 40.64804 82.52375 106.066 126.5903 128.5146 131.1158 167.9964 25.98557 18.78829 64.87873 14.57738 63.15061 61.81424 2.12132 0 2.915476 6.324555 9.432899 12.5903 200.4735 98.32303 37.65634 202.0427 128.3637 145.2815 129.4025 132.2762 153.8 157.8765 180.0426 183.288
94.56479 94.50132 91.56692 151.8858 43.54074 85.08393 108.5933 128.9429 130.8224 133.388 169.8593 27.51818 20.5548 66.96454 16.15549 65.13448 63.73774 4 2.915476 0 7.516648 9.668484 11.17545 201.1011 96.73173 34.93566 202.939 127.7429 144.682 128.742 131.6757 153.0064 157.0557 179.318 182.3321
94.64143 94.33981 91.66242 145.0307 38.94674 78.46815 101.8725 121.8788 123.6932 126.2116 162.3764 31.00403 23.60085 59.62592 19.81161 57.72348 56.29387 8.276473 6.324555 7.516648 0 3.833259 9.540211 194.1492 94.06669 37.33631 195.7428 122.6835 139.573 123.7619 126.5741 148.2918 152.3975 174.4504 177.9621
98.25467 97.91166 95.28068 145.2196 41.20418 79.01804 102.2636 121.7937 123.503 125.939 161.2852 34.77192 27.38576 59.11443 23.514 57.01486 55.47439 11.52858 9.432899 9.668484 3.833259 0 6.600503 191.433 90.24371 34.83196 193.3086 119.0496 135.9531 120.1106 122.9505 144.592 148.6885 170.7818 174.2118
103.9941 103.745 101.0087 150.5596 47.80096 84.75983 107.8344 126.8702 128.4621 130.8022 165.0457 38.52941 31.37699 63.86326 27.11809 61.53873 59.86874 14.59077 12.5903 11.17545 9.540211 6.600503 0 192.1144 85.73601 28.23589 194.6398 116.7932 133.7444 117.7604 120.7415 141.9315 145.9658 168.2808 171.1853
250.0952 247.7679 248.2221 144.0409 190.8322 158.9181 151.0215 134.6619 131.0852 128.06 92.53291 220.7332 213.9834 150.0799 211.8329 149.0855 148.9243 202.3813 200.4735 201.1011 194.1492 191.433 192.1144 0 149.6074 198.6131 19.33516 100.0244 90.94375 101.0048 97.14431 97.83187 98.43277 90.60302 105.7738
186.9218 186.1913 184.0194 181.1627 121.9457 133.4786 148.9637 156.4558 155.8933 156.3066 168.2323 124.2372 117.1113 106.5398 112.8371 102.9115 100.7566 100.322 98.32303 96.73173 94.06669 90.24371 85.73601 149.6074 0 71.35273 160.1594 50.572 64.56525 50.11451 54.11137 66.88451 69.94893 92.72257 91.23619
129.0155 129.0969 126.0159 174.936 76.03604 110.815 133.2066 150.525 151.7168 153.7174 183.7857 59.80176 54.00926 87.5 49.50253 84.6286 82.66196 38.89087 37.65634 34.93566 37.33631 34.83196 28.23589 198.6131 71.35273 0 203.7456 112.2687 128.907 112.7697 116.297 134.8003 138.4522 161.3628 161.7792
244.7923 242.3288 243.1013 130.7889 188.5464 153.0126 142.5351 124.1318 120.4211 117.1564 77.60872 220.7272 214.2808 147.4059 212.5 146.8715 147.0009 203.8535 202.0427 202.939 195.7428 193.3086 194.6398 19.33516 160.1594 203.7456 0 112.1606 105.1502 113.3854 109.7098 113.3609 114.4126 108.5291 123.8154
205.59 204.1844 202.9538 161.7305 138.3183 131.914 140.0009 139.5016 137.7725 137.0144 135.2932 153.5008 146.0693 108.5841 142.486 105.5047 103.8906 130.4847 128.3637 127.7429 122.6835 119.0496 116.7932 100.0244 50.572 112.2687 112.1606 0 16.96017 2.061553 4.031129 26.7587 31.08456 51.92697 57.72564
221.3953 219.9123 218.8013 169.5892 154.2409 145.0966 151.3298 148.5802 146.5189 145.3957 138.2645 170.3471 162.918 122.9145 159.3673 119.9967 118.5079 147.402 145.2815 144.682 139.573 135.9531 133.7444 90.94375 64.56525 128.907 105.1502 16.96017 0 16.17844 13.00656 13.25124 17.19862 35.42256 43.10178
