47.66667 62
48 66
86.68333 149.2167
86 160
87 168.5
88 183
89.5 141.5
93 190
95.21429 202.3333
94 142
96.44444 139.1111
101.4196 219.2946
120.0549 102.3062
96 194
101 136
108.9286 239.3571
109 232.5
113.5 58
113 61
192.6759 255.4969
115.3333 62.33333
116 59
120 59
125 59.66667
126 58
129 62
135.25 65
137 67
139 65
145.5385 71.40385
158.1111 76.52778
152 85
152.5 246.75
155 248
160 87
187.2706 78.36078
184 264
192.6667 95.66667
195 93
198.4 91.93333
229.6426 112.0192
215.1111 98.22222
217 103.5
224.6071 148.1071
226 159.5
226 172
227 156
228 159
228 163
228 169
229 166
230 163
230.6667 167
237.125 174.15
251 172
262.9128 198.8574
