0 154.1084 141.5676 140.1228 135.9595 126.9174 128.6996 109.6282 169.8814 169.0065
154.1084 0 198.4943 198.6454 193.7473 211.5544 234.0085 221.9772 323.9892 254.0079
141.5676 198.4943 0 2 5.830952 33.63228 64.62198 70.71461 231.4239 309.8645
140.1228 198.6454 2 0 5.09902 31.69901 62.76942 68.7257 229.4275 308.318
135.9595 193.7473 5.830952 5.09902 0 32.45477 63.95311 68.45355 228.7903 304.3846
126.9174 211.5544 33.63228 31.69901 32.45477 0 31.56873 37.77163 198.5043 291.186
128.6996 234.0085 64.62198 62.76942 63.95311 31.56873 0 19.61009 171.2921 284.2534
109.6282 221.9772 70.71461 68.7257 68.45355 37.77163 19.61009 0 160.8049 264.823
169.8814 323.9892 231.4239 229.4275 228.7903 198.5043 171.2921 160.8049 0 210.1928
169.0065 254.0079 309.8645 308.318 304.3846 291.186 284.2534 264.823 210.1928 0
