0 41.63679 140.7044 191.3414 151.3828 193.1503 201.3417 200.7564 178.2728 210.5603 217.0434
41.63679 0 122.0343 162.0475 113.3481 151.5353 170.0671 167.9563 137.5089 175.4442 180.044
140.7044 122.0343 0 65.99129 180.1317 158.2296 80.79604 86.37936 127.3559 104.6605 120.2336
191.3414 162.0475 65.99129 0 177.9081 128.4395 15.44249 24.04351 97.62242 44.10946 62.29923
151.3828 113.3481 180.1317 177.9081 0 77.99588 175.9882 167.7877 91.48352 161.7895 154.0901
193.1503 151.5353 158.2296 128.4395 77.99588 0 120.8154 110.6494 31.72381 98.0217 85.12693
201.3417 170.0671 80.79604 15.44249 175.9882 120.8154 0 10.66627 91.19934 29.8825 48.39588
200.7564 167.9563 86.37936 24.04351 167.7877 110.6494 10.66627 0 81.4912 20.06642 38.33591
178.2728 137.5089 127.3559 97.62242 91.48352 31.72381 91.19934 81.4912 0 71.6865 62.61436
210.5603 175.4442 104.6605 44.10946 161.7895 98.0217 29.8825 20.06642 71.6865 0 18.53797
217.0434 180.044 120.2336 62.29923 154.0901 85.12693 48.39588 38.33591 62.61436 18.53797 0
