0 7.219931 75.5299 29.97088 63.52735 50.12551 71.64636 98.00658 102.583 102.3586 102.9807 99.14215 111.4659 128.2416 135.6722 140.4838 158.1837 166.3491 145.8928 170.2786 151.1367 152.9241 177.6199 184.2158 184.1158
7.219931 0 82.6101 22.76083 69.26524 42.90722 64.46001 90.95714 108.4861 95.43745 108.6618 104.3075 115.6801 121.7919 129.1847 134.2226 152.2723 160.9455 147.7008 165.2145 152.1102 154.259 173.0374 180.188 181.5399
75.5299 82.6101 0 105.2243 35.03628 124.887 145.5498 169.8621 46.10196 172.8103 50.13026 55.76812 77.52703 193.5462 201.1045 203.6469 217.4792 220.5995 133.0173 221.2086 146.3299 144.0769 223.722 224.7828 210.9517
29.97088 22.76083 105.2243 0 89.37251 20.31326 42.15629 69.42046 128.6004 74.56131 128.2633 122.7322 131.6365 102.9281 110.1022 116.0693 135.4151 146.0025 156.7043 151.5196 158.6161 161.8046 161.0519 170.1301 176.4693
63.52735 69.26524 35.03628 89.37251 0 106.7502 125.1255 146.3692 39.28446 148.0677 39.45333 36.71938 53.66317 165.2151 172.6868 174.1687 186.3797 188.0724 103.0864 187.9698 114.6078 113.3125 189.6786 190.1363 175.9524
50.12551 42.90722 124.887 20.31326 106.7502 0 21.94582 49.69079 145.6096 55.40564 144.8185 138.3244 145.0422 85.39065 92.27985 99.05462 119.4038 131.6492 163.8241 138.2587 163.5376 167.5822 149.2558 159.9951 170.8003
71.64636 64.46001 145.5498 42.15629 125.1255 21.94582 0 28.15582 163.2744 34.62476 162.0191 154.6026 159.045 66.27779 72.69569 80.38421 101.6755 115.726 171.137 123.5255 168.5558 173.4364 136.0673 148.5591 164.2341
98.00658 90.95714 169.8621 69.42046 146.3692 49.69079 28.15582 0 183.0352 8.151937 181.1627 172.6202 174.0331 40.70313 46.2221 54.98159 77.03147 93.15132 177.3411 102.3427 171.896 177.7294 116.6253 131.1248 152.7738
102.583 108.4861 46.10196 128.6004 39.28446 145.6096 163.2744 183.0352 0 184 5.449261 16.98707 37.26019 198.017 205.2964 205.5428 215.2581 214.1612 95.23728 212.2533 111.0823 107.1541 211.2264 208.5671 187.2545
102.3586 95.43745 172.8103 74.56131 148.0677 55.40564 34.62476 8.151937 184 0 181.9021 172.9838 173.3571 32.71343 38.50469 47.00479 68.98273 85 174.0445 94.21112 167.8714 173.9253 108.5782 123.2365 145.6581
102.9807 108.6618 50.13026 128.2633 39.45333 144.8185 162.0191 181.1627 5.449261 181.9021 0 11.96892 31.81228 195.1587 202.3885 202.4065 211.7082 210.2404 89.79266 208.1262 105.6395 101.7056 206.8227 203.8988 182.1562
