0 131.5227 83.44756 94.23103 93.6237 158.5006 169.8552 115.3053 127.1704 155.8347 179.0364 187.236 162.5733 193.395
131.5227 0 187.9866 180.2854 188.1694 37.10803 57.47562 177.328 178.0913 146.5628 87.23068 113.8214 164.7518 134.4319
83.44756 187.9866 0 26.26782 16 203.0099 206.3801 58.12847 73.47979 134.5961 201.0959 196.0833 130.8164 191.7165
94.23103 180.2854 26.26782 0 12.32359 190.8631 191.7982 31.87667 47.23347 109.9609 182.922 175.1229 105.0517 168.8833
93.6237 188.1694 16 12.32359 0 200.3655 202.0982 43.15561 58.39534 122.2729 194.2502 187.0846 117.1079 181.1313
158.5006 37.10803 203.0099 190.8631 200.3655 0 21.42903 181.6741 179.2687 134.1304 55.09432 84.71585 153.3837 107.6649
169.8552 57.47562 206.3801 191.7982 202.0982 21.42903 0 179.1579 174.9773 123.1145 34.97752 65.50341 142.4986 89.2312
115.3053 177.328 58.12847 31.87667 43.15561 181.6741 179.1579 0 15.35734 82.26613 165.1326 153.0503 74.76992 143.738
127.1704 178.0913 73.47979 47.23347 58.39534 179.2687 174.9773 15.35734 0 70.30701 158.2917 143.8645 60.83806 132.7738
155.8347 146.5628 134.5961 109.9609 122.2729 134.1304 123.1145 82.26613 70.30701 0 97.8207 77.02516 19.38666 62.84572
179.0364 87.23068 201.0959 182.922 194.2502 55.09432 34.97752 165.1326 158.2917 97.8207 0 30.77219 116.7496 54.87881
187.236 113.8214 196.0833 175.1229 187.0846 84.71585 65.50341 153.0503 143.8645 77.02516 30.77219 0 94.49472 24.27068
162.5733 164.7518 130.8164 105.0517 117.1079 153.3837 142.4986 74.76992 60.83806 19.38666 116.7496 94.49472 0 77.78355
193.395 134.4319 191.7165 168.8833 181.1313 107.6649 89.2312 143.738 132.7738 62.84572 54.87881 24.27068 77.78355 0
