154.0798 162.1524
38.5 67
40.4 63.2
41 66
41 303
42 301
43 299
46.36364 62.68182
44 297
65 242
91 49
97 56
110 54
114.5 58
169 309
175 296
154.0798 162.1524
38.5 67
40.4 63.2
41 66
41 303
42 301
43 299
46.36364 62.68182
44 297
65 242
91 49
97 56
110 54
114.5 58
169 309
175 296
154.0798 162.1524
38.5 67
40.4 63.2
41 66
41 303
42 301
43 299
46.36364 62.68182
44 297
65 242
91 49
97 56
110 54
114.5 58
169 309
175 296
154.0798 162.1524
38.5 67
40.4 63.2
41 66
41 303
42 301
43 299
46.36364 62.68182
44 297
65 242
91 49
97 56
110 54
114.5 58
169 309
175 296
154.0798 162.1524
38.5 67
40.4 63.2
41 66
41 303
42 301
43 299
46.36364 62.68182
44 297
65 242
91 49
97 56
110 54
114.5 58
169 309
175 296
154.0798 162.1524
38.5 67
40.4 63.2
41 66
41 303
42 301
43 299
46.36364 62.68182
44 297
65 242
91 49
97 56
110 54
114.5 58
169 309
175 296
