0 122.7433 119.9377 119.0323 123.6718 122.8208 120.1433 157.5539 139.8092 138.073 137.0431 203.3263
122.7433 0 3 65.03076 79.9409 88.59323 89.08984 199.7113 112.8384 192.5097 202.0496 267.0805
119.9377 3 0 65.19202 80.11179 88.61216 89.00562 198.8336 113.0435 191.3139 200.6615 265.9267
119.0323 65.03076 65.19202 0 14.91997 23.77089 24.73863 139.9344 47.8533 136.8247 149.0862 209.7546
123.6718 79.9409 80.11179 14.91997 0 9.580834 11.53076 127.2723 32.93658 125.7344 138.837 197.6276
122.8208 88.59323 88.61216 23.77089 9.580834 0 3.086414 117.7297 25.12141 116.5284 129.8791 188.1478
120.1433 89.08984 89.00562 24.73863 11.53076 3.086414 0 115.8695 25.77993 114.2147 127.3997 186.1424
157.5539 199.7113 198.8336 139.9344 127.2723 117.7297 115.8695 0 102.101 23.29808 36.88759 70.91159
139.8092 112.8384 113.0435 47.8533 32.93658 25.12141 25.77993 102.101 0 105.3779 120.4682 172.9934
138.073 192.5097 191.3139 136.8247 125.7344 116.5284 114.2147 23.29808 105.3779 0 16.85312 74.67262
137.0431 202.0496 200.6615 149.0862 138.837 129.8791 127.3997 36.88759 120.4682 16.85312 0 68.14221
203.3263 267.0805 265.9267 209.7546 197.6276 188.1478 186.1424 70.91159 172.9934 74.67262 68.14221 0
