0 138.4043 104.5574 97.00417 102.794 103.5808 60.84418 59.90887 66.55964 68.2538 68.61226 70.87065
138.4043 0 63.65765 64.85514 67.99235 213.7729 107.8949 143.3539 199.7354 202.489 201.7415 205.6792
104.5574 63.65765 0 7.762087 4.362409 200.7479 53.53677 87.21382 153.6766 157.1067 155.5032 160.6129
97.00417 64.85514 7.762087 0 8.06637 192.993 47.7001 82.19793 147.2455 150.6096 149.099 154.0917
102.794 67.99235 4.362409 8.06637 0 200.0592 50.24533 83.46895 150.6044 154.0801 152.4113 157.6024
103.5808 213.7729 200.7479 192.993 200.0592 0 164.0246 159.6409 117.3848 114.8493 118.2115 113.8178
60.84418 107.8949 53.53677 47.7001 50.24533 164.0246 0 35.46996 100.4759 104.0186 102.2565 107.5654
59.90887 143.3539 87.21382 82.19793 83.46895 159.6409 35.46996 0 72.63092 76.59145 74.09453 80.18884
66.55964 199.7354 153.6766 147.2455 150.6044 117.3848 100.4759 72.63092 0 4.123106 2.061553 7.615773
68.2538 202.489 157.1067 150.6096 154.0801 114.8493 104.0186 76.59145 4.123106 0 3.640055 3.605551
68.61226 201.7415 155.5032 149.099 152.4113 118.2115 102.2565 74.09453 2.061553 3.640055 0 6.576473
70.87065 205.6792 160.6129 154.0917 157.6024 113.8178 107.5654 80.18884 7.615773 3.605551 6.576473 0
