0 81.99208 149.1786 92.43312 198.0434 101.548 111.7052 130.0152 145.6177 166.856 176.2562 181.7447 198.7295 194.5379 186.658 200.2206 220.8312
81.99208 0 70.10982 119.1524 125.6993 123.6276 129.5572 144.1683 154.0771 169.5624 101.5361 107.079 182.2607 125.3808 141.747 154.2787 179.0001
149.1786 70.10982 0 183.9763 107.2286 186.7304 190.7069 202.5029 209.0006 220.1583 84.17244 87.98588 219.7662 113.7772 160.7182 169.8639 195.2341
92.43312 119.1524 183.9763 0 178.2624 9.716337 20.26464 38.2132 54.57792 76.52182 165.3752 169.6309 115.7478 169.6415 130.944 143.0508 156.2453
198.0434 125.6993 107.2286 178.2624 0 175.2795 173.0963 175.3868 172.936 173.202 25.04384 19.99396 150.7132 12.25144 79.47712 81.6834 103.0243
101.548 123.6276 186.7304 9.716337 175.2795 0 10.55409 28.65311 44.90546 66.82199 163.5978 167.6416 106.3286 166.2077 124.456 136.2219 148.4456
111.7052 129.5572 190.7069 20.26464 173.0963 10.55409 0 18.3108 34.37376 56.26922 162.8091 166.6016 96.32002 163.5422 118.3265 129.6195 140.5813
130.0152 144.1683 202.5029 38.2132 175.3868 28.65311 18.3108 0 16.66548 38.6939 167.5722 170.9114 81.76139 165.0639 113.6825 123.7726 131.6997
145.6177 154.0771 209.0006 54.57792 172.936 44.90546 34.37376 16.66548 0 22.03954 167.4701 170.3552 66.31538 162.0201 105.9073 114.7784 120.0699
166.856 169.5624 220.1583 76.52182 173.202 66.82199 56.26922 38.6939 22.03954 0 170.9114 173.1654 47.83393 161.6498 100.1014 106.8002 107.6739
176.2562 101.5361 84.17244 165.3752 25.04384 163.5978 162.8091 167.5722 167.4701 170.9114 0 5.562722 155.1821 29.61841 86.52755 92.30848 116.2755
181.7447 107.079 87.98588 169.6309 19.99396 167.6416 166.6016 170.9114 170.3552 173.1654 5.562722 0 155.9683 26.0682 86.4609 91.46795 114.9261
198.7295 182.2607 219.7662 115.7478 150.7132 106.3286 96.32002 81.76139 66.31538 47.83393 155.1821 155.9683 0 138.4903 71.36203 72.6687 65.24119
194.5379 125.3808 113.7772 169.6415 12.25144 166.2077 163.5422 165.0639 162.0201 161.6498 29.61841 26.0682 138.4903 0 67.23085 69.57195 91.36659
186.658 141.747 160.7182 130.944 79.47712 124.456 118.3265 113.6825 105.9073 100.1014 86.52755 86.4609 71.36203 67.23085 0 13.56389 37.26098
200.2206 154.2787 169.8639 143.0508 81.6834 136.2219 129.6195 123.7726 114.7784 106.8002 92.30848 91.46795 72.6687 69.57195 13.56389 0 25.596
220.8312 179.0001 195.2341 156.2453 103.0243 148.4456 140.5813 131.6997 120.0699 107.6739 116.2755 114.9261 65.24119 91.36659 37.26098 25.596 0
