0 111.7365 116.9856 155.1773 96.45897 164.185 46.94423 74.8727 187.8317 189.0707 186.6232 186.7601
111.7365 0 9.219544 57.24842 145.9492 76.49758 135.5065 145.2446 136.6768 143.1155 163.446 156.4609
116.9856 9.219544 0 48.12965 144.8619 67.28804 138.0036 145.9075 128.3831 135.0282 156.4587 149.1208
155.1773 57.24842 48.12965 0 156.0258 22.6036 165.3935 165.1792 93.83611 102.1265 131.6477 121.9215
96.45897 145.9492 144.8619 156.0258 0 151.2057 55.66849 27.62658 133.7763 130.4283 111.5025 116.6774
164.185 76.49758 67.28804 22.6036 151.2057 0 168.2019 163.9313 72.23874 80.85089 112.4092 102.0621
46.94423 135.5065 138.0036 165.3935 55.66849 168.2019 0 29.83287 172.7789 171.7412 160.5962 163.4442
74.8727 145.2446 145.9075 165.1792 27.62658 163.9313 29.83287 0 156.322 153.9179 137.8725 142.2392
187.8317 136.6768 128.3831 93.83611 133.7763 72.23874 172.7789 156.322 0 9.310322 46.50352 34.64903
189.0707 143.1155 135.0282 102.1265 130.4283 80.85089 171.7412 153.9179 9.310322 0 37.58008 25.67851
186.6232 163.446 156.4587 131.6477 111.5025 112.4092 160.5962 137.8725 46.50352 37.58008 0 11.90347
186.7601 156.4609 149.1208 121.9215 116.6774 102.0621 163.4442 142.2392 34.64903 25.67851 11.90347 0
